seed,truth,heldout_log_per_observation,preheldout_complexity_per_observation,matched_comparators,best_matched_comparator,generating_family_margin,maximum_decomposition_error
778010,global_downweight,"[-2.0871999010275983, -2.024581067878157, -2.7740507224648834, -2.119540870894567, -2.8119128025000855]","[0.29316665521024216, 0.36049319119326645, 0.15621880380299374, 0.38497759986516994, 0.10994217666959553]",[],,nan,7.105427357601002e-15
778011,global_downweight,"[-1.6549564884926689, -1.7794882495076392, -1.7899969490961078, -1.7776942257334696, -1.7453852300395383]","[0.27445250273450067, 0.3646882147236323, 0.23243505122852537, 0.38169393261391776, 0.18449617457507084]","[""context_split""]",context_split,0.135040460603439,2.842170943040401e-14
778012,global_downweight,"[-1.6169998702022248, -1.7420684297507654, -1.6058479659882545, -1.5004765603711254, -1.7308567469714244]","[0.28215331385664405, 0.36561251643189546, 0.26867993621495073, 0.3877610801382467, 0.21135835681074525]","[""context_split""]",context_split,-0.011151904213970276,1.4210854715202004e-14
778013,global_downweight,"[-1.7788681727565399, -1.8414356373436904, -2.5632171072295096, -1.8761474118235864, -2.8562080976560082]","[0.2994874321080837, 0.3759832919585431, 0.2529340256715482, 0.381440904653863, 0.20039491642504026]","[""context_split""]",context_split,0.7843489344729697,1.4210854715202004e-14
778014,global_downweight,"[-2.1877603533380556, -2.282440194312662, -2.0702828458520495, -2.2761436199384635, -3.762797288036311]","[0.2814538052520992, 0.36382754584180704, 0.295123296749588, 0.38507726314629437, 0.06822343900635157]","[""context_split""]",context_split,-0.11747750748600616,0.0
778015,global_downweight,"[-2.2158457799045737, -2.2820138742988743, -2.076156033897437, -2.2671629568398517, -2.9037912249427382]","[0.22586405506308246, 0.3154250659708079, 0.2045483128247871, 0.33524047703615895, 0.1779573562953365]","[""context_split"", ""change_point""]",context_split,-0.13968974600713668,1.4210854715202004e-14
778016,global_downweight,"[-1.9334788842665196, -2.000836474530966, -2.2068219145080334, -2.050537307035057, -2.16074117608355]","[0.28809629857346686, 0.3651323747002475, 0.22678445842599648, 0.38754214632277756, 0.053859680251092674]",[],,nan,1.4210854715202004e-14
778017,global_downweight,"[-2.1875494605129724, -2.1670886683625126, -2.7824103621771004, -2.273401826176718, -2.866627851861854]","[0.26683658217175826, 0.3428663389792625, 0.2074837774366053, 0.3316533830114902, 0.10842904492047357]",[],,nan,1.4210854715202004e-14
778018,global_downweight,"[-1.817184858081486, -1.7524592569158672, -1.9786558307808724, -1.8063030030653708, -2.799191254331137]","[0.2980888251535972, 0.37155092809884005, 0.25829968753363947, 0.3846806099223911, 0.20201496966489288]","[""context_split""]",context_split,0.16147097269938637,1.4210854715202004e-14
778019,global_downweight,"[-2.243215539241044, -2.326243228653601, -2.165771881811967, -2.2514117615676668, -2.9296783050648285]","[0.31877628949481623, 0.39211879127168964, 0.29940243166382036, 0.4018642249323057, 0.25417685744435664]","[""context_split""]",context_split,-0.0774436574290771,1.4210854715202004e-14
778020,global_downweight,"[-1.9660842754347305, -1.9587554038793717, -1.9992852637918483, -2.088138984436579, -1.9990476970969073]","[0.24869892289152348, 0.321689285886581, 0.23939607432025023, 0.32416233228095814, 0.09462126809948797]","[""context_split""]",context_split,0.03320098835711782,1.4210854715202004e-14
778021,global_downweight,"[-2.297651014564254, -2.293181674379185, -3.1310128976713054, -2.389152265014384, -3.7906900354565476]","[0.2641211502046477, 0.3503472985736606, 0.14837375631377223, 0.363255690742047, 0.04712511916475751]",[],,nan,2.842170943040401e-14
778022,global_downweight,"[-1.801985106350359, -1.9552852873218178, -2.0926796426418655, -1.7584387911978752, -2.6094593034694835]","[0.3262804852014008, 0.40540729146381094, 0.28632523100554846, 0.4232038366115752, 0.28476280907776236]","[""context_split"", ""change_point""]",context_split,0.29069453629150654,1.4210854715202004e-14
778023,global_downweight,"[-2.058029613740562, -2.05784215617358, -2.292353997477252, -2.1075072195556315, -2.3659058625653655]","[0.2927537879745706, 0.39004051041618, 0.14543203025003373, 0.38699014275221294, 0.08168429214186611]",[],,nan,1.4210854715202004e-14
778024,global_downweight,"[-2.043685189312521, -2.105874808828351, -2.2443958373910577, -2.106461704628951, -2.6999077359493997]","[0.3331000023149275, 0.40632713742013765, 0.22380403443352634, 0.39969393356107213, 0.08850122040539837]",[],,nan,1.4210854715202004e-14
778025,global_downweight,"[-1.7599124888887552, -1.7769972233982072, -2.178244144718912, -1.8040583881175412, -2.440037944924537]","[0.31438439305809, 0.37445386624456173, 0.2706526762382921, 0.37956369882822383, 0.20621264801651826]","[""context_split""]",context_split,0.41833165583015663,1.4210854715202004e-14
778026,global_downweight,"[-1.8349137514819676, -1.8151792857431497, -2.0335254621179972, -1.8361306196728178, -2.0584097151217]","[0.20190005023856616, 0.27588536005915487, 0.14825019887597662, 0.30222345250736776, 0.10529242119160441]",[],,nan,1.4210854715202004e-14
778027,global_downweight,"[-1.7539287423792729, -1.945772445192043, -1.6803447211117772, -1.7488763459566892, -1.6674653249593412]","[0.33152533024721836, 0.4146698776897168, 0.32535224552410474, 0.43594200220687823, 0.18500394902457507]","[""context_split""]",context_split,-0.07358402126749564,2.1316282072803006e-14
778028,global_downweight,"[-2.228226342836275, -2.1909853983247167, -2.157877354699999, -2.267326505358441, -2.2002232117263]","[0.31777201029900337, 0.40826106093689557, 0.3340867346802003, 0.4269619043230059, 0.12894416028734026]","[""context_split""]",context_split,-0.07034898813627599,1.4210854715202004e-14
778029,global_downweight,"[-2.173286878434925, -2.3358711620973756, -2.4457253733914195, -2.016658311493188, -2.591822151638249]","[0.33382121702615414, 0.4069616134687868, 0.25445223617062507, 0.4006486954194151, 0.21239389477706605]",[],,nan,1.4210854715202004e-14
778030,global_downweight,"[-1.8801558793547999, -2.0398429203151274, -1.8365314744326975, -1.6786540278792765, -2.6954591317392946]","[0.2741650465238113, 0.3553365775139529, 0.20396963703156548, 0.35205761393747537, 0.1114065991602069]",[],,nan,1.4210854715202004e-14
778031,global_downweight,"[-2.000075617706851, -1.9718530196943211, -2.282039559640638, -2.002812626395677, -2.658404657236444]","[0.2749570736888977, 0.35792287281823015, 0.3092820224341841, 0.3799049871619699, 0.2419150199256486]","[""context_split"", ""change_point""]",context_split,0.28196394193378715,1.4210854715202004e-14
778032,global_downweight,"[-2.379889568822584, -2.3425943554154074, -2.418045773054031, -2.45236093543671, -2.692979143943602]","[0.269876222030071, 0.3331237940539882, 0.1930820537813711, 0.3104487410138075, 0.06906512515313634]","[""continuous_drift""]",continuous_drift,0.0724713666141259,1.4210854715202004e-14
778033,global_downweight,"[-1.832738128851144, -1.938205820756707, -1.9478043147092698, -1.7994484708090672, -2.2713639399465206]","[0.28556532497261095, 0.37122251412126545, 0.2813890771577741, 0.3799664637945847, 0.2647432965215361]","[""context_split"", ""change_point""]",context_split,0.11506618585812589,1.4210854715202004e-14
778034,global_downweight,"[-1.9956314211327308, -2.087019579068741, -2.5542121889084433, -2.1622174699451486, -2.7654699690895503]","[0.30530256734836075, 0.3758204029648178, 0.19410924547996655, 0.38762778838627604, 0.15195096975285002]",[],,nan,2.842170943040401e-14
778035,global_downweight,"[-1.9186867590255376, -1.8758290242219946, -2.386787158761674, -1.9690170805473421, -2.4727666279680314]","[0.32530879627006776, 0.405936686640602, 0.3164348363744008, 0.4055244719785798, 0.2936909059657847]","[""context_split"", ""change_point""]",context_split,0.4681003997361364,1.4210854715202004e-14
778036,global_downweight,"[-2.192897375558217, -2.1388774785294604, -2.4127253996810225, -2.1765187989008643, -2.6415071580886895]","[0.27865777373299816, 0.3555207622489755, 0.22789102362591848, 0.376997527538629, 0.07616913893948296]",[],,nan,2.842170943040401e-14
778037,global_downweight,"[-1.7678688150284803, -1.7813049815214619, -1.9474683015504421, -1.8039996879868, -2.6302415976211098]","[0.2063233176317065, 0.29193177540759807, 0.16969437792607123, 0.27161149211179936, 0.1282375608340847]","[""context_split""]",context_split,0.1795994865219619,2.842170943040401e-14
778038,global_downweight,"[-1.6747991697238414, -1.6854577362050467, -1.7238896152578, -1.7002673161304562, -1.7098654724175875]","[0.32313411279624976, 0.42040918450704773, 0.22766542228854644, 0.4296676133549944, 0.14651329735234123]",[],,nan,1.4210854715202004e-14
778039,global_downweight,"[-2.3876544267720803, -2.284129347523133, -2.374848999809865, -2.314257783403238, -2.739908806095711]","[0.24097127789687403, 0.32315881187833845, 0.20144678897822013, 0.33787586966382044, 0.08739533448702347]","[""context_split""]",context_split,-0.012805426962215094,0.0
778040,global_downweight,"[-1.9370886061306845, -2.027067621601091, -2.0507990247587635, -2.0322933249398973, -3.001687122789953]","[0.36072838917742106, 0.43644284544154505, 0.28790896530632143, 0.45795793362355947, 0.15703614914455644]",[],,nan,2.842170943040401e-14
778041,global_downweight,"[-1.8157570269936967, -1.8077574796555202, -1.9989257554072193, -1.8890514817387327, -1.8358104808204958]","[0.3329940813840695, 0.4305915399597564, 0.2770636621690793, 0.44087507462466274, 0.31460225090710064]","[""change_point""]",change_point,0.020053453826799128,2.842170943040401e-14
778042,global_downweight,"[-1.9430228318533436, -1.8594983243083592, -2.2443010108357893, -1.8230557357411667, -2.3305855600124037]","[0.31997127601904074, 0.4113553491822395, 0.3275074033061911, 0.42405251175873543, 0.29759320510409243]","[""context_split"", ""change_point""]",context_split,0.3012781789824457,1.4210854715202004e-14
778043,global_downweight,"[-2.183855598543703, -2.2635699892311143, -2.6158975950081507, -2.176436342916264, -3.1254042697820585]","[0.2432915109399557, 0.329271553354075, 0.23955850068713969, 0.3557791557746149, 0.11983069883077739]","[""context_split""]",context_split,0.43204199646444774,1.4210854715202004e-14
778044,global_downweight,"[-2.081417218060891, -2.066063475784178, -2.3127337972318776, -2.1417861017672353, -2.347515831839261]","[0.32059067368303984, 0.4107812368969546, 0.3379602067037022, 0.43142331858411676, 0.4002077760625284]","[""context_split""]",context_split,0.23131657917098636,1.4210854715202004e-14
778045,global_downweight,"[-1.884765919652338, -1.9048348935776955, -2.2022922783624805, -1.9593446051378622, -2.1581638162735377]","[0.29662042887265533, 0.37350820539796276, 0.22084734324708025, 0.39553571376863544, 0.05947110550027652]",[],,nan,1.4210854715202004e-14
778046,global_downweight,"[-2.0292759428535785, -1.9768739832582023, -2.3797177799478995, -2.117537712091158, -2.3029490754988586]","[0.3406899690580289, 0.42891655877371293, 0.2746660296258801, 0.4253089267341133, 0.2293203277994997]",[],,nan,1.4210854715202004e-14
778047,global_downweight,"[-2.0297086623972227, -2.107484573494135, -2.3077682382174034, -1.9231135277199174, -3.4301414252152007]","[0.29763694525191225, 0.37676430133182065, 0.23486915912931264, 0.3718672351099512, 0.0532942116158678]",[],,nan,1.4210854715202004e-14
778048,global_downweight,"[-2.243887848211447, -2.3103998050263694, -2.633814435578344, -2.2947221497957715, -2.6904525921627993]","[0.28783699246147315, 0.36385207973859174, 0.24035287307842512, 0.3826918517922408, 0.24080636864066104]","[""context_split"", ""change_point""]",context_split,0.38992658736689734,1.4210854715202004e-14
778049,global_downweight,"[-1.9759472352744591, -2.102592756537205, -1.885320784023059, -1.9808351491055598, -1.8545166562323177]","[0.2505123450704987, 0.3355834942317804, 0.1200581341173661, 0.32832881710832496, 0.1402216174420096]",[],,nan,7.105427357601002e-15
778050,global_downweight,"[-1.9191721402549478, -1.9361343979108474, -2.3511917963420172, -1.9802742207274457, -2.340150208037911]","[0.3242139163414959, 0.4127846420532734, 0.31446786604936466, 0.423838746233207, 0.2668030095344201]","[""context_split""]",context_split,0.4320196560870695,1.4210854715202004e-14
778051,global_downweight,"[-1.775028581163923, -1.7335255596852202, -1.5726145191420224, -1.756841072459788, -1.5156997231367813]","[0.25081493181544123, 0.32616595383320596, 0.1919103731288463, 0.3216683164856034, 0.07225348878372996]",[],,nan,1.4210854715202004e-14
778052,global_downweight,"[-1.718614243911393, -1.7557593732573293, -1.7549791713461493, -1.7767884757540982, -2.3370963457145226]","[0.25445069382079905, 0.3281465087117034, 0.22503628045840882, 0.3528535196991669, 0.15527751762566747]","[""context_split""]",context_split,0.03636492743475639,1.4210854715202004e-14
778053,global_downweight,"[-2.144493764791215, -2.0633880643546005, -2.1732454763288374, -2.237709963008365, -2.72926408291029]","[0.2539696845239051, 0.33576590950265617, 0.20682194352798336, 0.35842619448527796, 0.05068527580991972]","[""context_split""]",context_split,0.02875171153762235,1.4210854715202004e-14
778054,global_downweight,"[-1.495698034583512, -1.545110614842133, -2.445098612287726, -1.5689149421097035, -2.5873025996186776]","[0.27543533635560274, 0.35016665639765243, 0.24243088607020355, 0.3766829509087586, 0.04810021798560704]","[""context_split""]",context_split,0.949400577704214,1.4210854715202004e-14
778055,global_downweight,"[-2.2288435643186757, -2.2072083785106065, -2.1983702910964746, -2.2684201882685633, -2.4613916560339364]","[0.26709342813898407, 0.3513303488085056, 0.1844244003505413, 0.34056528405581926, 0.10414289093790817]",[],,nan,2.842170943040401e-14
778056,global_downweight,"[-1.56776240530297, -1.6584669994379562, -1.459940123461677, -1.5998208154351667, -1.4394560266412828]","[0.2818516947035988, 0.37236589483260674, 0.253735120104994, 0.3706511728787265, 0.2083544265164139]","[""context_split""]",context_split,-0.10782228184129306,1.4210854715202004e-14
778057,global_downweight,"[-1.853856275676205, -1.8362613567465873, -1.8075451578787192, -1.9190007372017437, -1.7001880381161563]","[0.27894689600773515, 0.3613546881077161, 0.16907938133834136, 0.3828729694723057, 0.06369024852399018]",[],,nan,2.842170943040401e-14
778058,global_downweight,"[-2.0233326237859224, -2.0978868772210957, -2.555213583854897, -1.9789117895752, -3.3658127374406517]","[0.31585150812735513, 0.40780950414616995, 0.2766677461980986, 0.4183245036633482, 0.315324405279047]","[""context_split"", ""change_point""]",context_split,0.5318809600689747,0.0
778059,global_downweight,"[-1.6076408968188058, -1.5895663314152504, -1.5420695728642482, -1.6383846780830176, -1.7263761370229576]","[0.21760118809373663, 0.30271715539834193, 0.1702441528976607, 0.3205484668393737, 0.11552136195718772]","[""context_split""]",context_split,-0.06557132395455767,1.4210854715202004e-14
778060,global_downweight,"[-2.5211730632591873, -2.6349138461014814, -2.82427869548904, -2.655202271379734, -3.130509886546389]","[0.22986499182959272, 0.30402305797874163, 0.20980815858390603, 0.32219409550098305, 0.06035475655561607]","[""context_split""]",context_split,0.3031056322298529,1.4210854715202004e-14
778061,global_downweight,"[-2.536716326541483, -2.501852169973514, -2.9114983246446053, -2.6061452249585795, -2.9856904226480827]","[0.24898669931761278, 0.31630834729065327, 0.182293855944584, 0.3066552421203377, 0.12857225514505352]",[],,nan,1.4210854715202004e-14
778062,global_downweight,"[-1.931075653389021, -2.0179801184834947, -2.179257638937929, -1.9544212382991155, -2.8295167723394865]","[0.29107390860169075, 0.36937343125037975, 0.23160479081134833, 0.390543270490263, 0.05778512605688277]",[],,nan,2.842170943040401e-14
778063,global_downweight,"[-2.5693506190740285, -2.5446864981050785, -2.5692058463228804, -2.625643130401155, -2.6793605778527407]","[0.3288534152179397, 0.4162744509547554, 0.2618198788584249, 0.43886220953631444, 0.2456131531713769]",[],,nan,1.4210854715202004e-14
778064,global_downweight,"[-1.782043665840277, -1.8270311999608335, -2.4709427394672376, -1.8543872495796139, -3.088573166374162]","[0.3705089793065806, 0.456360354997442, 0.3016722530189632, 0.46655812113474554, 0.07392529372235397]",[],,nan,1.4210854715202004e-14
778065,global_downweight,"[-1.9779918858379775, -2.0860153542180324, -2.1742407931324257, -1.9379498921193639, -2.482943182069974]","[0.21121565398116138, 0.2933824237477791, 0.12930137546972886, 0.3092799790014143, 0.0579987949943595]",[],,nan,2.1316282072803006e-14
778066,global_downweight,"[-2.236065429053798, -2.102151836465466, -2.2975136988622893, -2.2230048279947443, -2.3136290318843233]","[0.27637720758108786, 0.35552361580420117, 0.1966453110132962, 0.361074212991751, 0.12941017655356166]",[],,nan,1.4210854715202004e-14
778067,global_downweight,"[-1.6545245847862207, -1.58805152736538, -1.8100383532371316, -1.7348861863859089, -1.9138602610431281]","[0.30487791101648465, 0.3834990681892467, 0.3270252692290359, 0.4095039210423357, 0.2623877221541798]","[""context_split"", ""change_point""]",context_split,0.15551376845091092,2.842170943040401e-14
778068,global_downweight,"[-1.7695132565145766, -1.9120081716166277, -2.088632569279495, -1.7155838743958718, -2.5974795232865926]","[0.21452960171701696, 0.29735476015271506, 0.13162555739280965, 0.29565396702795227, 0.02392962510452525]",[],,nan,2.842170943040401e-14
778069,global_downweight,"[-1.93656418097481, -2.0095123807754334, -2.478863916076283, -1.9872410709421722, -2.7753122719578753]","[0.22256735347275225, 0.3183577799023741, 0.21645333589549287, 0.330032921038453, 0.07519218467336303]","[""context_split""]",context_split,0.5422997351014729,1.4210854715202004e-14
778070,global_downweight,"[-2.2071880528156207, -2.248399685621335, -1.9656861487253465, -2.1540558677877826, -2.247373362592164]","[0.2954296878180145, 0.3734055502695825, 0.23481973544569565, 0.3824044265318432, 0.1443568303596592]",[],,nan,1.4210854715202004e-14
778071,global_downweight,"[-1.715637470137568, -1.7906052270936845, -1.9282454144240422, -1.695778949097991, -1.8542730550132909]","[0.33007147208137777, 0.39533408020183064, 0.3297200948464008, 0.3959563855613271, 0.23444188479865302]","[""context_split""]",context_split,0.21260794428647412,2.842170943040401e-14
778072,global_downweight,"[-1.8782332625426523, -1.7274489301759983, -1.8287729828698058, -1.639096129727065, -2.339181541561395]","[0.15767572629206353, 0.24610620656125093, 0.17633614755355523, 0.2560478667409895, 0.16381899293148353]","[""context_split"", ""change_point""]",context_split,-0.0494602796728465,1.4210854715202004e-14
778073,global_downweight,"[-1.98908491100401, -1.9700832231426935, -2.0188452063930287, -2.0545137804278975, -1.9759519615441876]","[0.291611203866898, 0.3799438492135902, 0.20360787518362153, 0.37992008275595085, 0.19862232555741766]",[],,nan,1.4210854715202004e-14
778074,global_downweight,"[-1.8801932515808701, -1.884946353207397, -1.9762505184322565, -1.9559567933716702, -1.786745775422288]","[0.23437804715926694, 0.3077510792653743, 0.18971957479138934, 0.3298429002009046, 0.12864643388408303]","[""context_split""]",context_split,0.09605726685138638,1.4210854715202004e-14
778075,global_downweight,"[-1.979633573500931, -1.905406358112753, -1.694479811108586, -1.906159243041544, -1.664905331349022]","[0.33982822239622257, 0.4381034637611214, 0.32293685733548744, 0.41975113939044767, 0.15985696639780114]","[""context_split""]",context_split,-0.285153762392345,1.4210854715202004e-14
778076,global_downweight,"[-1.9405833291868202, -1.7891005467561527, -2.551781994988552, -1.880789248453512, -3.0588884102422806]","[0.28096212278524285, 0.3597319614508517, 0.18333252049853885, 0.38476455484234023, 0.0741134367875462]",[],,nan,1.4210854715202004e-14
778077,global_downweight,"[-1.6475157540399943, -1.73971541474529, -1.583172538916303, -1.6171689572390076, -1.6138785313995054]","[0.2800785982808185, 0.36101608910107935, 0.24875564399530714, 0.3688026518743046, 0.11398851121839071]","[""context_split""]",context_split,-0.06434321512369134,1.4210854715202004e-14
778078,global_downweight,"[-1.978927939351661, -1.9814460295928642, -2.0329925056870604, -2.017915516139408, -2.1139363297177685]","[0.2983891735165231, 0.36766241288688045, 0.3237050977310584, 0.3516869402254494, 0.2666699379329522]","[""context_split"", ""change_point""]",context_split,0.054064566335399356,1.4210854715202004e-14
778079,global_downweight,"[-2.3642537619138686, -2.361133681235435, -2.702885278462289, -2.4543793402064376, -2.883050549115443]","[0.2836716796573641, 0.36932382141335235, 0.23684282667954246, 0.34452539225066814, 0.1741621374847864]","[""context_split""]",context_split,0.3386315165484204,1.4210854715202004e-14
778080,cue_local_relearning,"[-2.298339020027832, -2.317241953381501, -2.739160740300247, -2.3701974474383105, -2.933602090299968]","[0.2520675032388379, 0.3300968728502694, 0.2196592131373791, 0.34973003535515373, 0.15487512294035607]","[""continuous_drift""]",continuous_drift,0.05295549405680955,1.4210854715202004e-14
778081,cue_local_relearning,"[-2.3837953210323075, -2.39179582770027, -2.474246908503445, -2.3913137186921274, -2.5550616349239395]","[0.21553690473042994, 0.28228437456826144, 0.1697900924621615, 0.2954313483011855, 0.08148857793761417]","[""continuous_drift""]",continuous_drift,-0.0004821090081428281,1.4210854715202004e-14
778082,cue_local_relearning,"[-2.5034992966210705, -2.641764603251567, -2.517588959675188, -2.5044970196953074, -2.710566076495393]","[0.3093146717804157, 0.3919440307505211, 0.14897166874095216, 0.41719934400137354, 0.09413696025727823]","[""continuous_drift""]",continuous_drift,-0.1372675835562598,1.4210854715202004e-14
778083,cue_local_relearning,"[-1.789390366254831, -1.7615002250732736, -1.7396347743242782, -1.8296920160654526, -3.447894208349487]","[0.28993811092116833, 0.37199894084639396, 0.1919221837347597, 0.37556960501248154, 0.043125482706726066]","[""continuous_drift""]",continuous_drift,0.06819179099217898,1.4210854715202004e-14
778084,cue_local_relearning,"[-2.412145675923484, -2.313080500631509, -2.4804095254756744, -2.321577981133708, -2.64611367157287]","[0.29876023916356315, 0.3699043995475458, 0.25982538057673366, 0.3969712185767911, 0.19974396031669903]","[""continuous_drift""]",continuous_drift,0.008497480502199117,0.0
778085,cue_local_relearning,"[-2.0738178665328126, -2.0492714540122012, -1.948812183762299, -2.1052823559526894, -1.7477370216438066]","[0.3414781368452244, 0.4197283666165659, 0.34633301772572045, 0.4393123729015556, 0.08189808648866266]","[""continuous_drift""]",continuous_drift,0.05601090194048819,2.842170943040401e-14
778086,cue_local_relearning,"[-1.6557772270818356, -1.5282655505215477, -1.8966612595084342, -1.6302159694410054, -1.9609165546875387]","[0.2711584109805449, 0.34853275583328464, 0.2107072570713859, 0.37327654089704226, 0.2155534597669615]","[""continuous_drift""]",continuous_drift,0.10195041891945777,1.4210854715202004e-14
778087,cue_local_relearning,"[-1.7560680632035455, -1.8296577787795938, -1.9174200843656646, -1.8022510774353382, -1.9345210063096179]","[0.2728313706425884, 0.36040671023239, 0.20736484271332123, 0.3792995732995859, 0.1690807724959699]","[""continuous_drift""]",continuous_drift,-0.027406701344255602,1.4210854715202004e-14
778088,cue_local_relearning,"[-1.9071449826135858, -1.7836603332905163, -2.1910431843487617, -1.8215439984474475, -3.7204467228375613]","[0.2505930998369374, 0.3170758776812303, 0.18519498210773067, 0.33015260888373216, 0.056474623847988965]","[""continuous_drift""]",continuous_drift,0.0378836651569312,1.4210854715202004e-14
778089,cue_local_relearning,"[-1.8500354770298912, -1.9084813584172826, -2.0681247188794565, -1.9014283962585967, -2.2997232517579285]","[0.28900268392394957, 0.3697494857517633, 0.26428033187264105, 0.389042415190489, 0.22744074588315066]","[""continuous_drift""]",continuous_drift,-0.007052962158685894,2.842170943040401e-14
778090,cue_local_relearning,"[-1.9659513060230012, -1.990919084302842, -2.5408949309121747, -2.043901005237883, -2.6713685862140437]","[0.22241749382095885, 0.3029960825015372, 0.2524938239162484, 0.3116913694587485, 0.1593047953198476]","[""continuous_drift""]",continuous_drift,0.05298192093504106,1.4210854715202004e-14
778091,cue_local_relearning,"[-2.3478740281082713, -2.3063239586550113, -2.481827492134041, -2.266189541214877, -2.560075334451957]","[0.26715402214943307, 0.3460140942717847, 0.22016100453109466, 0.3596149383118237, 0.05920947157748447]","[""continuous_drift""]",continuous_drift,-0.04013441744013413,1.4210854715202004e-14
778092,cue_local_relearning,"[-2.1224854595945093, -2.1240723568152955, -2.0841399367868876, -2.1843504377782486, -1.9551392788857633]","[0.2566733195479857, 0.33655130853279963, 0.22361045957211026, 0.355628400303804, 0.16168599293285907]","[""continuous_drift""]",continuous_drift,0.06027808096295306,1.4210854715202004e-14
778093,cue_local_relearning,"[-2.101132164272297, -2.0360299617682758, -2.0939580621571947, -2.072564612589626, -1.931698189233547]","[0.2900701520060898, 0.37470610988694947, 0.2302031186847898, 0.39439018806644555, 0.1232879856685656]","[""continuous_drift""]",continuous_drift,0.03653465082135021,1.4210854715202004e-14
778094,cue_local_relearning,"[-1.6167008205225466, -1.524574785065071, -1.7665383302511524, -1.5515280777330354, -1.7629973797724272]","[0.23694549045766963, 0.3227505956744036, 0.24322120718843873, 0.3359536095318681, 0.18311889733637754]","[""continuous_drift""]",continuous_drift,0.026953292667964313,7.105427357601002e-15
778095,cue_local_relearning,"[-2.0719794597088104, -2.1787688838557884, -2.5704198999944907, -2.170850852816679, -2.712497746384388]","[0.2798085247504929, 0.35691514916256284, 0.1421416400408793, 0.36547503311743085, 0.07755247561549178]","[""continuous_drift""]",continuous_drift,-0.007918031039109152,1.4210854715202004e-14
778096,cue_local_relearning,"[-1.5465128865479976, -1.4573911355621396, -1.9771072331893302, -1.563859168435716, -1.8413603043418698]","[0.27798031622374453, 0.36368812352224605, 0.2118427930905882, 0.38500168192851353, 0.1705245011219165]","[""continuous_drift""]",continuous_drift,0.10646803287357631,2.842170943040401e-14
778097,cue_local_relearning,"[-1.8462770723885207, -1.7363081869213053, -1.5388373275323293, -1.6790968813040283, -1.4097874905904941]","[0.2681343630777698, 0.36084335716959903, 0.2435779824838191, 0.36681749942641834, 0.21083832116912826]","[""continuous_drift""]",continuous_drift,-0.05721130561727694,1.4210854715202004e-14
