arm,omega,kappa,n_seeds,mean_potential_aversive_count,mean_delivered_aversive_count,mean_suppressed_aversive_count,mean_exposure_rate,mean_successful_relief_action_count,mean_policy_approach_count,mean_policy_flee_count,mean_policy_appease_count,mean_policy_attenuate_count,potential_after_approach_count,exposed_after_approach_count,exposure_rate_after_approach,potential_after_flee_count,exposed_after_flee_count,exposure_rate_after_flee,potential_after_appease_count,exposed_after_appease_count,exposure_rate_after_appease,potential_after_attenuate_count,exposed_after_attenuate_count,exposure_rate_after_attenuate,exposure_accounting_error
closed_loop,1.0,1.2,10,78.9,37.4,41.5,0.47604235224716585,36.2,0.0,200.0,0.0,0.0,0,0,0.0,785,370,0.4713375796178344,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,1.0,1.3,10,78.9,37.4,41.5,0.47604235224716585,36.2,0.0,200.0,0.0,0.0,0,0,0.0,785,370,0.4713375796178344,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,1.0,1.4,10,78.9,37.4,41.5,0.47604235224716585,36.2,0.0,200.0,0.0,0.0,0,0,0.0,785,370,0.4713375796178344,0,0,0.0,0,0,0.0,7.105427357601002e-15
closed_loop,1.2,0.0,10,91.3,84.7,6.6,0.9303285374440045,6.9,37.4,78.3,46.4,37.9,162,160,0.9876543209876543,354,315,0.8898305084745762,230,205,0.8913043478260869,163,163,1.0,-5.329070518200751e-15
closed_loop,1.2,0.1,10,91.3,70.3,21.0,0.7731609705177858,18.1,0.0,121.2,59.9,18.9,0,0,0.0,554,386,0.6967509025270758,273,231,0.8461538461538461,82,82,1.0,0.0
closed_loop,1.2,0.2,10,91.3,60.7,30.6,0.6677716362680013,23.7,0.0,139.6,41.5,18.9,0,0,0.0,635,373,0.5874015748031496,192,148,0.7708333333333334,82,82,1.0,-7.105427357601002e-15
closed_loop,1.2,0.3,10,91.3,54.5,36.8,0.5991448572892422,28.7,0.0,141.4,39.7,18.9,0,0,0.0,646,329,0.5092879256965944,181,130,0.7182320441988951,82,82,1.0,0.0
closed_loop,1.2,0.4,10,91.3,52.5,38.8,0.5777098508986214,31.4,0.0,141.4,39.7,18.9,0,0,0.0,646,314,0.48606811145510836,181,125,0.6906077348066298,82,82,1.0,0.0
closed_loop,1.2,0.5,10,91.3,44.2,47.1,0.48400032155033806,36.2,0.0,180.1,19.9,0.0,0,0,0.0,814,378,0.4643734643734644,95,60,0.631578947368421,0,0,0.0,-7.105427357601002e-15
closed_loop,1.2,0.6,10,91.3,41.3,50.0,0.45325690178920575,37.3,0.0,200.0,0.0,0.0,0,0,0.0,909,409,0.44994499449944997,0,0,0.0,0,0,0.0,0.0
closed_loop,1.2,0.7,10,91.3,40.5,50.8,0.44407372024163994,38.8,0.0,200.0,0.0,0.0,0,0,0.0,909,401,0.44114411441144114,0,0,0.0,0,0,0.0,0.0
closed_loop,1.2,0.8,10,91.3,39.9,51.4,0.4375293971226829,39.0,0.0,200.0,0.0,0.0,0,0,0.0,909,395,0.43454345434543457,0,0,0.0,0,0,0.0,0.0
closed_loop,1.2,0.9,10,91.3,39.9,51.4,0.4375293971226829,39.0,0.0,200.0,0.0,0.0,0,0,0.0,909,395,0.43454345434543457,0,0,0.0,0,0,0.0,0.0
closed_loop,1.2,1.0,10,91.3,39.9,51.4,0.4375293971226829,39.0,0.0,200.0,0.0,0.0,0,0,0.0,909,395,0.43454345434543457,0,0,0.0,0,0,0.0,0.0
closed_loop,1.2,1.1,10,91.3,39.9,51.4,0.4375293971226829,39.0,0.0,200.0,0.0,0.0,0,0,0.0,909,395,0.43454345434543457,0,0,0.0,0,0,0.0,0.0
closed_loop,1.2,1.2,10,91.3,39.9,51.4,0.4375293971226829,39.0,0.0,200.0,0.0,0.0,0,0,0.0,909,395,0.43454345434543457,0,0,0.0,0,0,0.0,0.0
closed_loop,1.2,1.3,10,91.3,39.9,51.4,0.4375293971226829,39.0,0.0,200.0,0.0,0.0,0,0,0.0,909,395,0.43454345434543457,0,0,0.0,0,0,0.0,0.0
closed_loop,1.2,1.4,10,91.3,39.9,51.4,0.4375293971226829,39.0,0.0,200.0,0.0,0.0,0,0,0.0,909,395,0.43454345434543457,0,0,0.0,0,0,0.0,0.0
closed_loop,1.4,0.0,10,104.1,97.1,7.0,0.9340560815244601,5.7,3.8,59.9,59.7,76.6,26,25,0.9615384615384616,314,276,0.8789808917197452,309,278,0.8996763754045307,387,387,1.0,0.0
closed_loop,1.4,0.1,10,104.1,77.3,26.8,0.7449066259230491,18.7,0.2,115.7,45.7,38.4,1,1,1.0,604,394,0.652317880794702,239,181,0.7573221757322176,192,192,1.0,-3.552713678800501e-15
closed_loop,1.4,0.2,10,104.1,62.5,41.6,0.6046812677739545,27.8,0.0,153.6,27.2,19.2,0,0,0.0,801,428,0.5343320848938826,142,99,0.6971830985915493,93,93,1.0,-7.105427357601002e-15
closed_loop,1.4,0.3,10,104.1,56.3,47.8,0.5449806765837979,31.2,0.0,160.8,20.0,19.2,0,0,0.0,838,403,0.4809069212410501,105,62,0.5904761904761905,93,93,1.0,0.0
closed_loop,1.4,0.4,10,104.1,54.1,50.0,0.5240661628444044,32.7,0.0,160.8,20.0,19.2,0,0,0.0,838,381,0.45465393794749404,105,62,0.5904761904761905,93,93,1.0,-7.105427357601002e-15
