seed,disposition,scaffold,positive_without_scaffold,permission_episode,root_episode,permission_before_root,descent,root_change
709510,neutral,decoupled,false,0,0,false,false,0.0
709510,adverse,coupled,false,0,0,false,false,0.0
709510,adverse,decoupled,false,0,0,false,false,0.0
709510,trustworthy,none,true,0,0,false,false,0.0
709511,trustworthy,coupled,false,8,10,true,true,0.38040920852636195
709511,trustworthy,decoupled,false,0,0,false,false,0.0
709511,neutral,coupled,false,0,0,false,false,0.0
709511,neutral,decoupled,false,0,0,false,false,0.0
709511,adverse,coupled,false,0,0,false,false,0.0
709511,adverse,decoupled,false,0,0,false,false,0.0
709511,trustworthy,none,true,0,0,false,false,0.0
709512,trustworthy,coupled,false,4,10,true,true,0.4723806567901535
709512,trustworthy,decoupled,false,0,0,false,false,0.0
709512,neutral,coupled,false,22,0,true,false,0.09176724988126583
709512,neutral,decoupled,false,0,0,false,false,0.0
709512,adverse,coupled,false,0,0,false,false,0.0
709512,adverse,decoupled,false,0,0,false,false,0.0
709512,trustworthy,none,true,0,0,false,false,0.0
709513,trustworthy,coupled,false,5,7,true,true,0.46702844388481357
709513,trustworthy,decoupled,false,0,0,false,false,0.0
709513,neutral,coupled,false,4,6,true,false,0.11784615944897225
709513,neutral,decoupled,false,0,0,false,false,0.0
709513,adverse,coupled,false,0,0,false,false,0.0
709513,adverse,decoupled,false,0,0,false,false,0.0
709513,trustworthy,none,true,0,0,false,false,0.0
709514,trustworthy,coupled,false,4,6,true,true,0.48239471791572963
709514,trustworthy,decoupled,false,0,0,false,false,0.0
709514,neutral,coupled,false,21,0,true,false,0.10726669454242899
709514,neutral,decoupled,false,0,0,false,false,0.0
709514,adverse,coupled,false,0,0,false,false,0.0
709514,adverse,decoupled,false,0,0,false,false,0.0
709514,trustworthy,none,true,0,0,false,false,0.0
709515,trustworthy,coupled,false,4,8,true,true,0.41407953983755563
709515,trustworthy,decoupled,false,0,0,false,false,0.0
709515,neutral,coupled,false,18,20,true,true,0.16625707511221488
709515,neutral,decoupled,false,0,0,false,false,0.0
709515,adverse,coupled,false,0,0,false,false,0.0
709515,adverse,decoupled,false,0,0,false,false,0.0
709515,trustworthy,none,true,0,0,false,false,0.0
709516,trustworthy,coupled,false,9,11,true,true,0.41780907628491293
709516,trustworthy,decoupled,false,0,0,false,false,0.0
709516,neutral,coupled,false,5,0,true,false,0.009411094885212523
709516,neutral,decoupled,false,0,0,false,false,0.0
709516,adverse,coupled,false,0,0,false,false,0.0
709516,adverse,decoupled,false,0,0,false,false,0.0
709516,trustworthy,none,true,0,0,false,false,0.0
709517,trustworthy,coupled,false,14,16,true,true,0.3500658911739708
709517,trustworthy,decoupled,false,0,0,false,false,0.0
709517,neutral,coupled,false,5,21,true,false,0.04993391024101834
709517,neutral,decoupled,false,0,0,false,false,0.0
709517,adverse,coupled,false,0,0,false,false,0.0
709517,adverse,decoupled,false,0,0,false,false,0.0
709517,trustworthy,none,true,0,0,false,false,0.0
709518,trustworthy,coupled,false,9,14,true,true,0.4161235735160659
709518,trustworthy,decoupled,false,0,0,false,false,0.0
709518,neutral,coupled,false,5,7,true,true,0.2932229960867617
709518,neutral,decoupled,false,0,0,false,false,0.0
709518,adverse,coupled,false,9,0,true,false,-0.008572581313026906
709518,adverse,decoupled,false,0,0,false,false,0.0
709518,trustworthy,none,true,0,0,false,false,0.0
