seed,truth,heldout_log_per_observation,preheldout_complexity_per_observation,matched_comparators,best_matched_comparator,generating_family_margin,maximum_decomposition_error
783000,global_downweight,"[-1.9910718919147898, -2.05625169348183, -2.3463276627006655, -2.083334701811804, -2.2513970349055823]","[0.2541838528378487, 0.3427250861780995, 0.18224895630429072, 0.366067158104475, 0.07561819738985519]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.06517980156703995,1.4210854715202004e-14
783001,global_downweight,"[-1.5310695004030022, -1.5897247367871215, -1.5260566391689032, -1.6036618385530952, -3.0027898137140543]","[0.23361670803992496, 0.3203204760333367, 0.1440130513207134, 0.3356588333221497, 0.05926418872146864]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.005012861234098942,1.4210854715202004e-14
783002,global_downweight,"[-1.8699647659695282, -1.9467468738316862, -1.7457177165668423, -1.8924021132252173, -2.690654270871092]","[0.3268098666848345, 0.4120594769440394, 0.33367072310455, 0.4256293137208347, 0.1952968635611951]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.12424704940268594,0.0
783003,global_downweight,"[-1.5950402229314538, -1.5671215707569779, -1.5586953315396412, -1.7242742292966122, -1.4518817525548098]","[0.3021299634775284, 0.38153228529127214, 0.24772609150101532, 0.36889001343890376, 0.1863849845021676]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",change_point,-0.14315847037664398,1.4210854715202004e-14
783004,global_downweight,"[-2.272440382149294, -2.1173075876784244, -2.0105740321026477, -2.037552270636425, -1.9990492535936637]","[0.25939320783200576, 0.3523074532797184, 0.16831496259030285, 0.3618330849088756, 0.10647332258526793]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.26186635004664627,2.842170943040401e-14
783005,global_downweight,"[-1.3833141260220874, -1.3749208952327887, -1.409515254955025, -1.4449061408821757, -1.3464038376137966]","[0.257637653780274, 0.33251081082558614, 0.16272977756534812, 0.3429873310288178, 0.08881036820751036]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.008393230789298656,7.105427357601002e-15
783006,global_downweight,"[-1.4327916797999158, -1.368657421580342, -1.4324540731039255, -1.4625324256206849, -1.7790701576195111]","[0.3370976249210926, 0.4162138069903827, 0.20050644067545523, 0.42735559414569196, 0.06336043798770033]","[""cue_local_relearning"", ""continuous_drift""]",cue_local_relearning,-0.06413425821957386,2.842170943040401e-14
783007,global_downweight,"[-2.062894375545433, -2.094371375017703, -2.108295321962218, -2.163757176734628, -2.3597080165719966]","[0.25797431732406156, 0.3366222426811005, 0.19046617437319777, 0.35561275132457704, 0.1579655003164275]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,0.031476999472269895,1.4210854715202004e-14
783008,global_downweight,"[-1.899118111851994, -1.8805173733426406, -1.8954463711862983, -2.045131264777149, -1.9842830932853843]","[0.2839234080393239, 0.35854994664138706, 0.1981848492512607, 0.372686508753942, 0.10724074015846037]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.0186007385093534,1.4210854715202004e-14
783009,global_downweight,"[-2.015109733425416, -2.1858526733856687, -2.483758507751065, -1.8356373669683732, -2.463065032888063]","[0.27953204721380254, 0.37225892475644345, 0.1554561840818654, 0.3695343463096705, 0.10208694989795553]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,-0.179472366457043,1.4210854715202004e-14
783010,global_downweight,"[-2.1190971352600183, -2.1541534534249136, -2.183619432982577, -2.157584263484754, -3.3939855359495104]","[0.2562107374014581, 0.33603956075650115, 0.2212156040587224, 0.36499608806892964, 0.05628248665771774]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.035056318164895295,1.4210854715202004e-14
783011,global_downweight,"[-2.243754669227049, -2.256720524394681, -2.3674391730704443, -2.3122225104480947, -2.5984838594280255]","[0.2166700344631418, 0.2900388358460104, 0.15992429738559152, 0.2757643604644843, 0.07229399976105781]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.012965855167632157,2.842170943040401e-14
783012,global_downweight,"[-2.2370288856872937, -2.2703060664047987, -2.365552562459282, -2.3419800707021157, -2.8173249889780934]","[0.20841715644371603, 0.2848546468217353, 0.12740776737428156, 0.28617074565551587, 0.02623282721475724]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.03327718071750496,1.4210854715202004e-14
783013,global_downweight,"[-1.8588343822897562, -1.9197916156520964, -2.2927988326988435, -2.014243288262823, -2.2293398898608627]","[0.3053947423815544, 0.3788864881978105, 0.2395514584224643, 0.38290746091232597, 0.12251737136019551]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.06095723336234027,1.4210854715202004e-14
783014,global_downweight,"[-1.878381165389797, -1.7760095720432254, -1.9462185932605278, -1.8890056549389156, -3.6417462490519004]","[0.27447907043379555, 0.35225369421251546, 0.22928708532887707, 0.3652316448658072, 0.04664378504999753]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.10237159334657164,1.4210854715202004e-14
783015,global_downweight,"[-2.268647594752986, -2.085751306043173, -1.8551767139497306, -1.9850874269209422, -1.7842540247837695]","[0.26986114280241325, 0.36033931000348435, 0.1574586325385253, 0.3821139426918017, 0.041542112101581784]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.41347088080325545,4.263256414560601e-14
783016,global_downweight,"[-1.535071021955762, -1.4937563636942386, -1.5225204259716172, -1.5758472645781216, -1.4465450311495944]","[0.2540266071958011, 0.3429958616666143, 0.25326573316102796, 0.3624898283020925, 0.2481739608196547]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",change_point,-0.08852599080616752,7.105427357601002e-15
783017,global_downweight,"[-2.4037883603532215, -2.2780111205465277, -2.1411242598392066, -2.347722847966822, -2.035916795546399]","[0.25128604466882665, 0.3346471760004073, 0.21664180223581667, 0.3457549231536916, 0.0960875681425461]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.2626641005140149,1.4210854715202004e-14
783018,global_downweight,"[-1.8686227661780572, -1.9602906240988789, -1.8518727198252574, -1.8846072450684872, -2.4351703566408913]","[0.3192265016637417, 0.4055788724474913, 0.3032690953486186, 0.42279580889548357, 0.19813058302803963]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",context_split,-0.016750046352799863,1.4210854715202004e-14
783019,global_downweight,"[-1.7032964259998495, -1.7977070180871468, -1.914425130854335, -1.8488998852688558, -2.0416588981935293]","[0.2587548051133942, 0.3430772255226831, 0.22120210578331886, 0.3652799053521336, 0.1713564670728027]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,0.0944105920872973,1.4210854715202004e-14
783020,global_downweight,"[-1.7147870921080912, -1.771598375051422, -1.6556830181012607, -1.777417657245068, -1.6187682301439885]","[0.2530368560468754, 0.33416560859725625, 0.18633764569172143, 0.3491332060482287, 0.15972918266658084]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",change_point,-0.0960188619641027,2.842170943040401e-14
783021,global_downweight,"[-2.116557714053373, -2.032954469308355, -2.245411966197455, -2.1930796871415392, -2.384712263008103]","[0.2878807645550158, 0.3854557547058881, 0.17577592273207945, 0.3840256505422692, 0.08079533201752946]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.08360324474501812,2.842170943040401e-14
783022,global_downweight,"[-2.0797523654745094, -2.199983805837915, -1.9866277888254125, -2.0418979649550995, -1.9626896200650386]","[0.2709032533341755, 0.35164997337008685, 0.13227550442514538, 0.3418545367240527, 0.0718830427377675]","[""cue_local_relearning"", ""continuous_drift""]",continuous_drift,-0.037854400519409914,1.4210854715202004e-14
783023,global_downweight,"[-1.5382071856538602, -1.6515333383818769, -1.491154063285193, -1.5646545288207507, -3.533291637258688]","[0.3162141383288711, 0.389772588287622, 0.2880993228724057, 0.39769839864906104, 0.07853829475549015]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.04705312236866721,2.842170943040401e-14
783024,global_downweight,"[-2.2741235870195, -2.338539916074968, -3.016950600565395, -2.3507894579804853, -3.034343589471673]","[0.26232393466822873, 0.3433088105833369, 0.21682107967228634, 0.3498062329225478, 0.19563669936095293]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,0.06441632905546779,1.4210854715202004e-14
783025,global_downweight,"[-1.8601451157702344, -2.034324144876809, -2.757669905249033, -1.7956190553165463, -2.638329908416482]","[0.28785228466856866, 0.3737473120123765, 0.20610309819673941, 0.3972457697498037, 0.08068018073583759]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,-0.06452606045368814,1.4210854715202004e-14
783026,global_downweight,"[-1.995335146260195, -1.9270520305483299, -2.3659983802839744, -1.9961122982940962, -2.401480018351668]","[0.3269638721196548, 0.4042089477029982, 0.30760745279570034, 0.4284751156161741, 0.28924383586762076]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,-0.06828311571186507,1.4210854715202004e-14
783027,global_downweight,"[-2.2537644368457244, -2.2860479350840732, -2.649098912257749, -2.3024316602899573, -2.785291704272705]","[0.2734061563000099, 0.3586858926100888, 0.26524483294582674, 0.3260649691151876, 0.06751845249197912]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.03228349823834886,1.4210854715202004e-14
783028,global_downweight,"[-1.7086203245492584, -1.7594177905079285, -2.1913478038462726, -1.7768652148883612, -2.4116351124240856]","[0.3658305502195462, 0.45453175273264373, 0.2645302532105766, 0.46531001852142423, 0.2155268920573763]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.050797465958670074,1.4210854715202004e-14
783029,global_downweight,"[-2.0609105128925496, -2.1400967680714125, -2.2137408783513743, -2.140089909488843, -2.9808170760707133]","[0.23857681557197, 0.30612107841396474, 0.20705425873143143, 0.3261794045619589, 0.09618611036176439]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,0.07917939659629347,1.4210854715202004e-14
783030,global_downweight,"[-1.6365436046278523, -1.798989498267363, -1.5444228308985748, -1.6930661604396482, -2.084106490852199]","[0.33922201844426714, 0.42551166537306373, 0.3146558809495943, 0.4411337180969899, 0.1387044874370655]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.09212077372927752,1.4210854715202004e-14
783031,global_downweight,"[-1.6189890739798267, -1.772673688073036, -2.332450466628652, -1.4518235337356709, -2.31550817646258]","[0.23695953292793534, 0.31063358616592607, 0.1667713789415514, 0.32568718007561165, 0.156214755837537]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",continuous_drift,-0.16716554024415586,1.4210854715202004e-14
783032,global_downweight,"[-1.8643795933447347, -1.7221768534506952, -2.138176330710677, -1.8126501720832513, -2.0578029724200677]","[0.26935515517018327, 0.34620961031902714, 0.24197190977995162, 0.35923855980592007, 0.19584917651272293]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,-0.14220273989403953,1.4210854715202004e-14
783033,global_downweight,"[-2.2403992997146513, -2.3198373451683976, -1.96044724132644, -2.2632915057214156, -2.0181346297715024]","[0.2692563428882904, 0.3384687180897623, 0.19587008614298293, 0.3505443280626747, 0.13918493783061836]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.27995205838821136,2.842170943040401e-14
783034,global_downweight,"[-2.1728692967508145, -2.24036401372911, -2.181664374441322, -2.144987252940245, -2.5438390216766233]","[0.29882118551999937, 0.384603000499274, 0.2683140802994638, 0.4060110805428119, 0.2759052942849261]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",continuous_drift,-0.027882043810569357,2.842170943040401e-14
783035,global_downweight,"[-2.0715377021674835, -2.11835280284976, -2.4450828634202004, -2.156454593660925, -3.02325109013612]","[0.3474273316611897, 0.43964940774920896, 0.40286696311965103, 0.45830120322494067, 0.3590831526951872]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,0.046815100682276345,1.4210854715202004e-14
783036,global_downweight,"[-2.178363847577291, -2.1204885130106232, -2.525293968409116, -2.12615646568657, -2.663299778121311]","[0.2611727090770457, 0.3323689787567982, 0.25599356950179614, 0.3387601869252224, 0.06177754025989728]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.057875334566667824,1.4210854715202004e-14
783037,global_downweight,"[-1.9704729804732777, -1.9697750489467793, -2.2505653499053864, -2.0348724963021025, -2.8457786910832628]","[0.29068325874690226, 0.3827601478352143, 0.29238358812612647, 0.3843793092100025, 0.061610549322623186]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.0006979315264983299,2.842170943040401e-14
783038,global_downweight,"[-2.334747964760461, -2.2901234968339894, -2.47923291253443, -2.3585920461452927, -2.628247127819261]","[0.25796056571012244, 0.3509218675423369, 0.2542660731311586, 0.3558371486262613, 0.28002370950234196]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,-0.04462446792647157,2.842170943040401e-14
783039,global_downweight,"[-2.2058678200242072, -2.2601933791458944, -2.2922944438300625, -2.2414333456771027, -2.3625397209783703]","[0.34244491277288347, 0.42390252254362487, 0.27049329035647357, 0.41723288539817555, 0.22121340106317391]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",continuous_drift,0.0355655256528955,2.842170943040401e-14
783040,global_downweight,"[-1.6617278301640424, -1.8510978206823543, -2.2588274938803483, -1.7450963984067283, -2.953244052379678]","[0.35632588793934566, 0.43637168362933004, 0.303090746938636, 0.44750627858257036, 0.23571663517322883]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",continuous_drift,0.0833685682426859,1.4210854715202004e-14
783041,global_downweight,"[-1.8472977952124054, -1.9555234632827485, -1.850532556894529, -1.9211261954041454, -3.211434267355977]","[0.31286111361341956, 0.37411487271396854, 0.29244046221747094, 0.3914670286323138, 0.06727151142308889]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,0.0032347616821235547,2.1316282072803006e-14
783042,global_downweight,"[-2.206283722550011, -2.211183633612653, -1.971712444212991, -2.256798178514286, -2.516537787072574]","[0.22923053485720932, 0.31873653081997816, 0.21236096360496567, 0.3427486722523753, 0.1616099095117188]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",context_split,-0.23457127833701996,1.4210854715202004e-14
783043,global_downweight,"[-2.1021005573297415, -2.1907104905797974, -2.4521795766959027, -2.143374159653753, -3.1269840184161657]","[0.20381433262516144, 0.28322432578063933, 0.17211886966825277, 0.29759614555874053, 0.0961797593025705]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",continuous_drift,0.04127360232401145,7.105427357601002e-15
783044,global_downweight,"[-2.31499170182472, -2.2833758289270847, -2.0460407030619674, -2.3252970926025265, -3.2845094704078424]","[0.35157669598692354, 0.4189983912192266, 0.3416243231266219, 0.44296878727183403, 0.2995059492287864]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",context_split,-0.26895099876275275,1.4210854715202004e-14
783045,global_downweight,"[-2.2000257927707247, -2.212859126086487, -2.3401849665947854, -2.2597888312377092, -2.469185956038749]","[0.29780069966238243, 0.3784577090419496, 0.26835517226302413, 0.40682716405965963, 0.25972269936857645]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,0.012833333315762196,1.4210854715202004e-14
783046,global_downweight,"[-2.200721218715545, -2.213187051636454, -2.519499796246473, -2.243534469536761, -2.5935838435829295]","[0.23310778327369266, 0.30386369450947354, 0.14660724360181718, 0.33413887204502696, 0.10466843512099261]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,0.01246583292090886,1.4210854715202004e-14
783047,global_downweight,"[-1.4617139774636279, -1.6121912911659395, -1.4356826669440164, -1.3249970454420517, -3.195359190545047]","[0.23938897679829504, 0.30668076138014827, 0.2507396126004973, 0.3173186442031531, 0.09762747424392554]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,-0.1367169320215762,1.4210854715202004e-14
783048,global_downweight,"[-2.3680639816509554, -2.2587976939006236, -3.064851942871017, -2.3229482845173273, -3.5094544582816205]","[0.31532493633335007, 0.41238668653197524, 0.23839677238775547, 0.4212299481615583, 0.1570441590770193]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.10926628775033187,4.263256414560601e-14
783049,global_downweight,"[-1.993914672498799, -2.040369292792154, -2.260883061464626, -2.0775184501254573, -2.806095604303538]","[0.24358247140929412, 0.3281535493134475, 0.2244787015352914, 0.3446633611019201, 0.09052221775387881]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.04645462029335512,2.842170943040401e-14
783050,global_downweight,"[-2.0678306726020796, -2.1136907487717815, -2.221358815734348, -2.1611667872472538, -3.016969653148071]","[0.2593478852635516, 0.3426546964191235, 0.16967426850351544, 0.37231539909219596, 0.12051316615036663]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.04586007616970189,2.842170943040401e-14
783051,global_downweight,"[-1.7828348297056484, -1.7127801508080678, -2.2835098615866656, -1.8775351267457578, -2.319343722110382]","[0.24140989321660578, 0.3147751246518626, 0.14146859539556103, 0.31243238250054567, 0.09343359420883597]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.07005467889758066,1.4210854715202004e-14
783052,global_downweight,"[-1.7751611841885504, -1.7543313062391048, -2.198152750869384, -1.8450203320588408, -2.177058967196996]","[0.3377096932965716, 0.4264552187166861, 0.342256632247568, 0.4285135532724578, 0.3319616101950981]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,-0.020829877949445574,1.4210854715202004e-14
783053,global_downweight,"[-1.7170474415788863, -1.748068481574137, -1.7647820511374634, -1.7374240918653436, -3.6040510585333045]","[0.27069486904170087, 0.3482273443071397, 0.24092199170970832, 0.35546010595892574, 0.07083217953939062]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,0.0203766502864573,2.842170943040401e-14
783054,global_downweight,"[-2.289280570852985, -2.43481931944702, -2.7447071635731195, -2.241051354691341, -3.3823444555897444]","[0.2888004316956824, 0.37979606455173287, 0.1948815877252015, 0.38458924280485984, 0.06322845446564195]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,-0.04822921616164422,4.263256414560601e-14
783055,global_downweight,"[-1.8491058498349329, -2.000238890540948, -1.9019554055542525, -1.7454423259033929, -2.266969719931847]","[0.2997138129903399, 0.3894101103337127, 0.23779719332813176, 0.4057780390719052, 0.20720216315222983]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",continuous_drift,-0.10366352393153999,1.4210854715202004e-14
783056,global_downweight,"[-2.5783301184621052, -2.4738471838001264, -2.235101046659385, -2.5943433768216515, -2.500190431606712]","[0.21879300934315368, 0.31113710722530613, 0.23351989434510964, 0.32631941381670604, 0.03625006151245612]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.3432290718027202,1.4210854715202004e-14
783057,global_downweight,"[-1.8401187583649596, -1.8106900895339173, -1.8283287231702339, -1.8347662551820703, -1.7309190830214476]","[0.32833741590174653, 0.4120328502617571, 0.33866694765469246, 0.4386673286869855, 0.14685717291832287]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.029428668831042337,1.4210854715202004e-14
783058,global_downweight,"[-2.1956791545084497, -2.206582045817467, -2.2628286200244165, -2.2814277362655666, -2.34716945259008]","[0.21965930408211662, 0.278546673167201, 0.15615094700720591, 0.272991162907349, 0.16148345808604198]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,0.010902891309017448,2.842170943040401e-14
783059,global_downweight,"[-2.1661407021558743, -2.2257572287126948, -2.5905070990416146, -2.258893806522585, -2.642063892220891]","[0.29327931230625376, 0.36673709080837336, 0.2499235572436502, 0.37927839923064144, 0.02868104250466763]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.05961652655682048,1.4210854715202004e-14
783060,global_downweight,"[-1.8872041205961887, -1.873774450455187, -1.894751404480214, -1.9731618808062317, -2.7742837369514906]","[0.27899371474569185, 0.37533121874964426, 0.23000567362203886, 0.38123738378312066, 0.1397286437327885]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.013429670141001715,1.4210854715202004e-14
783061,global_downweight,"[-2.025862292241028, -2.05754681267513, -2.18389715288603, -2.109201134557585, -2.117169616257666]","[0.30134828586609225, 0.372594707919631, 0.3030751617266787, 0.38353791086847155, 0.2588002433090371]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,0.0316845204341023,7.105427357601002e-15
783062,global_downweight,"[-1.850248547226994, -1.8458059485416936, -1.9245795945344328, -1.902669790313288, -1.7816691986355]","[0.3078036623474768, 0.39467512901603624, 0.324953854697751, 0.4172176703033885, 0.3253538826759374]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",change_point,-0.06857934859149406,1.4210854715202004e-14
783063,global_downweight,"[-1.9090788717578926, -2.015229388351001, -2.3276739114489216, -1.8758742245551456, -2.589412203759668]","[0.23056813335292914, 0.3135622393345135, 0.16783794389300558, 0.31363363324017435, 0.06466275270116448]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,-0.03320464720274696,1.4210854715202004e-14
783064,global_downweight,"[-1.5737926506864257, -1.6701457707749139, -2.043706091531128, -1.5828620400303315, -1.8765061500480504]","[0.2178771557352439, 0.2897671696683282, 0.22352518127079782, 0.2964130413505948, 0.05582684007344904]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,0.009069389343905776,1.4210854715202004e-14
783065,global_downweight,"[-1.5721322237215336, -1.617384650497602, -2.0585215312761846, -1.5990032226471218, -2.042451473981269]","[0.2864778626402617, 0.3601677032978153, 0.22122457626361944, 0.3868548904364033, 0.16826690042316547]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",continuous_drift,0.026870998925588196,1.4210854715202004e-14
783066,global_downweight,"[-2.126410763428547, -2.1592938388266694, -1.983021292077722, -2.1791832870709342, -2.692190236266538]","[0.19884734485274247, 0.2728642956929132, 0.1648850143168122, 0.28774801942850725, 0.05426845233088034]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.14338947135082503,7.105427357601002e-15
783067,global_downweight,"[-2.080301191709389, -2.0901582698941823, -2.316390022476673, -2.1282845955615945, -2.3908104304118716]","[0.256043665128529, 0.34031356766629245, 0.26146998979819697, 0.34789502997731175, 0.08666980937500988]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.009857078184793089,4.263256414560601e-14
783068,global_downweight,"[-1.5987784841242219, -1.721655323971162, -1.9664732198787753, -1.684688735058553, -2.3289252168840484]","[0.2510585779260722, 0.3229079296175838, 0.2005182718125269, 0.3444064108920739, 0.08761665375859738]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,0.08591025093433124,1.4210854715202004e-14
783069,global_downweight,"[-1.8102586745751221, -1.7868453620999505, -1.9047659784978457, -1.8885417494645722, -1.817689125780383]","[0.28622738078141124, 0.3589935709077279, 0.2142817734323096, 0.3473594126031389, 0.07776102770756307]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.023413312475171644,2.842170943040401e-14
783070,global_downweight,"[-1.736763806694296, -1.8209295578740248, -1.9944664704452304, -1.8567961535741304, -2.471611262797369]","[0.2524080745983566, 0.3441250940535086, 0.2257309342468035, 0.3581735855741242, 0.129590453329268]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,0.08416575117972869,2.842170943040401e-14
783071,global_downweight,"[-1.959047358397969, -2.0092635662108265, -2.262781838772269, -1.9281639528317038, -2.640088936431771]","[0.21690940503641135, 0.2926776664037616, 0.09246443795400587, 0.28335947129253075, 0.04541158065224762]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",continuous_drift,-0.030883405566265232,1.4210854715202004e-14
783072,global_downweight,"[-1.9547956597442955, -2.0225606198516326, -2.416462364595075, -1.9703202011452552, -2.7159008088556558]","[0.3692352984440879, 0.4599983932563845, 0.367038166919744, 0.47759213077982315, 0.34804651462689223]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",continuous_drift,0.015524541400959713,4.263256414560601e-14
783073,global_downweight,"[-1.5168766303559522, -1.5875437142141777, -1.4798900143192153, -1.5551126970703528, -1.7548868084523805]","[0.23225106693651545, 0.2964625797583596, 0.18785660633279946, 0.31018393166698327, 0.1567189743749504]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",context_split,-0.03698661603673692,7.105427357601002e-15
783074,global_downweight,"[-2.211554334957068, -2.1495085055547243, -2.533663115125174, -2.216168410823941, -2.750311194491159]","[0.2693159207036849, 0.3675494437812217, 0.3421529907250435, 0.3909446774453851, 0.18594086904797028]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",cue_local_relearning,-0.0620458294023436,1.4210854715202004e-14
783075,global_downweight,"[-1.8140354092135382, -1.7940561187053836, -1.7825190385224952, -1.8025128149098286, -1.5785663931682947]","[0.227793497009023, 0.3186554656726278, 0.20039278615657627, 0.3348217120749806, 0.17441861125576785]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",change_point,-0.2354690160452435,2.842170943040401e-14
783076,global_downweight,"[-1.888664463799973, -1.8678025165319694, -1.9062838782351905, -1.8938180138647285, -1.8455818893769456]","[0.29560586436630976, 0.38197615793681367, 0.2278516770612579, 0.41233743368645853, 0.027282266520584977]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,-0.02086194726800361,1.4210854715202004e-14
783077,global_downweight,"[-1.496705373210542, -1.5896454588194446, -1.2909340535752047, -1.7251663598862415, -1.3453183877282946]","[0.3250213475763119, 0.40131062130550593, 0.28867538347554506, 0.4117858986347303, 0.29561105174548824]","[""cue_local_relearning"", ""context_split"", ""continuous_drift"", ""change_point""]",context_split,-0.20577131963533724,2.842170943040401e-14
783078,global_downweight,"[-2.1762773823614925, -2.1906558937514298, -2.4999227385840115, -2.276243846484637, -2.8649482557695887]","[0.2952691382690437, 0.3594564095529582, 0.269624408839827, 0.3549032688376484, 0.06563646058278753]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",cue_local_relearning,0.014378511389937287,7.105427357601002e-15
783079,global_downweight,"[-2.146812596123918, -2.213500640363624, -2.0621595842279454, -2.194019537111452, -3.2171533710014417]","[0.2386698939177465, 0.3171399297847103, 0.264367220542744, 0.3372750143661281, 0.05686368782622772]","[""cue_local_relearning"", ""context_split"", ""continuous_drift""]",context_split,-0.08465301189597252,1.4210854715202004e-14
783080,cue_local_relearning,"[-2.1056032933451423, -2.090728263546527, -2.3670137961141346, -2.2515619564228713, -2.1669883631812663]","[0.37715532769493326, 0.4497198917120499, 0.3033507971682354, 0.4461689463561606, 0.214782603401013]","[""global_downweight"", ""continuous_drift""]",global_downweight,0.014875029798615103,1.4210854715202004e-14
