seed,truth,nearest_family,nearest_complexity_gap,complexity_per_observation
781167,cue_local_relearning,continuous_drift,0.026487585275811742,"[0.24426405207307525, 0.3300479088315991, 0.14844960761928677, 0.35653549410741087, 0.11276334385148902]"
781168,cue_local_relearning,continuous_drift,0.02049410116699224,"[0.2944741844341153, 0.37896275107002336, 0.20093659592653365, 0.3994568522370156, 0.13353864537731186]"
781169,cue_local_relearning,continuous_drift,0.018928205856566294,"[0.24333583176861143, 0.32116146394679884, 0.23728988657916117, 0.34008966980336514, 0.2312819283713644]"
781170,cue_local_relearning,continuous_drift,0.0006640523919543284,"[0.3493469250960913, 0.42959924633464425, 0.35932818415970064, 0.4302632987265986, 0.403124827179886]"
781171,cue_local_relearning,continuous_drift,0.028207499955030635,"[0.30920725116391595, 0.389829520513888, 0.26810980603241663, 0.4180370204689186, 0.21147579335685654]"
781172,cue_local_relearning,continuous_drift,0.0279762817627347,"[0.3283704681271485, 0.40845301372704923, 0.3017266948640594, 0.43642929548978393, 0.13363130407840604]"
781173,cue_local_relearning,continuous_drift,0.006613533712327202,"[0.24899959504889013, 0.32337209284063057, 0.20910124701951527, 0.32998562655295777, 0.06705758552498269]"
781174,cue_local_relearning,continuous_drift,0.010108804378057001,"[0.2865803914140261, 0.372395116486326, 0.25305322394645957, 0.382503920864383, 0.1962642191394122]"
781175,cue_local_relearning,continuous_drift,0.016652183858336278,"[0.2948643289519817, 0.3714398365561422, 0.23799908576938175, 0.3880920204144785, 0.21444408410149185]"
781176,cue_local_relearning,continuous_drift,0.017396447884759414,"[0.2813743632326738, 0.35443193362254677, 0.21681729947711878, 0.3718283815073062, 0.04376407406440785]"
