seed,total_length,pre_length,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error,T0,null_mean,null_sd,Q50,Q90,Q95,Q99,p_CRT,E_null,selective_material_redescription,p00,p01,p10,p11,switch_count,switch_rate,mean_dwell,max_dwell,occupancy_min_fraction,cue_context_mix_balance,realized_cue_outcome_contrast,marker_accuracy,marker_informative_count
790744,96,72,True,True,0.011392405063291136,0.9886075949367089,1.0436847870095924e-19,1.0,1.1041348617376856e+17,39.24300867866417,0.0,8.083335113870662,4.014234096323035,3.581461681229753,3.9117993376090894,8.547088794855693,10.087163061599695,12.87822862761655,0.122,-2.0038279477290324,False,0.8257285518974895,0.1742714481025105,0.05330548507504487,0.9466945149249553,11,0.15492957746478872,6.0,23,0.3472222222222222,0.34722222222222227,0.55006105006105,0.9622641509433962,53
790745,96,72,True,True,0.011392405063291136,0.9886075949367089,7.234122126481471e-15,0.9999999999999927,1592962819613.1128,28.096616806730417,0.0,11.73330774399564,4.637085659968784,2.823558281748002,4.596466744998176,8.131612173785035,9.238908921824189,11.236320998568322,0.008,2.4943988221714513,True,0.687798032195745,0.3122019678042551,0.0450520267343565,0.9549479732656435,9,0.1267605633802817,7.2,27,0.2638888888888889,0.2638888888888889,0.40026844070961715,1.0,53
790746,96,72,True,True,0.011392405063291136,0.9886075949367089,2.7260831884773046e-23,1.0,4.227195864284083e+20,47.49324071686807,0.0,16.6202402173422,7.6043309256703076,3.816706559881723,7.692861673324918,12.586382759051867,13.978738979933652,16.387611210165474,0.009,2.641501237408548,True,0.8983112960763392,0.10168870392366086,0.10317739147711336,0.8968226085228868,6,0.08450704225352113,10.285714285714286,23,0.3611111111111111,0.3611111111111111,0.5567765567765567,0.9821428571428571,56
790747,96,72,True,True,0.011392405063291136,0.9886075949367089,3.4549216485414e-08,0.9999999654507835,333544.096050812,12.717530357638667,0.0,8.63761433638124,3.3936710900912743,2.2735863936712577,3.360364396428968,6.433252530434901,7.2763135410842965,8.73297282793439,0.011,1.3613007952969438,True,0.8067630494858163,0.19323695051418363,0.03575947308115786,0.9642405269188421,3,0.04225352112676056,18.0,56,0.125,0.125,0.736842105263158,0.9433962264150944,53
790748,96,72,True,True,0.011392405063291136,0.9886075949367089,5.792854654160469e-22,1.0,1.98929340851824e+19,44.43689627147424,0.0,11.187082641372578,1.7815415056469044,3.3642112572998357,1.934596476233537,5.915886694169562,7.097410377002892,9.309583956051783,0.002,4.089672264369686,True,0.9626596505172337,0.03734034948276636,0.0628714592076103,0.9371285407923898,1,0.014084507042253521,36.0,50,0.3055555555555556,0.3055555555555556,0.5809523809523809,0.9607843137254902,51
790749,96,72,True,True,0.011392405063291136,0.9886075949367089,2.41427077765144e-28,1.0,4.7731545635637685e+25,59.12763474524683,0.0,8.409658901108598,4.511255306285933,4.196972446583546,4.570524017356089,9.819201985841291,11.306475116918905,14.056858263921832,0.165,-2.8968162158103077,False,0.8421727843767546,0.15782721562324545,0.10255211896327791,0.8974478810367221,12,0.16901408450704225,5.538461538461538,23,0.3888888888888889,0.3888888888888889,0.3818477818477819,0.9622641509433962,53
790750,96,72,True,True,0.011392405063291136,0.9886075949367089,2.9746992046917343e-08,0.9999999702530079,387389.9996024894,12.867187215482682,0.0,1.4438211268759957,3.2489395584855685,2.4009494056495058,3.221249592998709,6.262062204985029,7.214568361701691,9.610589548501165,0.766,-5.770747234825695,False,0.8719789279331726,0.1280210720668275,0.07496946587374734,0.9250305341262527,2,0.028169014084507043,24.0,56,0.19444444444444445,0.19444444444444445,0.4444444444444445,0.9473684210526315,57
790751,96,72,True,True,0.011392405063291136,0.9886075949367089,2.8791552476642956e-13,0.9999999999997121,40024543967.78657,24.412758702079998,0.0,8.426500561529558,3.8624356581059094,3.351369766052509,3.897771207794512,8.15211850425994,9.2142201553906,11.730525874787494,0.088,-0.7877195938610413,False,0.849297609970369,0.15070239002963087,0.2055810682399162,0.7944189317600838,18,0.2535211267605634,3.789473684210526,10,0.3472222222222222,0.34722222222222227,0.385968660968661,0.9444444444444444,54
790752,96,72,True,True,0.011392405063291136,0.9886075949367089,4.71424797093518e-08,0.9999999528575203,244443.80329201088,12.406740718092566,0.0,7.923904604048806,1.3094095083968416,2.5706189104539265,1.2815126394362137,4.54224750464982,5.432008897342508,7.0595623585972405,0.006,2.4918957067062983,True,0.653219701127924,0.34678029887207584,0.20041853050333405,0.799581469496666,18,0.2535211267605634,3.789473684210526,16,0.2777777777777778,0.27777777777777773,0.5263888888888889,0.9545454545454546,44
790753,96,72,True,True,0.011392405063291136,0.9886075949367089,2.2950518276639245e-21,1.0,5.021101240992599e+18,43.06018095425388,6.908934844075556e-77,9.363994183523458,4.312421937895439,3.7990068849765297,4.332995680543153,9.20172327385262,10.672827048777426,13.109148725965538,0.091,-1.3088328652539687,False,0.8222071306900388,0.17779286930996108,0.21310573844942812,0.786894261550572,15,0.2112676056338028,4.5,11,0.4166666666666667,0.4166666666666667,0.3875661375661375,0.9215686274509803,51
