seed,total_length,pre_length,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error,T0,null_mean,null_sd,Q50,Q90,Q95,Q99,p_CRT,E_null,selective_material_redescription,p00,p01,p10,p11,switch_count,switch_rate,mean_dwell,max_dwell,occupancy_min_fraction,cue_context_mix_balance,realized_cue_outcome_contrast,marker_accuracy,marker_informative_count,population
788587,32,24,False,False,0.07258064516129031,0.9274193548387097,5.146550007260921e-06,0.9999948534499927,15206.393930171891,9.629471271685354,0.0,-0.6972017159181685,1.1455023223663987,1.6507836468949402,1.1027528318636577,3.2820818392218953,3.8495382261752624,5.093243219218495,0.87,-4.546739942093431,False,0.896134145558409,0.10386585444159098,0.22646053345936554,0.7735394665406345,1,0.043478260869565216,12.0,19,0.20833333333333334,0.20833333333333334,0.24603174603174602,1.0,22,consumed_v243_genuine_noncriterial
788588,32,24,True,True,0.07258064516129031,0.9274193548387097,1.1370733537802672e-06,0.9999988629266462,68826.50122499607,11.139344141977736,0.0,4.438115386436335,1.2078682281469613,2.088306949523208,1.212118539452086,3.90786664112962,4.645606116963057,6.061731680512338,0.06,-0.20749073052672173,False,0.9133391525866816,0.08666084741331842,0.43036230840931494,0.5696376915906849,3,0.13043478260869565,6.0,13,0.20833333333333334,0.20833333333333334,0.2380952380952381,0.9,20,consumed_v243_genuine_noncriterial
788589,32,24,True,True,0.07258064516129031,0.9274193548387097,2.860979692066251e-10,0.9999999997139021,273545701.00532836,19.426979262778797,3.009265538105056e-36,7.626808384224772,4.331314593239637,2.3699023803706982,4.445785100786446,7.245454259053597,8.24077461817777,9.740748992588147,0.075,-0.6139662339529988,False,0.8734403952432686,0.1265596047567315,0.19824662030363965,0.8017533796963603,7,0.30434782608695654,3.0,6,0.4583333333333333,0.375,0.4777777777777778,0.9545454545454546,22,consumed_v243_genuine_noncriterial
788590,32,24,True,True,0.07258064516129031,0.9274193548387097,2.6022781957328697e-06,0.9999973977218043,30073.904487610944,10.311413114164838,0.0,1.300451558893608,-0.13219237200617912,1.7704031407271945,-0.15808320023111166,2.1244436402233715,2.70205573589696,4.160686260946667,0.212,-1.4016041770033518,False,0.7755630254460454,0.22443697455395453,0.20670577052288003,0.79329422947712,2,0.08695652173913043,8.0,17,0.2916666666666667,0.2916666666666667,0.3111111111111111,1.0,19,consumed_v243_genuine_noncriterial
788591,32,24,True,True,0.07258064516129031,0.9274193548387097,2.0822371557097826e-06,0.9999979177628443,37584.91504818519,10.53435805335054,0.0,4.707341936651177,2.4208816283739925,1.923893354536538,2.262888891498805,4.907593982903705,5.6896455033967595,7.317901770029609,0.12,-0.9823035667455828,False,0.8902987978593041,0.109701202140696,0.08302649461471737,0.9169735053852828,3,0.13043478260869565,6.0,11,0.25,0.25,0.4936507936507937,0.9523809523809523,21,consumed_v243_genuine_noncriterial
788592,32,24,True,True,0.07258064516129031,0.9274193548387097,1.161006620689854e-09,0.9999999988389934,67407771.91077048,18.02627087948364,0.0,4.636044190819053,2.898449064201335,2.423747532715749,2.8406915715967855,6.101606252674845,6.998799068153659,8.344792631861905,0.238,-2.3627548773346057,False,0.6939550914815236,0.30604490851847654,0.17043196995400967,0.8295680300459904,5,0.21739130434782608,4.0,9,0.3333333333333333,0.3333333333333333,0.4222222222222222,0.9090909090909091,22,consumed_v243_genuine_noncriterial
788593,32,24,False,False,0.07258064516129031,0.9274193548387097,7.116384576877359e-07,0.9999992883615423,109972.71581704395,11.607987575981161,0.0,0.30632929878674675,-0.4808974688216595,1.960680600770401,-0.46960617319680553,2.008995658673907,2.701892853769909,3.9280859254890492,0.356,-2.395563554983162,False,0.8501589906824918,0.14984100931750824,0.12949813960117534,0.8705018603988246,2,0.08695652173913043,8.0,16,0.20833333333333334,0.20833333333333334,0.5158730158730159,0.95,20,consumed_v243_genuine_noncriterial
788594,32,24,True,True,0.07258064516129031,0.9274193548387097,0.0005736724100224795,0.9994263275899775,136.34257478148294,4.9151706507605954,0.0,4.659626883388978,0.8853659890328522,1.2471953659362458,0.7918613812067574,2.5483688097576627,3.3458362850638865,4.387950623582141,0.008,1.3137905983250917,True,0.9538059954339506,0.046194004566049426,0.212429376514008,0.7875706234859919,1,0.043478260869565216,12.0,21,0.125,0.125,0.7619047619047619,0.9047619047619048,21,consumed_v243_genuine_noncriterial
788595,32,24,False,False,0.07258064516129031,0.9274193548387097,0.0008961418157809252,0.9991038581842191,87.25263719484269,4.4688077863546045,0.0,0.40460218256357594,0.8314266276405359,1.5708436494504292,0.8353464170427947,2.927411560152483,3.491047952651528,4.618483120638446,0.6,-3.086445770087952,False,0.7510082361890456,0.24899176381095445,0.13899905090052278,0.8610009490994772,5,0.21739130434782608,4.0,15,0.25,0.25,0.34603174603174597,1.0,21,consumed_v243_genuine_noncriterial
788596,32,24,True,True,0.07258064516129031,0.9274193548387097,1.58443429346501e-09,0.9999999984155656,49393572.05534162,17.71533085335455,0.0,3.496438020789148,1.3498335187477222,2.202886903950069,1.3003525916057492,4.149930790410108,4.985138128199689,6.464956402567692,0.166,-1.488700107410541,False,0.713889498536416,0.286110501463584,0.07956226360982908,0.920437736390171,3,0.13043478260869565,6.0,10,0.375,0.375,0.5,1.0,21,consumed_v243_genuine_noncriterial
788597,32,24,False,True,0.07258064516129031,0.9274193548387097,0.9471384264091296,0.052861573590870424,0.0043678860454345195,-5.433476129379267,0.0,-1.4858213068324537,-1.162209792810922,0.4013781284920488,-1.1353342507318454,-0.6997749393529489,-0.2073251334760544,0.14502786729904327,0.752,-1.2784961733563993,False,0.88759625626122,0.11240374373877997,0.0208146767803213,0.9791853232196788,0,0.0,24.0,24,0.0,0.0,0.0,1.0,22,consumed_v243_genuine_noncriterial
788598,32,24,True,True,0.07258064516129031,0.9274193548387097,8.910181060760918e-07,0.9999991089818938,87833.00732014776,11.383192646563483,0.0,2.479815727619406,2.1274098704630475,2.2177325413993447,2.212747687304124,4.844620691372953,5.865750355111386,7.151585874385864,0.449,-3.38593462749198,False,0.7052191013077836,0.29478089869221635,0.2507071836668083,0.7492928163331917,6,0.2608695652173913,3.4285714285714284,8,0.25,0.25,0.42063492063492064,0.9047619047619048,21,consumed_v243_genuine_noncriterial
788599,32,24,True,True,0.07258064516129031,0.9274193548387097,4.044336704705268e-08,0.999999959556633,1935072.970285432,14.475655594476812,0.0,5.075621784066509,2.427779632693907,2.091865271514442,2.5364688456378985,4.936605189874237,5.78494778020559,7.4633507039691676,0.092,-0.7093259961390803,False,0.8186888935441684,0.18131110645583157,0.2198922609289163,0.7801077390710837,3,0.13043478260869565,6.0,13,0.375,0.375,0.3999999999999999,0.9523809523809523,21,consumed_v243_genuine_noncriterial
788600,32,24,False,False,0.07258064516129031,0.9274193548387097,0.005725497429353601,0.9942745025706464,13.590572368222627,2.609376344143169,9.183549615799121e-41,0.13408399897350898,0.14831732234401715,1.5566582917911953,0.17138840966658986,2.1373966396349746,2.776486478501613,3.742549533052421,0.513,-2.642402479528104,False,0.615514152989567,0.38448584701043287,0.05936651661472414,0.9406334833852757,3,0.13043478260869565,6.0,12,0.16666666666666666,0.16666666666666666,0.3174603174603175,0.9411764705882353,17,consumed_v243_genuine_noncriterial
788601,32,24,True,True,0.07258064516129031,0.9274193548387097,2.044661678532508e-06,0.9999979553383215,38275.62788010272,10.552568624835558,0.0,6.053881151544292,2.063312750336559,1.8124274154389095,2.055829580345241,4.4093999156030845,5.095433329372746,6.34082313042364,0.013,0.9584478221715464,True,0.9278946770197175,0.0721053229802825,0.11848494650020983,0.8815150534997901,3,0.13043478260869565,6.0,9,0.25,0.25,0.5555555555555556,0.95,20,consumed_v243_genuine_noncriterial
788602,32,24,False,False,0.07258064516129031,0.9274193548387097,8.719316941823015e-06,0.9999912806830582,8975.495179961763,9.102253385089284,0.0,1.0391819230443542,1.6597739418893147,1.641841042334862,1.5743679013491243,3.854063883901292,4.498386145475215,5.600973075418738,0.641,-3.459204222430861,False,0.876117953658065,0.1238820463419351,0.2490296111427844,0.7509703888572156,2,0.08695652173913043,8.0,17,0.20833333333333334,0.20833333333333334,0.7380952380952381,0.9473684210526315,19,consumed_v243_genuine_noncriterial
788603,32,24,True,True,0.07258064516129031,0.9274193548387097,3.7396544810579046e-08,0.9999999626034551,2092729.877450929,14.553979933113958,0.0,3.8991223945005116,2.3088653637609577,2.275886964426401,2.3931195253525366,5.287636318263542,5.996625047148033,7.426249515514328,0.244,-2.0975026526475213,False,0.6824770405389285,0.3175229594610714,0.2476686419762991,0.7523313580237008,7,0.30434782608695654,3.0,10,0.4166666666666667,0.3333333333333333,0.4222222222222222,0.95,20,consumed_v243_genuine_noncriterial
788604,32,24,True,True,0.07258064516129031,0.9274193548387097,2.4843477390850505e-10,0.9999999997515653,315015761.7411363,19.568133232811533,0.0,4.907404481339364,1.4580980180767993,2.211634339798767,1.426615291957169,4.322527715823156,5.022886213938544,6.421870137121795,0.057,-0.11548173259918038,False,0.7962433378497427,0.20375666215025726,0.27982444821907004,0.72017555178093,5,0.21739130434782608,4.0,7,0.4166666666666667,0.4166666666666667,0.6333333333333333,0.9523809523809523,21,consumed_v243_genuine_noncriterial
788605,32,24,False,False,0.07258064516129031,0.9274193548387097,1.2315606303894736e-08,0.9999999876843937,6354609.482493583,15.664691010283796,0.0,0.3751818989100615,1.4974215863742533,2.3083275328619335,1.4669760009578514,4.506095839667092,5.338029837951708,6.518284958793448,0.683,-4.962847939041646,False,0.8221352787812964,0.1778647212187035,0.16558567967750024,0.8344143203224998,5,0.21739130434782608,4.0,7,0.5,0.4166666666666667,0.4388888888888889,0.95,20,consumed_v243_genuine_noncriterial
788606,32,24,True,True,0.07258064516129031,0.9274193548387097,4.911804181113179e-08,0.9999999508819581,1593322.1854023528,14.28133181916565,0.0,3.9123873786807417,2.197219876261791,2.090348744620682,2.228443561570056,4.8720776771374865,5.681604706393951,7.204921841581722,0.198,-1.7692173277132097,False,0.8008238651942392,0.19917613480576085,0.114209640741257,0.885790359258743,5,0.21739130434782608,4.0,13,0.3333333333333333,0.3333333333333333,0.8611111111111112,0.9,20,consumed_v243_genuine_noncriterial
788607,32,24,False,False,0.07258064516129031,0.9274193548387097,0.0012220310766990095,0.998777968923301,63.96337527001496,4.158310658149602,0.0,-1.9726126458662345,-1.348259277844851,1.9352932174104538,-1.3659108229218115,1.138159063284728,1.8772022472233076,3.180613123516469,0.635,-3.849814893089542,False,0.5338533659728047,0.4661466340271953,0.18444657113572727,0.8155534288642728,9,0.391304347826087,2.4,5,0.3333333333333333,0.3333333333333333,0.36111111111111116,0.9375,16,consumed_v243_genuine_noncriterial
788608,32,24,True,True,0.07258064516129031,0.9274193548387097,3.6363931427268304e-10,0.9999999996363607,215215644.91256565,19.187151083017262,0.0,3.5068765384829272,2.3758068828420122,2.5041836839102656,2.393574700939405,5.411312801782634,6.336537143582458,8.335118765827872,0.335,-2.8296606050995305,False,0.8834035553097379,0.11659644469026206,0.03244237221451172,0.9675576277854884,5,0.21739130434782608,4.0,8,0.4166666666666667,0.4166666666666667,0.27222222222222225,0.8636363636363636,22,consumed_v243_genuine_noncriterial
788609,32,24,True,True,0.07258064516129031,0.9274193548387097,4.68933973264642e-08,0.9999999531066027,1668910.1314298026,14.32768135543618,4.70197740328915e-38,2.559434107624006,1.364674639672806,2.133069510074533,1.3253477438955197,4.0348878451197026,4.84444170352006,6.367428500423998,0.303,-2.2850075958960536,False,0.7965321431957099,0.20346785680429022,0.24554606437545579,0.7544539356245441,4,0.17391304347826086,4.8,12,0.3333333333333333,0.3333333333333333,0.38888888888888884,1.0,20,consumed_v243_genuine_noncriterial
788610,32,24,False,False,0.07258064516129031,0.9274193548387097,1.0944910273052805e-05,0.9999890550897269,7150.356746158457,8.874917529010977,0.0,0.4157802325610238,2.1461765694225554,1.799165911986384,2.091327202406592,4.467933424013432,5.331269023475837,6.1828544015251214,0.836,-4.9154887909148135,False,0.772626968626425,0.227373031373575,0.15035775142708174,0.8496422485729184,4,0.17391304347826086,4.8,14,0.20833333333333334,0.20833333333333334,0.4253968253968254,0.9523809523809523,21,consumed_v243_genuine_noncriterial
788611,32,24,True,True,0.07258064516129031,0.9274193548387097,1.894880832884344e-07,0.9999998105119168,413012.0130910199,12.931231958907597,0.0,7.170555285477377,1.355014811865159,1.9658761087363759,1.3515662632520433,3.984760206330695,4.672775730153628,5.924892694286605,0.002,2.497779555323749,True,0.7778160810980174,0.2221839189019827,0.3427366331128798,0.6572633668871203,3,0.13043478260869565,6.0,17,0.25,0.25,0.6984126984126983,0.9090909090909091,22,consumed_v243_genuine_noncriterial
788612,32,24,True,True,0.07258064516129031,0.9274193548387097,6.743905357942685e-07,0.9999993256094643,116046.7305411625,11.66174823845921,0.0,5.097053547403259,3.2222048543160264,2.071791476256055,3.169694720081279,5.955532484439928,6.782658830950121,8.36075672285,0.171,-1.6856052835468613,False,0.6834369720821206,0.31656302791787944,0.1605962291969569,0.8394037708030432,7,0.30434782608695654,3.0,12,0.3333333333333333,0.3333333333333333,0.4333333333333333,0.9545454545454546,22,consumed_v243_genuine_noncriterial
788613,32,24,True,True,0.07258064516129031,0.9274193548387097,5.182432828088857e-12,0.9999999999948175,15101183587.105425,23.438038960947498,0.0,3.9763879465693,1.6327959152774045,2.5042421819705427,1.7688749807676325,4.725685369236155,5.717881614917857,7.229160879360521,0.161,-1.7414936683485571,False,0.6095900623110908,0.3904099376889091,0.23586427893380654,0.7641357210661934,3,0.13043478260869565,6.0,8,0.4166666666666667,0.4166666666666667,0.5888888888888889,0.9545454545454546,22,consumed_v243_genuine_noncriterial
788614,32,24,True,True,0.07258064516129031,0.9274193548387097,1.2610354563926573e-09,0.9999999987389645,62060800.17004604,17.9436251103923,0.0,3.878958485933842,-0.635849603028414,2.3576724325709177,-0.6085829211715335,2.320259095868317,3.2190170566960266,4.974249171251255,0.026,0.6599414292378154,True,0.38353266031468447,0.6164673396853154,0.39806805586102234,0.6019319441389777,12,0.5217391304347826,1.8461538461538463,4,0.3333333333333333,0.3333333333333333,0.5222222222222223,0.9444444444444444,18,consumed_v243_genuine_noncriterial
788615,32,24,True,True,0.07258064516129031,0.9274193548387097,3.4752081723126715e-05,0.9999652479182769,2251.898187296317,7.719528778333638,0.0,3.2500256332036392,1.1598560785507552,1.5839411296862926,1.184676057793843,3.207646605663434,3.8018006498457146,4.816178124706465,0.096,-0.5517750166420754,False,0.8239259334473252,0.1760740665526748,0.19145576462389985,0.8085442353761002,4,0.17391304347826086,4.8,14,0.2916666666666667,0.2916666666666667,0.43333333333333335,1.0,20,consumed_v243_genuine_noncriterial
788616,32,24,True,True,0.07258064516129031,0.9274193548387097,0.008519599466962012,0.991480400533038,9.107719042836026,2.2091223004305833,0.0,2.364285245276905,-0.04548966934647994,1.0447554020050451,-0.07944883972278038,1.233108522858215,1.6394474716201322,2.607368071198364,0.017,0.724837773656773,True,0.8626133649673914,0.13738663503260873,0.2563263452105877,0.7436736547894123,3,0.13043478260869565,6.0,13,0.16666666666666666,0.16666666666666666,0.4603174603174603,1.0,18,consumed_v243_genuine_noncriterial
788617,32,24,True,True,0.07258064516129031,0.9274193548387097,0.0008123743135753196,0.9991876256864247,96.25771167095672,4.56702909121505,0.0,3.3465693416886064,2.3428929852529445,1.9253434693217406,2.3798315572590867,4.71568414329781,5.403631471309501,7.065040033112739,0.313,-2.057062129620894,False,0.7415368051600976,0.25846319483990243,0.23386537570748614,0.7661346242925139,11,0.4782608695652174,2.0,6,0.375,0.2916666666666667,0.3111111111111111,0.85,20,consumed_v243_genuine_noncriterial
788618,32,24,False,False,0.07258064516129031,0.9274193548387097,5.866575156405803e-14,0.9999999999999414,1334012903248.305,27.91921273597513,0.0,-0.42609576072557953,2.2160061078924995,2.5717255377629504,2.288121513088141,5.338150443920339,6.410069542605202,8.41761464383091,0.863,-6.836165303330781,False,0.7461530337849469,0.25384696621505315,0.08538578531254103,0.914614214687459,3,0.13043478260869565,6.0,10,0.4166666666666667,0.4166666666666667,0.4388888888888889,1.0,22,consumed_v243_genuine_noncriterial
788619,32,24,False,False,0.07258064516129031,0.9274193548387097,0.3878191497949232,0.6121808502050767,0.12353646201730327,-2.09121892748206,1.1754943508222875e-38,-0.5819950543227832,0.49905961614245364,1.0831638365029628,0.2791432783318062,2.0470355164341383,2.5982271906971306,3.2943973209977,0.831,-3.180222245019914,False,0.847614824122011,0.1523851758779891,0.012976618304907294,0.9870233816950926,0,0.0,24.0,24,0.0,0.0,0.0,0.8947368421052632,19,consumed_v243_genuine_noncriterial
