bundle_strength,volatility_sensitivity,initial_depth,initial_capture,final_depth,final_capture,residual,class
0.8,1.0,0.02,0.98,0.9999994116512971,0.07575130693114943,2.54933435564915e-7,self
0.8,1.0,0.116,0.02,0.9999997834356587,0.07575121261785635,9.383803477312415e-8,self
0.8,1.0,0.116,0.116,0.9999997782422045,0.07575121393531721,9.608837549685467e-8,self
0.8,1.0,0.116,0.212,0.9999997701764972,0.07575121598140327,9.95832729663094e-8,self
0.8,1.0,0.116,0.308,0.9999997589957627,0.07575121881770094,1.044279220211682e-7,self
0.8,1.0,0.116,0.404,0.9999997443780476,0.07575122252588243,1.107618260558569e-7,self
0.8,1.0,0.116,0.5,0.9999997258292387,0.07575122723129327,1.1879908607846353e-7,self
0.8,1.0,0.116,0.596,0.9999997026137286,0.07575123312054059,1.288584431973288e-7,self
0.8,1.0,0.116,0.692,0.9999996737159961,0.0757512404512395,1.4137992624587295e-7,self
0.8,1.0,0.116,0.788,0.9999996376011436,0.07575124961275924,1.5702861146665503e-7,self
0.8,1.0,0.116,0.884,0.9999995920747252,0.07575126116178219,1.7675535985963087e-7,self
0.8,1.0,0.116,0.98,0.999999541020536,0.07575127411307835,1.9887731026562445e-7,self
0.8,1.0,0.212,0.02,0.9999998118823827,0.0757512054015716,8.15119759070306e-8,self
0.8,1.0,0.212,0.116,0.9999998107367208,0.07575120569219979,8.200839494566296e-8,self
0.8,1.0,0.212,0.212,0.9999998068285876,0.07575120668360398,8.370180190205799e-8,self
0.8,1.0,0.212,0.308,0.9999997997159766,0.07575120848791107,8.67837195626106e-8,self
0.8,1.0,0.212,0.404,0.9999997893586735,0.07575121111532256,9.127157299381413e-8,self
0.8,1.0,0.212,0.5,0.9999997755987624,0.07575121460589823,9.723378765467264e-8,self
0.8,1.0,0.212,0.596,0.9999997580937268,0.07575121904652693,1.0481877714951838e-7,self
0.8,1.0,0.212,0.692,0.9999997362392787,0.07575122459050287,1.142883814112746e-7,self
0.8,1.0,0.212,0.788,0.9999997091713027,0.07575123145703304,1.2601702471925614e-7,self
0.8,1.0,0.212,0.884,0.9999996755666882,0.07575123998176084,1.4057801519759924e-7,self
0.8,1.0,0.212,0.98,0.9999996360970193,0.07575124999432156,1.5768035355632918e-7,self
0.8,1.0,0.308,0.02,0.999999834884066,0.07575119956657003,7.154527121464199e-8,self
0.8,1.0,0.308,0.116,0.999999834884066,0.07575119956657003,7.154527121464199e-8,self
0.8,1.0,0.308,0.212,0.9999998346624283,0.07575119962279454,7.164130759208928e-8,self
0.8,1.0,0.308,0.308,0.9999998315063129,0.07575120042342881,7.300886269716753e-8,self
0.8,1.0,0.308,0.404,0.9999998248262081,0.07575120211801874,7.590337397209489e-8,self
0.8,1.0,0.308,0.5,0.9999998148431027,0.07575120465050449,8.022908621027559e-8,self
0.8,1.0,0.308,0.596,0.9999998015401614,0.07575120802515702,8.599329430072854e-8,self
0.8,1.0,0.308,0.692,0.9999997846481516,0.0757512123102745,9.33126575737071e-8,self
0.8,1.0,0.308,0.788,0.9999997637395646,0.07575121761430643,1.0237241704871976e-7,self
0.8,1.0,0.308,0.884,0.9999997380176453,0.07575122413937173,1.1351780931396085e-7,self
0.8,1.0,0.308,0.98,0.9999997073095547,0.0757512319293162,1.268237262561292e-7,self
0.8,1.0,0.404,0.02,0.9999998577903227,0.07575119375577676,6.161991529791741e-8,self
0.8,1.0,0.404,0.116,0.9999998577903227,0.07575119375577676,6.161991529791741e-8,self
0.8,1.0,0.404,0.212,0.9999998577903227,0.07575119375577676,6.161991529791741e-8,self
0.8,1.0,0.404,0.308,0.9999998575547112,0.07575119381554601,6.172200654880658e-8,self
0.8,1.0,0.404,0.404,0.9999998541517824,0.07575119467879111,6.319650670761172e-8,self
