seed,regularity,run_length,acute_timing,acute_count,low_control_fraction,uncontrollability_log_evidence,cumulative_overwhelm_precision,final_persistent_probability,maximum_step
63226,bernoulli,16,late,1,1.0,1.2309990305926657,0.1009082225808526,0.5426991027675057,0.07016836677604926
63227,clustered,16,late,1,0.5,-0.6538664343936067,0.1009082225808526,0.4669216074244362,0.04410176651452424
63228,periodic,32,late,1,0.0,-1.8765599365769183,0.1009082225808526,0.4945274193971613,0.05280038783236918
63229,jittered,32,late,1,0.75,-1.526570880602546,0.1009082225808526,0.5452540103703565,0.035519785434335205
63230,bernoulli,32,late,1,0.25,-1.6595825784939044,0.1009082225808526,0.4902832906268373,0.05549224200303171
63231,clustered,32,late,1,1.0,0.6650123899009068,0.1009082225808526,0.6571006609205765,0.0379783516242963
63232,periodic,64,late,1,0.5,-3.1190971335380713,0.1009082225808526,0.5468170196853835,0.05772245302392276
63233,jittered,64,late,1,0.0,-2.6253251809997016,0.1009082225808526,0.7210695945368526,0.059343738711795546
63234,bernoulli,64,late,1,0.75,-0.26845718170838345,0.1009082225808526,0.6654761859185463,0.045011557316834816
63235,clustered,64,late,1,0.25,-2.0698614742676305,0.1009082225808526,0.6463351023812188,0.05508086555581759
63236,periodic,80,late,1,1.0,2.612611068694025,0.1009082225808526,0.796693785509914,0.05832617931167572
63237,jittered,80,late,1,0.5,-0.41203301685150623,0.1009082225808526,0.6068272965350269,0.052289126711665745
63238,bernoulli,80,late,1,0.0,-0.7778301116792872,0.1009082225808526,0.7804724402274541,0.05379746168535127
63239,clustered,80,late,1,0.75,0.4644723899380593,0.1009082225808526,0.7038745004652223,0.04761331324406981
63240,periodic,16,early,3,0.25,-0.27806576531490135,0.3027246677425578,0.5454919904692681,0.05656502922226481
63241,jittered,16,early,3,1.0,0.6310667740040997,-0.45104713463382234,0.5463776481713428,0.0823158079066924
63242,bernoulli,16,early,3,0.5,0.14558154080198604,-0.45104713463382234,0.4570157006223995,0.03591613937260135
63243,clustered,16,early,3,0.0,-2.6872790634247465,0.3027246677425578,0.6243345060673582,0.08442167945986556
63244,periodic,32,early,3,0.75,-0.39973892529907085,0.3027246677425578,0.6017919247449531,0.057879931405386886
63245,jittered,32,early,3,0.25,-0.5505393094447041,-1.2048189370102025,0.5943385697351852,0.039639681837888685
63246,bernoulli,32,early,3,1.0,-0.5894144771766598,0.3027246677425578,0.5787721283653732,0.03353132272468845
63247,clustered,32,early,3,0.5,0.2587605859318072,0.3027246677425578,0.6356956370556083,0.04506114612279477
63248,periodic,64,early,3,0.0,-1.9118688838335307,0.3027246677425578,0.6319225334640739,0.05842964854714405
63249,jittered,64,early,3,0.75,-1.2473192910402477,-0.45104713463382234,0.6358833976194347,0.05535032874191925
63250,bernoulli,64,early,3,0.25,-1.7599776220846965,0.3027246677425578,0.6686911104203299,0.05420223737598007
63251,clustered,64,early,3,1.0,1.4924978594777658,-1.2048189370102025,0.7778298351789109,0.06550692494980265
