seed,stage,episode,world,model,arm,guide_regime,contact_mode,packets,interventions,contact,pseudo_observations,selected_channels,packet_signature,contact_signature,replay_exact
17014,43B,38,factorized,factorized,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,29;3;78;174;44;127;211;63,true
17014,43B,38,factorized,factorized,scaffolded,noisy,present,2,2,1,0,1;2,-1.3928595590666109;-0.32447771121344543;-0.25566960310308456;1.5278629772279326,29;3;78;174;44;127;211;63,true
17014,43B,38,factorized,factorized,conclusion,noisy,present,0,2,1,2,,,29;3;78;174;44;127;211;63,true
17014,43B,38,factorized,factorized,conclusion_info_matched,noisy,present,0,2,1,2,,,29;3;78;174;44;127;211;63,true
17014,43B,38,factorized,factorized,scaffolded,systematically_wrong,present,2,2,1,0,3;1,2.9271487833563956;-1.3928595590666109;-2.4064783546892805;-0.25566960310308456,29;3;78;174;44;127;211;63,true
17014,43B,38,factorized,factorized,conclusion,systematically_wrong,present,0,2,1,2,,,29;3;78;174;44;127;211;63,true
17014,43B,38,factorized,factorized,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,29;3;78;174;44;127;211;63,true
17014,43B,38,factorized,factorized,scaffolded,context_switch,present,2,2,1,0,1;2,-1.3928595590666109;-0.32447771121344543;-0.25566960310308456;1.5278629772279326,29;3;78;174;44;127;211;63,true
17014,43B,38,factorized,factorized,conclusion,context_switch,present,0,2,1,2,,,29;3;78;174;44;127;211;63,true
17014,43B,38,factorized,factorized,conclusion_info_matched,context_switch,present,0,2,1,2,,,29;3;78;174;44;127;211;63,true
17014,stress,38,joint,learned_joint,scaffolded,accurate_stable,absent,2,2,1,0,1;2,0.4071404409333892;-2.124477711213445;1.5443303968969155;-0.2721370227720673,242;223;58;206;213;59;245;191,true
17014,stress,38,joint,learned_joint,no_guidance,accurate_stable,absent,0,0,1,0,,,242;223;58;206;213;59;245;191,true
17014,stress,38,joint,learned_joint,scaffolded,accurate_stable,misattuned,2,2,1,0,1;2,0.4071404409333892;-2.124477711213445;1.5443303968969155;-0.2721370227720673,134;172;32;138;228;84;236;191,true
17014,stress,38,joint,learned_joint,no_guidance,accurate_stable,misattuned,0,0,1,0,,,134;172;32;138;228;84;236;191,true
17014,43C,38,joint,guided_policy_learner,guided_training,accurate_stable,present,2,2,1,0,1;2,0.4071404409333892;-2.124477711213445;1.5443303968969155;-0.2721370227720673,29;3;78;174;44;127;211;63,true
17014,43C,38,joint,random_policy_learner,random_training,none,present,2,2,1,0,2;3,-2.124477711213445;2.9271487833563956;-0.2721370227720673;-2.4064783546892805,29;3;78;174;44;127;211;63,true
17014,43A,39,joint,learned_joint,autonomous,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43A,39,joint,learned_joint,random,none,present,2,2,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43A,39,joint,factorized_replay,replay,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43A,39,joint,shuffled_replay,replay,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43A,39,joint,learned_joint,precision_blind,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43A,39,factorized,factorized,autonomous,none,present,2,0,1,0,1;2,1.0694669142625308;2.42540088307387;0.7664904524438318;0.970208937806417,138;6;38;121;217;205;231;63,true
17014,43A,39,factorized,factorized,random,none,present,2,2,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43A,39,configuration_violating,learned_joint,autonomous,none,present,2,0,1,0,1;2,1.0694669142625308;2.42540088307387;0.7664904524438318;0.970208937806417,84;23;35;150;35;217;217;63,true
17014,43A,39,configuration_violating,factorized_replay,replay,none,present,2,0,1,0,1;2,1.0694669142625308;2.42540088307387;0.7664904524438318;0.970208937806417,84;23;35;150;35;217;217;63,true
17014,stress,39,coordinated_precision,adaptive_global,autonomous,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,stress,39,coordinated_precision,rigid_global,autonomous,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,stress,39,coordinated_precision,independent_local,autonomous,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,stress,39,local_deviation,adaptive_global,autonomous,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,stress,39,local_deviation,rigid_global,autonomous,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,stress,39,local_deviation,independent_local,autonomous,none,present,2,0,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,no_guidance,none,present,0,0,1,0,,,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,random_guidance,none,present,2,2,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,scaffolded,accurate_stable,present,2,2,1,0,2;1,2.42540088307387;1.0694669142625308;0.970208937806417;0.7664904524438318,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,conclusion,accurate_stable,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,scaffolded,noisy,present,2,2,1,0,2;1,2.42540088307387;1.0694669142625308;0.970208937806417;0.7664904524438318,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,conclusion,noisy,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,conclusion_info_matched,noisy,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,scaffolded,systematically_wrong,present,2,2,1,0,3;1,-0.6760391542477457;1.0694669142625308;-3.2231550056083753;0.7664904524438318,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,conclusion,systematically_wrong,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,scaffolded,context_switch,present,2,2,1,0,2;1,2.42540088307387;1.0694669142625308;0.970208937806417;0.7664904524438318,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,conclusion,context_switch,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,joint,joint,conclusion_info_matched,context_switch,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,no_guidance,none,present,0,0,1,0,,,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,random_guidance,none,present,2,2,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,scaffolded,accurate_stable,present,2,2,1,0,1;2,1.0694669142625308;2.42540088307387;0.7664904524438318;0.970208937806417,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,conclusion,accurate_stable,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,scaffolded,noisy,present,2,2,1,0,1;2,1.0694669142625308;2.42540088307387;0.7664904524438318;0.970208937806417,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,conclusion,noisy,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,conclusion_info_matched,noisy,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,scaffolded,systematically_wrong,present,2,2,1,0,3;1,-0.6760391542477457;1.0694669142625308;-3.2231550056083753;0.7664904524438318,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,conclusion,systematically_wrong,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,scaffolded,context_switch,present,2,2,1,0,1;2,1.0694669142625308;2.42540088307387;0.7664904524438318;0.970208937806417,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,conclusion,context_switch,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,43B,39,factorized,factorized,conclusion_info_matched,context_switch,present,0,2,1,2,,,138;6;38;121;217;205;231;63,true
17014,stress,39,joint,learned_joint,scaffolded,accurate_stable,absent,2,2,1,0,1;2,1.0694669142625308;2.42540088307387;0.7664904524438318;0.970208937806417,222;249;100;126;60;3;216;191,true
17014,stress,39,joint,learned_joint,no_guidance,accurate_stable,absent,0,0,1,0,,,222;249;100;126;60;3;216;191,true
17014,stress,39,joint,learned_joint,scaffolded,accurate_stable,misattuned,2,2,1,0,1;2,1.0694669142625308;2.42540088307387;0.7664904524438318;0.970208937806417,16;79;67;208;66;141;220;191,true
17014,stress,39,joint,learned_joint,no_guidance,accurate_stable,misattuned,0,0,1,0,,,16;79;67;208;66;141;220;191,true
17014,43C,39,joint,guided_policy_learner,guided_training,accurate_stable,present,2,2,1,0,2;1,2.42540088307387;1.0694669142625308;0.970208937806417;0.7664904524438318,138;6;38;121;217;205;231;63,true
17014,43C,39,joint,random_policy_learner,random_training,none,present,2,2,1,0,2;4,2.42540088307387;1.1940791819635304;0.970208937806417;3.6037368787662496,138;6;38;121;217;205;231;63,true
17014,43A,40,joint,learned_joint,autonomous,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43A,40,joint,learned_joint,random,none,present,2,2,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43A,40,joint,factorized_replay,replay,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43A,40,joint,shuffled_replay,replay,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43A,40,joint,learned_joint,precision_blind,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43A,40,factorized,factorized,autonomous,none,present,2,0,1,0,1;4,-0.8111433295835111;-0.2760515364932455;-0.4151054898795693;1.2160855307293688,94;199;79;255;171;46;212;63,true
17014,43A,40,factorized,factorized,random,none,present,2,2,1,0,1;2,-0.8111433295835111;1.1583798797694016;-0.4151054898795693;0.2195473708238066,94;199;79;255;171;46;212;63,true
17014,43A,40,configuration_violating,learned_joint,autonomous,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,80;230;146;205;53;62;153;191,true
17014,43A,40,configuration_violating,factorized_replay,replay,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,80;230;146;205;53;62;153;191,true
17014,stress,40,coordinated_precision,adaptive_global,autonomous,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,stress,40,coordinated_precision,rigid_global,autonomous,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,stress,40,coordinated_precision,independent_local,autonomous,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,stress,40,local_deviation,adaptive_global,autonomous,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,stress,40,local_deviation,rigid_global,autonomous,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,stress,40,local_deviation,independent_local,autonomous,none,present,2,0,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,no_guidance,none,present,0,0,1,0,,,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,random_guidance,none,present,2,2,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,scaffolded,accurate_stable,present,2,2,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,conclusion,accurate_stable,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,scaffolded,noisy,present,2,2,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,conclusion,noisy,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,conclusion_info_matched,noisy,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,scaffolded,systematically_wrong,present,2,2,1,0,3;1,1.0227078153467424;0.988856670416489;-0.37343372058332974;1.3848945101204306,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,conclusion,systematically_wrong,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,scaffolded,context_switch,present,2,2,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,conclusion,context_switch,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,joint,joint,conclusion_info_matched,context_switch,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,no_guidance,none,present,0,0,1,0,,,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,random_guidance,none,present,2,2,1,0,1;2,-0.8111433295835111;1.1583798797694016;-0.4151054898795693;0.2195473708238066,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,scaffolded,accurate_stable,present,2,2,1,0,1;2,-0.8111433295835111;1.1583798797694016;-0.4151054898795693;0.2195473708238066,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,conclusion,accurate_stable,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,scaffolded,noisy,present,2,2,1,0,1;2,-0.8111433295835111;1.1583798797694016;-0.4151054898795693;0.2195473708238066,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,conclusion,noisy,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,conclusion_info_matched,noisy,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,scaffolded,systematically_wrong,present,2,2,1,0,3;1,1.0227078153467424;-0.8111433295835111;-0.37343372058332974;-0.4151054898795693,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,conclusion,systematically_wrong,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,scaffolded,context_switch,present,2,2,1,0,1;2,-0.8111433295835111;1.1583798797694016;-0.4151054898795693;0.2195473708238066,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,conclusion,context_switch,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,43B,40,factorized,factorized,conclusion_info_matched,context_switch,present,0,2,1,2,,,94;199;79;255;171;46;212;63,true
17014,stress,40,joint,learned_joint,scaffolded,accurate_stable,absent,2,2,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,198;160;254;74;183;160;244;191,true
17014,stress,40,joint,learned_joint,no_guidance,accurate_stable,absent,0,0,1,0,,,198;160;254;74;183;160;244;191,true
17014,stress,40,joint,learned_joint,scaffolded,accurate_stable,misattuned,2,2,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,101;202;159;225;36;253;235;191,true
17014,stress,40,joint,learned_joint,no_guidance,accurate_stable,misattuned,0,0,1,0,,,101;202;159;225;36;253;235;191,true
17014,43C,40,joint,guided_policy_learner,guided_training,accurate_stable,present,2,2,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43C,40,joint,random_policy_learner,random_training,none,present,2,2,1,0,1;2,0.988856670416489;-0.6416201202305984;1.3848945101204306;-1.5804526291761933,94;199;79;255;171;46;212;63,true
17014,43A,41,joint,learned_joint,autonomous,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43A,41,joint,learned_joint,random,none,present,2,2,1,0,4;3,-3.459787659094227;2.315010931616754;-1.6260778139278607;2.4820401429750314,10;250;237;95;215;241;191;63,true
17014,43A,41,joint,factorized_replay,replay,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43A,41,joint,shuffled_replay,replay,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43A,41,joint,learned_joint,precision_blind,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43A,41,factorized,factorized,autonomous,none,present,2,0,1,0,1;4,0.3256837527567482;-3.459787659094227;1.084525221216694;-1.6260778139278607,10;250;237;95;215;241;191;63,true
17014,43A,41,factorized,factorized,random,none,present,2,2,1,0,4;3,-3.459787659094227;2.315010931616754;-1.6260778139278607;2.4820401429750314,10;250;237;95;215;241;191;63,true
17014,43A,41,configuration_violating,learned_joint,autonomous,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,70;116;36;52;5;191;221;63,true
17014,43A,41,configuration_violating,factorized_replay,replay,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,70;116;36;52;5;191;221;63,true
17014,stress,41,coordinated_precision,adaptive_global,autonomous,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,stress,41,coordinated_precision,rigid_global,autonomous,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,stress,41,coordinated_precision,independent_local,autonomous,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,stress,41,local_deviation,adaptive_global,autonomous,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,stress,41,local_deviation,rigid_global,autonomous,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,stress,41,local_deviation,independent_local,autonomous,none,present,2,0,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,no_guidance,none,present,0,0,1,0,,,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,random_guidance,none,present,2,2,1,0,4;3,-3.459787659094227;2.315010931616754;-1.6260778139278607;2.4820401429750314,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,scaffolded,accurate_stable,present,2,2,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,conclusion,accurate_stable,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,scaffolded,noisy,present,2,2,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,conclusion,noisy,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,conclusion_info_matched,noisy,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,scaffolded,systematically_wrong,present,2,2,1,0,3;2,2.315010931616754;1.2565442061713126;2.4820401429750314;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,conclusion,systematically_wrong,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,scaffolded,context_switch,present,2,2,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,conclusion,context_switch,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,joint,joint,conclusion_info_matched,context_switch,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,no_guidance,none,present,0,0,1,0,,,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,random_guidance,none,present,2,2,1,0,4;3,-3.459787659094227;2.315010931616754;-1.6260778139278607;2.4820401429750314,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,scaffolded,accurate_stable,present,2,2,1,0,1;2,0.3256837527567482;1.2565442061713126;1.084525221216694;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,conclusion,accurate_stable,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,conclusion_info_matched,accurate_stable,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,scaffolded,noisy,present,2,2,1,0,1;2,0.3256837527567482;1.2565442061713126;1.084525221216694;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,conclusion,noisy,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,conclusion_info_matched,noisy,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,scaffolded,systematically_wrong,present,2,2,1,0,3;1,2.315010931616754;0.3256837527567482;2.4820401429750314;1.084525221216694,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,conclusion,systematically_wrong,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,conclusion_info_matched,systematically_wrong,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,scaffolded,context_switch,present,2,2,1,0,1;2,0.3256837527567482;1.2565442061713126;1.084525221216694;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,conclusion,context_switch,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,43B,41,factorized,factorized,conclusion_info_matched,context_switch,present,0,2,1,2,,,10;250;237;95;215;241;191;63,true
17014,stress,41,joint,learned_joint,scaffolded,accurate_stable,absent,2,2,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,11;218;184;141;82;89;232;191,true
17014,stress,41,joint,learned_joint,no_guidance,accurate_stable,absent,0,0,1,0,,,11;218;184;141;82;89;232;191,true
17014,stress,41,joint,learned_joint,scaffolded,accurate_stable,misattuned,2,2,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,105;247;164;250;31;11;241;191,true
17014,stress,41,joint,learned_joint,no_guidance,accurate_stable,misattuned,0,0,1,0,,,105;247;164;250;31;11;241;191,true
17014,43C,41,joint,guided_policy_learner,guided_training,accurate_stable,present,2,2,1,0,1;2,-1.474316247243252;1.2565442061713126;-0.7154747787833059;2.308011579874555,10;250;237;95;215;241;191;63,true
17014,43C,41,joint,random_policy_learner,random_training,none,present,2,2,1,0,4;3,-3.459787659094227;2.315010931616754;-1.6260778139278607;2.4820401429750314,10;250;237;95;215;241;191;63,true
17014,43A,42,joint,learned_joint,autonomous,none,present,2,0,1,0,2;4,0.7738372522907258;0.9155535036047653;0.4910327998095315;3.544479323253899,58;34;199;177;65;108;232;63,true
17014,43A,42,joint,learned_joint,random,none,present,2,2,1,0,3;2,-0.7185984881752319;0.7738372522907258;-2.1135601861742264;0.4910327998095315,58;34;199;177;65;108;232;63,true
17014,43A,42,joint,factorized_replay,replay,none,present,2,0,1,0,2;4,0.7738372522907258;0.9155535036047653;0.4910327998095315;3.544479323253899,58;34;199;177;65;108;232;63,true
17014,43A,42,joint,shuffled_replay,replay,none,present,2,0,1,0,2;4,0.7738372522907258;0.9155535036047653;0.4910327998095315;3.544479323253899,58;34;199;177;65;108;232;63,true
17014,43A,42,joint,learned_joint,precision_blind,none,present,2,0,1,0,2;4,0.7738372522907258;0.9155535036047653;0.4910327998095315;3.544479323253899,58;34;199;177;65;108;232;63,true
17014,43A,42,factorized,factorized,autonomous,none,present,2,0,1,0,1;2,0.3670573961009106;0.7738372522907258;0.9383755527866885;0.4910327998095315,58;34;199;177;65;108;232;63,true
17014,43A,42,factorized,factorized,random,none,present,2,2,1,0,3;2,-0.7185984881752319;0.7738372522907258;-2.1135601861742264;0.4910327998095315,58;34;199;177;65;108;232;63,true
17014,43A,42,configuration_violating,learned_joint,autonomous,none,present,2,0,1,0,1;2,0.3670573961009106;0.7738372522907258;0.9383755527866885;0.4910327998095315,180;78;101;7;244;21;219;63,true
17014,43A,42,configuration_violating,factorized_replay,replay,none,present,2,0,1,0,1;2,0.3670573961009106;0.7738372522907258;0.9383755527866885;0.4910327998095315,180;78;101;7;244;21;219;63,true
17014,stress,42,coordinated_precision,adaptive_global,autonomous,none,present,2,0,1,0,2;4,0.7738372522907258;0.9155535036047653;0.4910327998095315;3.544479323253899,58;34;199;177;65;108;232;63,true
