seed,truth,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error
787081,global_downweight,False,False,0.011392405063291136,0.9886075949367089,2.2122749814681096e-12,0.9999999999977877,5208976133.858703,22.3736491539863,0.0
787082,global_downweight,False,False,0.011392405063291136,0.9886075949367089,2.395608909783633e-09,0.9999999976043911,4810337.574449975,15.386277821417648,0.0
787083,global_downweight,False,False,0.011392405063291136,0.9886075949367089,5.53839691035251e-19,1.0,2.080690092558239e+16,37.5740611018611,0.0
787084,global_downweight,False,False,0.011392405063291136,0.9886075949367089,1.0146206300375292e-11,0.9999999999898537,1135763184.657737,20.85057067130395,0.0
787085,global_downweight,False,False,0.011392405063291136,0.9886075949367089,0.0005263473061631446,0.9994736526938369,21.882171682552194,3.085672226858396,0.0
787086,global_downweight,False,False,0.011392405063291136,0.9886075949367089,2.757202262617156e-25,1.0,4.1794857549142166e+22,52.08706025969732,0.0
787087,global_downweight,False,False,0.011392405063291136,0.9886075949367089,5.998781509014575e-18,1.0,1921004717826207.8,35.19162473461611,0.0
787088,global_downweight,False,False,0.011392405063291136,0.9886075949367089,1.2212740074137052e-16,0.9999999999999998,94357920581879.66,32.178116333153135,0.0
787089,global_downweight,False,False,0.011392405063291136,0.9886075949367089,3.3658307153777007e-09,0.9999999966341693,3423727.6071520043,15.046240459093204,0.0
787090,global_downweight,False,False,0.011392405063291136,0.9886075949367089,0.00019110448502944222,0.9998088955149707,60.28893225540961,4.099148542200345,0.0
787091,global_downweight,False,False,0.011392405063291136,0.9886075949367089,5.530210082933615e-11,0.9999999999446979,208377031.00919655,19.154859645882496,0.0
787092,global_downweight,False,False,0.011392405063291136,0.9886075949367089,8.025869615502323e-12,0.9999999999919741,1435817940.2359886,21.085000516969387,0.0
787093,global_downweight,False,False,0.011392405063291136,0.9886075949367089,9.831598485722082e-06,0.9999901684015143,1172.0956974078363,7.066548619881885,0.0
787094,global_downweight,False,False,0.011392405063291136,0.9886075949367089,1.3960711879127653e-19,1.0,8.25436960507322e+16,38.95210419713653,0.0
787095,global_downweight,False,False,0.011392405063291136,0.9886075949367089,6.811391306207728e-15,0.9999999999999932,1691825805033.8687,28.156829419705005,0.0
787096,global_downweight,False,False,0.011392405063291136,0.9886075949367089,2.2396417479670322e-13,0.9999999999997761,51453262962.62924,24.66393971728604,0.0
787097,global_downweight,False,False,0.011392405063291136,0.9886075949367089,6.896773898100056e-12,0.9999999999931032,1670880871.2897906,21.23661679215101,0.0
787098,global_downweight,False,False,0.011392405063291136,0.9886075949367089,2.722366473092414e-08,0.9999999727763352,423296.6935277639,12.955828615299117,0.0
787099,global_downweight,False,False,0.011392405063291136,0.9886075949367089,5.262153966584257e-12,0.9999999999947379,2189918359.1249304,21.507130101141556,0.0
787100,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,2.201811102935318e-23,1.0,5.2337312518149217e+20,47.70682631605517,0.0
787101,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,4.1207076705831607e-20,1.0,2.796531203193739e+17,40.17232637406123,0.0
787102,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,4.732876514301019e-14,0.9999999999999526,243481686986.8611,26.21830756919468,0.0
787103,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,0.00015824896043668528,0.9998417510395633,72.80846544995488,4.287832232095447,0.0
787104,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,2.4904680788141415e-07,0.9999997509531922,46271.160060702714,10.74227415313858,0.0
787105,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,4.067269654201668e-14,0.9999999999999593,283327356181.5756,26.36986880171041,0.0
787106,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,1.2943661402005512e-14,0.999999999999987,890295815235.0867,27.514819621116345,0.0
787107,cue_local_relearning,False,False,0.011392405063291136,0.9886075949367089,2.265784906177351e-15,0.9999999999999977,5085958313433.848,29.25750458655864,0.0
