seed,truth,regret,truth_weight,off_truth_weight,entropy,largest_absorber,largest_absorber_weight,weight_global_downweight,weight_cue_local_relearning,weight_context_split,weight_continuous_drift,weight_change_point,gap_truth_minus_global_downweight,gap_truth_minus_cue_local_relearning,gap_truth_minus_context_split,gap_truth_minus_continuous_drift,gap_truth_minus_change_point
788115,continuous_drift,0.013141096295653742,0.8473878709118967,0.1526121290881033,0.6008269548381273,global_downweight,0.08465113832015722,0.08465113832015722,0.015837989984063886,0.015645360690616606,0.8473878709118967,0.036477640093265595,0.07302236785190264,0.16246462651144178,0.31332964831173626,0.0,0.8920987638268469
788116,continuous_drift,-1.7242590598431917e-05,0.9972295051739777,0.0027704948260223183,0.021667605483621753,cue_local_relearning,0.0012887661700938914,3.010800782689978e-05,0.0012887661700938914,0.001280978649953979,0.9972295051739777,0.00017064199814769885,0.245456559816847,0.09160658446042369,-0.03145318234959582,0.0,-0.16473573249476114
788117,continuous_drift,0.13475528241206836,0.16416305434329062,0.8358369456567094,0.9589017348674471,cue_local_relearning,0.6531465263585343,0.16273563690237727,0.6531465263585343,0.004370809336546374,0.16416305434329062,0.015583973059251303,0.3714938995210959,0.1768816972115692,0.2121780805864324,0.0,0.07863845139959924
788118,continuous_drift,-0.0485475476706374,0.2753486422857617,0.7246513577142383,1.0786568857355643,cue_local_relearning,0.43423030457813927,0.2901611843161396,0.43423030457813927,0.00019895587573968057,0.2753486422857617,6.0912944219840704e-05,-0.02542225639515916,-0.08300486551374053,0.1295878826213448,0.0,0.12234982707365205
788119,continuous_drift,-0.03364344443849232,0.6143495467042546,0.38565045329574543,0.9910403366528522,cue_local_relearning,0.26299669499596406,0.05044145886198945,0.26299669499596406,0.07221034371096303,0.6143495467042546,1.955726828857562e-06,-0.14899631498507393,-0.07287639681875735,0.029068856345617178,0.0,0.21136208975246795
788120,change_point,0.024322299266189562,0.712799007662524,0.287200992337476,0.9736947257457274,context_split,0.11823711151158885,0.0777857778897278,0.04919967271690334,0.11823711151158885,0.04197843021925598,0.712799007662524,0.230842658158239,0.32578768963785176,0.03064132393585517,0.3837954850471448,0.0
788121,change_point,0.010538051885227384,0.8707709982376289,0.12922900176237107,0.3986607485251812,context_split,0.12698038483436072,0.0007745400115717706,0.000517948445244393,0.12698038483436072,0.0009561284711942575,0.8707709982376289,0.5583104965542995,0.40329709765830835,0.12102610319590124,0.2508281451840819,0.0
788122,change_point,0.022067952325327767,0.7635767259723603,0.23642327402763974,0.8527082470538196,context_split,0.09675866202154972,0.053713035626340534,0.05984791948580778,0.09675866202154972,0.02610365689394159,0.7635767259723603,0.3630233761311148,0.21305435843983211,0.07942711127183877,0.12630780347477533,0.0
788123,change_point,0.06664777152227064,0.23295878417142313,0.7670412158285769,1.067721878073104,context_split,0.6221747127211383,0.039487559559501284,0.03707380152647283,0.6221747127211383,0.06830514202146437,0.23295878417142313,0.5986191380884938,0.4124565558896167,0.0724291285703913,0.3704246449349977,0.0
788124,change_point,0.009954081950976024,0.8487263572544272,0.15127364274557276,0.471091514684864,context_split,0.13971641867541232,0.00010624622161920085,0.0016653939515250307,0.13971641867541232,0.00978558389701621,0.8487263572544272,0.7585574195045348,0.4886524986064442,0.08255704951975673,0.16978802393129122,0.0
788125,change_point,0.0558578618542489,0.5339120446755131,0.4660879553244869,1.302413921662344,context_split,0.16931010432910007,0.09431170190748733,0.14517800492297317,0.16931010432910007,0.057288144164926336,0.5339120446755131,0.3918055388749728,0.20366299794250242,0.11134545574238786,0.34331161893870554,0.0
788126,change_point,0.03587617617541694,0.6491209746996716,0.35087902530032844,1.0945140323359999,context_split,0.14225336590390159,0.04244297563464585,0.11291051162543968,0.14225336590390159,0.0532721721363413,0.6491209746996716,0.35906924221732694,0.25610920892963485,0.07158658683280894,0.31754454371286034,0.0
