group,seed,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error,transition_00,transition_01,transition_10,transition_11,transition_mean_00,transition_mean_11,occupancy_then,occupancy_now,occupancy_min_fraction,cue_marker_outcome_contrast,cue_first_second_contrast,marker_aligned_log_signal,marker_switch_rate
neutral,788564,True,True,0.07258064516129031,0.9274193548387097,1.972400227934567e-08,0.9999999802759977,3967798.5691348296,15.193721982271466,0.0,7.404735018635561,3.894809737558208,4.01525080809533,7.685204435710912,0.7232424540039037,0.7228053171920341,12.288088341717973,11.711911658282038,0.4879963190950847,-0.027777777777777773,-0.5,-0.502628856561812,0.5217391304347826
neutral,788565,True,True,0.07258064516129031,0.9274193548387097,1.8301786185756683e-08,0.9999999816982139,4276132.795924035,15.268559606754298,0.0,6.924434002865014,4.025700801122372,4.8809204955901935,7.1689447004224185,0.7123789007803656,0.6879382057703235,11.834904887205253,12.165095112794743,0.49312103696688564,-0.2111111111111111,0.25,-0.8836655045580786,0.5652173913043478
neutral,788566,True,True,0.07258064516129031,0.9274193548387097,0.01139107945024658,0.9886089205497535,6.792103779109347,1.915760728502053,0.0,2.4646287970241856,2.2812256490086056,2.246167808489823,16.007977745477376,0.7096658138952117,0.849715228500562,4.758971817296153,19.241028182703836,0.1982904923873398,-0.09206349206349211,0.08333333333333333,4.702750514326954,0.34782608695652173
neutral,788567,False,False,0.07258064516129031,0.9274193548387097,1.1227989395288219e-06,0.9999988772010604,69701.51016248539,11.151977263120575,0.0,9.329391662466026,3.2295409164392095,2.911688995272503,7.529378425822264,0.7681831399536461,0.7597146521710634,12.585762248393449,11.414237751606553,0.47559323965027306,-0.25,0.3333333333333333,-8.20866323420672,0.6956521739130435
neutral,788568,True,True,0.07258064516129031,0.9274193548387097,0.0018165005304458836,0.9981834994695541,43.00505689088003,3.761317710892465,0.0,13.97145033503306,3.9212234394284073,3.3148475150232195,1.792478710515315,0.7877140252918355,0.6481940327707619,17.981836905033827,6.018163094966175,0.2507567956235906,0.055555555555555546,-0.08333333333333333,2.4485390056171252,0.7391304347826086
neutral,788569,False,True,0.07258064516129031,0.9274193548387097,0.07721461546688331,0.9227853845331166,0.9352890793920857,-0.06689962165803243,0.0,19.201297072956628,1.2054490613578939,1.2083482348073682,1.3849056308780534,0.8945809904421016,0.7452327834389492,21.40359823810191,2.596401761898032,0.10818340674575158,0.30357142857142855,0.08333333333333333,11.706957608268159,0.43478260869565216
neutral,788570,True,True,0.07258064516129031,0.9274193548387097,2.89520702957865e-06,0.9999971047929705,27031.104229940767,10.20474349045016,0.0,10.628402961953343,4.232703531418763,4.114490733205235,4.024402773422658,0.749299029265637,0.6629071816882864,15.451195143456589,8.54880485654341,0.3562002023559754,0.1111111111111111,0.16666666666666666,7.454719949364,0.5217391304347826
neutral,788571,False,True,0.07258064516129031,0.9274193548387097,0.8075859657598952,0.19241403424010484,0.018646299310083825,-3.982107580995571,0.0,0.008192313641867663,0.20607743119027158,0.21389227886670914,22.57183797630115,0.7840200536796645,0.9324739067381991,0.22830031372618653,23.771699686273813,0.009512513071924439,-0.08333333333333333,0.0,14.96642683010161,0.43478260869565216
neutral,788572,False,False,0.07258064516129031,0.9274193548387097,0.13201393963584707,0.8679860603641529,0.5145619018867634,-0.6644394162965455,0.0,20.100350883646144,0.7176221206691693,1.4251496390515805,0.7568773566331088,0.9118169738065306,0.7188358193373819,21.755706226245017,2.244293773754983,0.0935122405731243,-0.5,-0.25,-5.2574953720277815,0.5652173913043478
neutral,788573,True,True,0.07258064516129031,0.9274193548387097,1.0043105287890294e-05,0.999989956894712,7792.41891224902,8.960906605716195,0.0,2.4037355489877306,4.556056102580591,3.8509290009587676,12.18927934747291,0.6134353394621841,0.7753117439511136,6.965074239842919,17.03492576015708,0.2902114266601216,0.2722222222222222,-0.25,7.2603924524567045,0.6521739130434783
neutral,788574,False,False,0.07258064516129031,0.9274193548387097,0.008785023185599906,0.9912149768144001,8.83018113585826,2.178175528092698,0.0,14.07938926078183,4.111869001814426,3.5843422474838778,1.2243994899198754,0.783199850645774,0.6229023136125732,18.65342728598026,5.34657271401975,0.22277386308415614,0.09365079365079367,0.0,1.7152150079771422,0.6086956521739131
