seed,truth,regret,truth_weight,off_truth_weight,entropy
787051,global_downweight,0.0048832426012743,0.821297832258371,0.17870216774162895,0.5120055697066699
787052,global_downweight,-0.0018962198512196455,0.9248482254685295,0.07515177453147048,0.3174987161047905
787053,global_downweight,0.02703979709105282,0.4365898174020839,0.5634101825979161,0.8159145789233029
787054,global_downweight,0.001138764136410823,0.8989100136137571,0.10108998638624289,0.3822609403719022
787055,global_downweight,0.0025514047273116347,0.7905437626761906,0.20945623732380936,0.5759951007512379
787056,global_downweight,0.012382975125647802,0.6408944106361103,0.3591055893638897,0.8348797729911275
787057,global_downweight,0.001053895507264535,0.6966649146956405,0.3033350853043595,0.7020727953095632
787058,global_downweight,0.0044079518219162965,0.8327222732542735,0.1672777267457265,0.5273364232994916
787059,global_downweight,0.0465548957218204,0.07996155252955736,0.9200384474704426,0.2817081768033245
787060,global_downweight,-0.0164059774444425,0.4021078925914427,0.5978921074085572,0.8634307383888351
787061,global_downweight,-0.0008399645245823114,0.822413972910774,0.177586027089226,0.5729586375556833
787062,global_downweight,0.01637877515052762,0.5508547828321686,0.4491452171678314,0.7809079030008584
787063,global_downweight,0.00237236554963106,0.9253755270976591,0.07462447290234087,0.30585377560613103
787064,global_downweight,0.026507853412663113,0.3628044638965326,0.6371955361034674,1.111144757376603
787065,global_downweight,0.0009102165658703143,0.9458423105434673,0.054157689456532654,0.23023796988378956
787066,global_downweight,0.010617604990798668,0.5365049660607834,0.46349503393921665,1.0275771190298786
787067,global_downweight,0.0009102090084909994,0.9438796875227939,0.05612031247720606,0.2550451146746656
787068,global_downweight,0.014378933100215244,0.5675262099451952,0.4324737900548048,0.8335224087145136
787069,global_downweight,0.010021150265664858,0.465364223475891,0.534635776524109,0.8817300894149418
787070,global_downweight,0.025172138636232688,0.31292140666542523,0.6870785933345748,0.810518654868309
787071,global_downweight,0.004496772584773545,0.7895708957980341,0.21042910420196592,0.6508896360484352
787072,global_downweight,0.033106639322311615,0.2836939970335841,0.7163060029664159,0.6388898429912666
