stage,seed,condition,model,generating_carrier_id,selected_carrier_id,samples_to_formation,formed,formation_rmse,interference_shared_carrier,interference_baseline_rmse,interference_after_rmse,interference_degradation,cluster_margin,estimate_affect,estimate_self_world_coupling,estimate_policy,estimate_policy_outcome_coupling,carrier_residue_norm,coupling_residue_norm,carrier_ablation_loss,coupling_ablation_loss,carrier_residue_present,coupling_residue_present
confirmation,18201,arbitrary,recruitment,0,3,12,true,0.2532468953655669,true,0.2532468953655669,0.4758621584186292,0.22261526305306234,0.8476257577461312,0.256878136195386,-0.3851989971257375,-0.24283341386794902,-0.3563808456192326,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18201,arbitrary,hybrid,0,3,12,true,0.2532468953655669,true,0.2532468953655669,0.4758621584186292,0.22261526305306234,0.8476257577461312,0.256878136195386,-0.3851989971257375,-0.24283341386794902,-0.3563808456192326,0.7106335201775948,0.5255258772824359,0.7106335201775948,0.5255258772824359,true,true
confirmation,18201,shuffled,assembly,1,2,21,true,0.23561307133601564,true,0.23561307133601564,0.23561307133601564,0.0,1.4562839425571517,-0.7640694417395383,-0.2400403797372861,-0.8000807702162437,0.36066461732553834,0.0,0.4343258416008975,0.0,0.4343258416008975,false,true
confirmation,18201,shuffled,recruitment,1,2,13,true,0.24826328078383594,true,0.24826328078383594,0.36402070312763585,0.1157574223437999,1.520606313892838,-0.722484306685085,-0.28094922590297966,-0.9630366474179252,0.29938111504368337,1.0124228365658292,0.0,1.0124228365658292,0.0,true,false
confirmation,18201,shuffled,hybrid,1,2,13,true,0.24826328078383594,true,0.24826328078383594,0.36402070312763585,0.1157574223437999,1.520606313892838,-0.722484306685085,-0.28094922590297966,-0.9630366474179252,0.29938111504368337,1.0124228365658292,0.39600297322434763,1.0124228365658292,0.39600297322434763,true,true
confirmation,18202,prepared,assembly,2,2,9,true,0.2697449085464721,true,0.2697449085464721,0.2697449085464721,0.0,1.1969895034814513,-0.36581714402000115,0.4312530638021125,0.6024770221525817,-0.039886246712812566,0.0,0.526567655646046,0.0,0.526567655646046,false,true
confirmation,18202,prepared,recruitment,2,2,5,true,0.26769995208541575,true,0.26769995208541575,0.2797803205728024,0.012080368487386639,1.4398483033619451,-0.3331999964334491,0.32701595016474144,0.83524069958117,-0.017976168204531073,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18202,prepared,hybrid,2,2,5,true,0.26769995208541575,true,0.26769995208541575,0.2797803205728024,0.012080368487386639,1.4398483033619451,-0.3331999964334491,0.32701595016474144,0.83524069958117,-0.017976168204531073,0.873212459828649,0.4801058036772773,0.873212459828649,0.4801058036772773,true,true
confirmation,18202,arbitrary,assembly,0,3,5,true,0.2178343043557238,false,0.2178343043557238,0.2178343043557238,0.0,0.39096661824609613,-0.08960676013185816,0.10089835894317106,-0.8006604671644704,-0.0986403117815356,0.0,0.2745418873572154,0.0,0.2745418873572154,false,true
confirmation,18202,arbitrary,recruitment,0,3,11,true,0.24731623302828543,true,0.24731623302828543,0.13265751684481855,-0.11465871618346687,0.6100397717751704,0.14012658232110906,0.31961395873237236,-1.0595741533362864,0.06714263954761056,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18202,arbitrary,hybrid,0,3,11,true,0.24731623302828543,true,0.24731623302828543,0.13265751684481855,-0.11465871618346687,0.6100397717751704,0.14012658232110906,0.31961395873237236,-1.0595741533362864,0.06714263954761056,0.7106335201775948,0.2503176031786376,0.7106335201775948,0.2503176031786376,true,true
confirmation,18202,shuffled,assembly,2,3,6,true,0.2584550389534584,false,0.2584550389534584,0.2584550389534584,0.0,0.40159116365628744,-0.17308122220697092,-0.22277468077481927,0.7340824515933364,-0.1271315903999393,0.0,0.31402627669216665,0.0,0.31402627669216665,false,true
confirmation,18202,shuffled,recruitment,2,3,9,true,0.24643034743872988,true,0.24643034743872988,0.2551447156297023,0.008714368190972432,0.39584647956259356,-0.10446222335167671,-0.1969958550614704,1.068813579340638,0.03802442466146999,0.97082439194738,0.0,0.97082439194738,0.0,true,false
confirmation,18202,shuffled,hybrid,2,3,9,true,0.24643034743872988,true,0.24643034743872988,0.2551447156297023,0.008714368190972432,0.39584647956259356,-0.10446222335167671,-0.1969958550614704,1.068813579340638,0.03802442466146999,0.97082439194738,0.2863180758075637,0.97082439194738,0.2863180758075637,true,true
confirmation,18203,prepared,assembly,3,3,9,true,0.24055190985529734,true,0.24055190985529734,0.24055190985529734,0.0,0.7063291537430667,0.4931759058774505,0.3468507889697726,0.0014279646539411231,0.23056872362209346,0.0,0.2143238655745775,0.0,0.2143238655745775,false,true
confirmation,18203,prepared,recruitment,3,3,4,true,0.10950493806741303,true,0.10950493806741303,0.15946269475032904,0.04995775668291601,1.303815603573192,0.6287829271969824,0.2757720251769202,-0.3005072124658555,0.21376400185719618,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18203,prepared,hybrid,3,3,4,true,0.10950493806741303,true,0.10950493806741303,0.15946269475032904,0.04995775668291601,1.303815603573192,0.6287829271969824,0.2757720251769202,-0.3005072124658555,0.21376400185719618,0.7106335201775948,0.19541293625917358,0.7106335201775948,0.19541293625917358,true,true
confirmation,18203,arbitrary,assembly,0,3,6,true,0.23287306264997434,false,0.23287306264997434,0.23287306264997434,0.0,0.8269167022073317,0.19722588283812867,0.2362165710976688,-0.8992810615498564,0.14705538451659803,0.0,0.3420263249368907,0.0,0.3420263249368907,false,true
confirmation,18203,arbitrary,recruitment,0,3,5,true,0.18340075152381302,true,0.18340075152381302,0.5133493599199501,0.3299486083961371,1.0396165714076147,0.47135191610690397,0.15016487201842674,-1.0820711261507605,0.18673835043904657,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18203,arbitrary,hybrid,0,3,5,true,0.18340075152381302,true,0.18340075152381302,0.5133493599199501,0.3299486083961371,1.0396165714076147,0.47135191610690397,0.15016487201842674,-1.0820711261507605,0.18673835043904657,0.7106335201775948,0.31184753156010625,0.7106335201775948,0.31184753156010625,true,true
confirmation,18203,shuffled,assembly,3,2,3,true,0.24701990550857406,false,0.24701990550857406,0.24701990550857406,0.0,0.41841452428041126,0.03420627084557556,0.004245486905612125,-0.428692837498517,-0.15091937900726918,0.0,0.016446754481645474,0.0,0.016446754481645474,false,false
confirmation,18203,shuffled,recruitment,3,2,8,true,0.22875911455930817,true,0.22875911455930817,0.24583961082064354,0.01708049626133537,0.640053697311788,0.08785860996760768,0.029303095038884293,-0.8514783678971595,-0.10509022362631358,1.0124228365658292,0.0,1.0124228365658292,0.0,true,false
confirmation,18203,shuffled,hybrid,3,2,8,true,0.22875911455930817,true,0.22875911455930817,0.24583961082064354,0.01708049626133537,0.640053697311788,0.08785860996760768,0.029303095038884293,-0.8514783678971595,-0.10509022362631358,1.0124228365658292,0.014995570262676755,1.0124228365658292,0.014995570262676755,true,false
confirmation,18204,prepared,assembly,4,4,21,true,0.24548165137990482,false,0.24548165137990482,0.24548165137990482,0.0,1.0634181463143062,0.9281552999682785,-0.5706537638860484,1.0373785165201668,0.38907430182126373,0.0,0.6231722951484835,0.0,0.6231722951484835,false,true
confirmation,18204,prepared,recruitment,4,4,14,true,0.2659663596248004,true,0.2659663596248004,0.2857053770166668,0.019739017391866398,1.3740153721125234,1.1054219876640596,-0.39381138158675694,1.0900972859000515,0.37693430658429217,1.6278820596099708,0.0,1.6278820596099708,0.0,true,false
confirmation,18204,prepared,hybrid,4,4,14,true,0.2659663596248004,true,0.2659663596248004,0.2857053770166668,0.019739017391866398,1.3740153721125234,1.1054219876640596,-0.39381138158675694,1.0900972859000515,0.37693430658429217,1.6278820596099708,0.5681865044000878,1.6278820596099708,0.5681865044000878,true,true
confirmation,18204,arbitrary,assembly,0,4,2,true,0.09735938369349802,true,0.09735938369349802,0.09735938369349802,0.0,0.005259384034285275,0.12660605161094823,-0.16527152979173299,0.19740003614396,-0.014912267714340842,0.0,0.041995527240755136,0.0,0.041995527240755136,false,false
confirmation,18204,arbitrary,recruitment,0,4,14,true,0.24975296744451536,true,0.24975296744451536,0.5035449080091478,0.2537919405646324,0.09450228419619167,0.519013393011745,-0.2376772660374093,0.6742363231644375,-0.10152210214225976,1.6278820596099708,0.0,1.6278820596099708,0.0,true,false
confirmation,18204,arbitrary,hybrid,0,4,14,true,0.24975296744451536,true,0.24975296744451536,0.5035449080091478,0.2537919405646324,0.09450228419619167,0.519013393011745,-0.2376772660374093,0.6742363231644375,-0.10152210214225976,1.6278820596099708,0.038290039543041436,1.6278820596099708,0.038290039543041436,true,false
confirmation,18204,shuffled,assembly,4,3,16,true,0.2612775340380869,true,0.2612775340380869,0.2612775340380869,0.0,1.1961165852569655,0.7272913221765833,-0.1882417545679376,0.8982381503081274,0.1116945343172744,0.0,0.10131938749400535,0.0,0.10131938749400535,false,false
confirmation,18204,shuffled,recruitment,4,3,5,true,0.21568824610424608,true,0.21568824610424608,0.2906599168077863,0.07497167070354022,1.1683908232933797,0.7868571199935109,-0.2109958559884637,0.9854564816644656,0.06852400296886442,0.97082439194738,0.0,0.97082439194738,0.0,true,false
confirmation,18204,shuffled,hybrid,4,3,5,true,0.21568824610424608,true,0.21568824610424608,0.2906599168077863,0.07497167070354022,1.1683908232933797,0.7868571199935109,-0.2109958559884637,0.9854564816644656,0.06852400296886442,0.97082439194738,0.09237944153865192,0.97082439194738,0.09237944153865192,true,false
confirmation,18205,prepared,assembly,1,1,14,true,0.23068372152964914,false,0.23068372152964914,0.23068372152964914,0.0,0.7167417606057235,-0.8110411742402239,-0.13198059248400423,-0.4603789300314631,-0.17157698399105228,0.0,0.21777083531465347,0.0,0.21777083531465347,false,true
confirmation,18205,prepared,recruitment,1,1,4,true,0.18009495060919503,true,0.18009495060919503,0.09471944610539414,-0.0853755045038009,1.2704110258732209,-1.2926969190117972,-0.027872647841433916,-0.5691930681298113,-0.09356572935681305,1.5305227865013966,0.0,1.5305227865013966,0.0,true,false
confirmation,18205,prepared,hybrid,1,1,4,true,0.18009495060919503,true,0.18009495060919503,0.09471944610539414,-0.0853755045038009,1.2704110258732209,-1.2926969190117972,-0.027872647841433916,-0.5691930681298113,-0.09356572935681305,1.5305227865013966,0.19855576161041932,1.5305227865013966,0.19855576161041932,true,true
confirmation,18205,arbitrary,assembly,0,4,4,true,0.2729213596375668,false,0.2729213596375668,0.2729213596375668,0.0,0.10175552560305978,0.14174207458302326,0.039486885802420255,0.2681601888985298,0.1383804630169829,0.0,0.09089312707581577,0.0,0.09089312707581577,false,false
confirmation,18205,arbitrary,recruitment,0,4,11,true,0.20298664341496703,true,0.20298664341496703,0.2624361185446587,0.059449475129691676,0.5762677777391377,0.14403568978660872,-0.01403005983164707,0.6942855451141878,0.1348211844484189,1.6278820596099708,0.0,1.6278820596099708,0.0,true,false
confirmation,18205,arbitrary,hybrid,0,4,11,true,0.20298664341496703,true,0.20298664341496703,0.2624361185446587,0.059449475129691676,0.5762677777391377,0.14403568978660872,-0.01403005983164707,0.6942855451141878,0.1348211844484189,1.6278820596099708,0.0828731452750085,1.6278820596099708,0.0828731452750085,true,false
confirmation,18205,shuffled,assembly,1,2,17,true,0.2511072106315466,true,0.2511072106315466,0.2511072106315466,0.0,1.4502779656217153,-1.0074856780572858,0.3661402692778406,-0.9007995113035182,0.043815344160322546,0.0,0.4170829701300838,0.0,0.4170829701300838,false,true
confirmation,18205,shuffled,recruitment,1,2,16,true,0.2321783889506879,true,0.2321783889506879,0.35170968120038076,0.11953129224969286,1.5310145884850908,-1.0787340000329206,0.35259975863186854,-1.1183555031023726,0.043176266683747376,1.0124228365658292,0.0,1.0124228365658292,0.0,true,false
confirmation,18205,shuffled,hybrid,1,2,16,true,0.2321783889506879,true,0.2321783889506879,0.35170968120038076,0.11953129224969286,1.5310145884850908,-1.0787340000329206,0.35259975863186854,-1.1183555031023726,0.043176266683747376,1.0124228365658292,0.380281531589194,1.0124228365658292,0.380281531589194,true,true
confirmation,18206,prepared,assembly,2,2,5,true,0.2656894752699558,true,0.2656894752699558,0.2656894752699558,0.0,0.6101662342405478,-0.165518748914074,-0.03175509435135828,0.36389032149957906,0.1973286073107899,0.0,0.26203465869517717,0.0,0.26203465869517717,false,true
confirmation,18206,prepared,recruitment,2,2,4,true,0.12209366336251554,true,0.12209366336251554,0.24078707261220086,0.11869340924968533,1.499718929045084,-0.40320519678597383,0.025868128889989506,0.7803879291118149,0.2577627607365573,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18206,prepared,hybrid,2,2,4,true,0.12209366336251554,true,0.12209366336251554,0.24078707261220086,0.11869340924968533,1.499718929045084,-0.40320519678597383,0.025868128889989506,0.7803879291118149,0.2577627607365573,0.873212459828649,0.23891395351619094,0.873212459828649,0.23891395351619094,true,true
confirmation,18206,arbitrary,assembly,0,3,3,true,0.16091092739288365,true,0.16091092739288365,0.16091092739288365,0.0,0.5584972959093915,0.24361777614438748,0.059157864143710555,-0.06589038906855595,0.030480172639092345,0.0,0.24436594130042308,0.0,0.24436594130042308,false,true
confirmation,18206,arbitrary,recruitment,0,3,4,true,0.1064064351959909,true,0.1064064351959909,0.11963242479639441,0.013225989600403512,1.0857871285251857,0.5330321307917926,0.13799002134634858,-0.2013111168932415,0.06901678734978989,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18206,arbitrary,hybrid,0,3,4,true,0.1064064351959909,true,0.1064064351959909,0.11963242479639441,0.013225989600403512,1.0857871285251857,0.5330321307917926,0.13799002134634858,-0.2013111168932415,0.06901678734978989,0.7106335201775948,0.22280424059744455,0.7106335201775948,0.22280424059744455,true,true
confirmation,18206,shuffled,assembly,2,3,6,true,0.16310495214165346,false,0.16310495214165346,0.16310495214165346,0.0,0.35018071545784546,-0.22512865697897788,0.06854532339639409,0.5777144124822527,0.2624522854108746,0.0,0.3156927254578042,0.0,0.3156927254578042,false,true
confirmation,18206,shuffled,recruitment,2,3,6,true,0.20798387166681234,true,0.20798387166681234,0.1916532459799675,-0.016330625686844846,0.7024299302475854,0.020443298740579336,0.06854532339639409,0.9349099844379724,0.2624522854108746,0.97082439194738,0.0,0.97082439194738,0.0,true,false
confirmation,18206,shuffled,hybrid,2,3,6,true,0.20798387166681234,true,0.20798387166681234,0.1916532459799675,-0.016330625686844846,0.7024299302475854,0.020443298740579336,0.06854532339639409,0.9349099844379724,0.2624522854108746,0.97082439194738,0.28783748497623324,0.97082439194738,0.28783748497623324,true,true
confirmation,18207,prepared,assembly,3,3,4,true,0.2622772813297122,true,0.2622772813297122,0.2622772813297122,0.0,0.8717120929210962,0.1398680681748141,-0.06907944291846882,-0.38936973696154653,-0.360483774258234,0.0,0.1356956693151405,0.0,0.1356956693151405,false,false
confirmation,18207,prepared,recruitment,3,3,4,true,0.1335168263973859,true,0.1335168263973859,0.18442550924698725,0.050908682849601344,1.4238548414066756,0.4409992898942712,-0.06907944291846882,-0.6357498274592841,-0.360483774258234,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18207,prepared,hybrid,3,3,4,true,0.1335168263973859,true,0.1335168263973859,0.18442550924698725,0.050908682849601344,1.4238548414066756,0.4409992898942712,-0.06907944291846882,-0.6357498274592841,-0.360483774258234,0.7106335201775948,0.12372252202262807,0.7106335201775948,0.12372252202262807,true,false
confirmation,18207,arbitrary,assembly,0,1,2,true,0.20420001107312435,false,0.20420001107312435,0.20420001107312435,0.0,0.12670812363667316,-0.23137855722850617,-0.06421405442303754,-0.1546881288086655,0.0813005167171438,0.0,0.10527496866664018,0.0,0.10527496866664018,false,false
confirmation,18207,arbitrary,recruitment,0,1,5,true,0.26379345161187284,true,0.26379345161187284,0.2105529642614676,-0.053240487350405236,1.18088532289986,-0.9720642337884312,-0.16663631174422314,-0.6744146141364965,-0.021110015516041976,1.5305227865013966,0.0,1.5305227865013966,0.0,true,false
confirmation,18207,arbitrary,hybrid,0,1,5,true,0.26379345161187284,true,0.26379345161187284,0.2105529642614676,-0.053240487350405236,1.18088532289986,-0.9720642337884312,-0.16663631174422314,-0.6744146141364965,-0.021110015516041976,1.5305227865013966,0.0959860008431131,1.5305227865013966,0.0959860008431131,true,false
confirmation,18207,shuffled,assembly,3,4,2,true,0.23003622064278662,false,0.23003622064278662,0.23003622064278662,0.0,0.08664176772250975,0.254781069356236,0.04450492139944556,-0.19065623233372425,0.18935709970501993,0.0,0.2742205753976951,0.0,0.2742205753976951,false,true
confirmation,18207,shuffled,recruitment,3,4,9,true,0.23899879228292684,true,0.23899879228292684,0.38935618592353566,0.15035739364060882,1.2012182158085192,0.9595588075769939,-0.061103352033186745,-0.5449792970559402,0.30944887650550845,1.1884864324004714,0.0,1.1884864324004714,0.0,true,false
confirmation,18207,shuffled,hybrid,3,4,9,true,0.23899879228292684,true,0.23899879228292684,0.38935618592353566,0.15035739364060882,1.2012182158085192,0.9595588075769939,-0.061103352033186745,-0.5449792970559402,0.30944887650550845,1.1884864324004714,0.2500246422743691,1.1884864324004714,0.2500246422743691,true,true
confirmation,18208,prepared,assembly,4,4,22,true,0.2792520978410721,false,0.2792520978410721,0.2792520978410721,0.0,0.5687671132186677,0.7289604755513924,-0.327142914429917,0.8482495622650579,-0.6433796426688333,0.0,0.5704809514352599,0.0,0.5704809514352599,false,true
confirmation,18208,prepared,recruitment,4,4,4,true,0.2501962858746573,true,0.2501962858746573,0.2364081709086571,-0.013788114966000214,1.4818542904856442,1.3280049424488356,-0.11134644700187736,1.152803815605437,-0.35884423739102356,1.6278820596099708,0.0,1.6278820596099708,0.0,true,false
confirmation,18208,prepared,hybrid,4,4,4,true,0.2501962858746573,true,0.2501962858746573,0.2364081709086571,-0.013788114966000214,1.4818542904856442,1.3280049424488356,-0.11134644700187736,1.152803815605437,-0.35884423739102356,1.6278820596099708,0.5201443968968547,1.6278820596099708,0.5201443968968547,true,true
confirmation,18208,arbitrary,assembly,0,3,4,true,0.260452669616551,true,0.260452669616551,0.260452669616551,0.0,0.7240402847248677,-0.007271153202920243,-0.11984832335196965,-0.47969800306036336,0.06163082114832646,0.0,0.3831773077772997,0.0,0.3831773077772997,false,true
confirmation,18208,arbitrary,recruitment,0,3,4,true,0.24189466237317644,true,0.24189466237317644,0.3894117942826299,0.14751713190945345,1.133950250782523,0.2938600685165368,-0.11984832335196965,-0.7260780935581009,0.06163082114832646,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18208,arbitrary,hybrid,0,3,4,true,0.24189466237317644,true,0.24189466237317644,0.3894117942826299,0.14751713190945345,1.133950250782523,0.2938600685165368,-0.11984832335196965,-0.7260780935581009,0.06163082114832646,0.7106335201775948,0.34936754532636133,0.7106335201775948,0.34936754532636133,true,true
confirmation,18208,shuffled,assembly,4,3,15,true,0.25582211540059113,true,0.25582211540059113,0.25582211540059113,0.0,1.081948026056265,0.8587917538447859,-0.0690383463231588,0.9585720356678651,-0.07584714267321718,0.0,0.1577058334376019,0.0,0.1577058334376019,false,true
confirmation,18208,shuffled,recruitment,4,3,5,true,0.20399870213647006,true,0.20399870213647006,0.30693907327047854,0.10294037113400847,1.0144701847376765,0.9701984526633839,-0.021090203007441476,1.0455136544344883,-0.021736718860320747,0.97082439194738,0.0,0.97082439194738,0.0,true,false
confirmation,18208,shuffled,hybrid,4,3,5,true,0.20399870213647006,true,0.20399870213647006,0.30693907327047854,0.10294037113400847,1.0144701847376765,0.9701984526633839,-0.021090203007441476,1.0455136544344883,-0.021736718860320747,0.97082439194738,0.14379061284016642,0.97082439194738,0.14379061284016642,true,false
confirmation,18209,prepared,assembly,1,2,11,true,0.22182183176494638,false,0.22182183176494638,0.22182183176494638,0.0,0.9573041417489658,-0.8502954399353676,0.05388896333102374,-0.6544880157392867,0.05657293740556217,0.0,0.10341473481148364,0.0,0.10341473481148364,false,false
confirmation,18209,prepared,recruitment,1,2,15,true,0.2115907665619434,true,0.2115907665619434,0.20244815668828703,-0.009142609873656365,1.1364636980741758,-1.0619946215091407,0.031285309898759044,-0.5682378614631899,0.011553308672838377,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18209,prepared,hybrid,1,2,15,true,0.2115907665619434,true,0.2115907665619434,0.20244815668828703,-0.009142609873656365,1.1364636980741758,-1.0619946215091407,0.031285309898759044,-0.5682378614631899,0.011553308672838377,0.873212459828649,0.09428990526929389,0.873212459828649,0.09428990526929389,true,false
confirmation,18209,arbitrary,assembly,0,3,2,true,0.22465299642894906,false,0.22465299642894906,0.22465299642894906,0.0,0.6372380645093162,0.09271831284385565,-0.04865095331156397,-0.24760318055320896,-0.145631816040129,0.0,0.35843152341241286,0.0,0.35843152341241286,false,true
confirmation,18209,arbitrary,recruitment,0,3,4,true,0.18724383784772008,true,0.18724383784772008,0.18599157281592132,-0.0012522650317987605,1.2519489703720368,0.38249970211612544,-0.01562603197269669,-0.4191363070568664,-0.37878836366878565,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18209,arbitrary,hybrid,0,3,4,true,0.18724383784772008,true,0.18724383784772008,0.18599157281592132,-0.0012522650317987605,1.2519489703720368,0.38249970211612544,-0.01562603197269669,-0.4191363070568664,-0.37878836366878565,0.7106335201775948,0.3268052125230823,0.7106335201775948,0.3268052125230823,true,true
confirmation,18209,shuffled,assembly,1,2,18,true,0.2616082283364293,true,0.2616082283364293,0.2616082283364293,0.0,1.3378839764998547,-0.9217169985106413,0.11995465099638979,-0.7303778575904494,0.4751011353706653,0.0,0.41062887274498333,0.0,0.41062887274498333,false,true
confirmation,18209,shuffled,recruitment,1,2,10,true,0.259544252037551,true,0.259544252037551,0.38290534104558155,0.12336108900803056,1.4962852524282058,-0.9430156097562774,-0.009978191259332206,-0.898059405268757,0.4126910534767721,1.0124228365658292,0.0,1.0124228365658292,0.0,true,false
confirmation,18209,shuffled,hybrid,1,2,10,true,0.259544252037551,true,0.259544252037551,0.38290534104558155,0.12336108900803056,1.4962852524282058,-0.9430156097562774,-0.009978191259332206,-0.898059405268757,0.4126910534767721,1.0124228365658292,0.3743969133851319,1.0124228365658292,0.3743969133851319,true,true
confirmation,18210,prepared,assembly,2,2,3,true,0.2735465263370811,true,0.2735465263370811,0.2735465263370811,0.0,0.6789300178957395,0.014738427754023573,-0.1619835182105226,0.5409705895231519,0.16913586960925323,0.0,0.23091948686302588,0.0,0.23091948686302588,false,true
confirmation,18210,prepared,recruitment,2,2,4,true,0.20637030594825165,true,0.20637030594825165,0.2822289137403291,0.07585860779207745,1.0725223928173493,-0.19175802876693746,-0.18458483502843998,0.9780044144529549,0.15018355900295197,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18210,prepared,hybrid,2,2,4,true,0.20637030594825165,true,0.20637030594825165,0.2822289137403291,0.07585860779207745,1.0725223928173493,-0.19175802876693746,-0.18458483502843998,0.9780044144529549,0.15018355900295197,0.873212459828649,0.21054423802217062,0.873212459828649,0.21054423802217062,true,true
confirmation,18210,arbitrary,assembly,0,3,8,true,0.2372411854433608,false,0.2372411854433608,0.2372411854433608,0.0,0.18631516152473426,-0.036445943017206016,0.2542861661112588,0.19253815442460842,0.15038586883333147,0.0,0.31341946451006375,0.0,0.31341946451006375,false,true
confirmation,18210,arbitrary,recruitment,0,3,10,true,0.2608921753045159,true,0.2608921753045159,0.5201866218027377,0.25929444649822175,0.07524173018929303,0.11437220376261294,0.24769065887902283,0.1389868414479493,0.14941039040722592,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18210,arbitrary,hybrid,0,3,10,true,0.2608921753045159,true,0.2608921753045159,0.5201866218027377,0.25929444649822175,0.07524173018929303,0.11437220376261294,0.24769065887902283,0.1389868414479493,0.14941039040722592,0.7106335201775948,0.28576480587682285,0.7106335201775948,0.28576480587682285,true,true
confirmation,18210,shuffled,assembly,2,1,4,true,0.2206832773166825,true,0.2206832773166825,0.2206832773166825,0.0,0.4194704027293892,-0.17691234808599535,0.060970475387025526,0.32572989233271393,0.20094577485096668,0.0,0.2710710036582795,0.0,0.2710710036582795,false,true
confirmation,18210,shuffled,recruitment,2,1,6,true,0.21849426764652738,true,0.21849426764652738,0.3640717154016947,0.14557744775516732,0.5425425941564361,-0.6437872480826453,-0.049209543040798054,0.858509920543504,0.2815439477081384,1.697056274847714,0.0,1.697056274847714,0.0,true,false
confirmation,18210,shuffled,hybrid,2,1,6,true,0.21849426764652738,true,0.21849426764652738,0.3640717154016947,0.14557744775516732,0.5425425941564361,-0.6437872480826453,-0.049209543040798054,0.858509920543504,0.2815439477081384,1.697056274847714,0.24715297392372543,1.697056274847714,0.24715297392372543,true,true
confirmation,18211,prepared,assembly,3,3,6,true,0.2136619535173962,true,0.2136619535173962,0.2136619535173962,0.0,1.0810684498864882,0.6639939180669575,-0.049465507690578295,-0.15772716140698795,0.07347285597371432,0.0,0.09632172839365608,0.0,0.09632172839365608,false,false
confirmation,18211,prepared,recruitment,3,3,4,true,0.1765124784096868,true,0.1765124784096868,0.1961631334187094,0.019650655009022577,1.2247484333137044,0.7905475331830377,-0.10626401001142168,-0.2847068104415301,0.09675342212535154,0.7106335201775948,0.0,0.7106335201775948,0.0,true,false
confirmation,18211,prepared,hybrid,3,3,4,true,0.1765124784096868,true,0.1765124784096868,0.1961631334187094,0.019650655009022577,1.2247484333137044,0.7905475331830377,-0.10626401001142168,-0.2847068104415301,0.09675342212535154,0.7106335201775948,0.0878227523589217,0.7106335201775948,0.0878227523589217,true,false
confirmation,18211,arbitrary,assembly,0,2,6,true,0.26907662888497347,false,0.26907662888497347,0.26907662888497347,0.0,0.1743475728664049,-0.13195162999266488,0.3295713023908341,0.11978421241029664,-0.18158716064420025,0.0,0.42561395551963416,0.0,0.42561395551963416,false,true
confirmation,18211,arbitrary,recruitment,0,2,4,true,0.17022522350212,true,0.17022522350212,0.3761322151721161,0.2059069916699961,0.9536439107089147,-0.27431513312563927,0.3001016777871832,0.5030546133651106,-0.24596880190125497,0.873212459828649,0.0,0.873212459828649,0.0,true,false
confirmation,18211,arbitrary,hybrid,0,2,4,true,0.17022522350212,true,0.17022522350212,0.3761322151721161,0.2059069916699961,0.9536439107089147,-0.27431513312563927,0.3001016777871832,0.5030546133651106,-0.24596880190125497,0.873212459828649,0.3880597829737841,0.873212459828649,0.3880597829737841,true,true
confirmation,18211,shuffled,assembly,3,4,2,true,0.2375982421682051,true,0.2375982421682051,0.2375982421682051,0.0,0.03309191013409818,0.15944861784960424,-0.15551556039236433,-0.13936240665510546,0.04074312069371415,0.0,0.2259988782001174,0.0,0.2259988782001174,false,true
confirmation,18211,shuffled,recruitment,3,4,4,true,0.18010245966433316,true,0.18010245966433316,0.33556473478510246,0.1554622751207693,1.122798167452185,0.8989521621071684,-0.21938501790998066,-0.47921724716343217,0.04630894883319522,1.1884864324004714,0.0,1.1884864324004714,0.0,true,false
confirmation,18211,shuffled,hybrid,3,4,4,true,0.18010245966433316,true,0.18010245966433316,0.33556473478510246,0.1554622751207693,1.122798167452185,0.8989521621071684,-0.21938501790998066,-0.47921724716343217,0.04630894883319522,1.1884864324004714,0.20605780071187174,1.1884864324004714,0.20605780071187174,true,true
confirmation,18212,prepared,assembly,4,4,13,true,0.26232279672471936,true,0.26232279672471936,0.26232279672471936,0.0,0.6907374316358912,0.8594267232571509,-0.0649289393170405,0.7387249053107797,-0.34277487435277343,0.0,0.33501635597567747,0.0,0.33501635597567747,false,true
confirmation,18212,prepared,recruitment,4,4,4,true,0.11066972205744584,true,0.11066972205744584,0.13940508170958535,0.02873535965213951,1.3355829235984404,1.1613750074126798,-0.26212394781519155,1.0185839891104047,-0.25155601580245257,1.6278820596099708,0.0,1.6278820596099708,0.0,true,false
