seed,length,acute_count,acute_widths,control_level,action_dependence,low_control_fraction,chronic_profile,scheduled_dose,available_formation_margin,available_formed,available_final_persistent_probability,available_max_step_change,available_realized_avoidance_mediator,available_avoidance_rate,available_realized_event_fraction,replay_formation_margin,replay_formed,replay_final_persistent_probability,replay_max_step_change,replay_realized_avoidance_mediator,replay_avoidance_rate,replay_realized_event_fraction
809403,60,2,1|2,3,0.5,0.5,bursty-moderate,0.23333333333333334,-0.5178236435753398,0,0.6218218361558805,0.049801987628359856,0.05,0.35,0.18333333333333332,-1.4778030968167635,0,0.44511841833406673,0.05235788595101376,0.0,0.0,0.23333333333333334
809404,90,2,2|1,3,0.5,0.5,bursty-moderate,0.2111111111111111,-0.46566170004469676,0,0.7045578313789502,0.06330347570980177,0.07777777777777778,0.25555555555555554,0.16666666666666666,-0.4150088189892436,0,0.7099645018764977,0.06560320758391902,0.0,0.0,0.2111111111111111
809405,90,2,2|2,4,0.75,0.25,steady-low,0.12222222222222222,-0.7803807753847631,0,0.7074352370459863,0.07297307646138829,0.13333333333333333,0.45555555555555555,0.12222222222222222,-0.6142669071087441,0,0.71513327980242,0.05764075220248788,0.0,0.0,0.12222222222222222
809406,90,2,3|1,4,0.75,0.25,none,0.044444444444444446,0.9183886022908925,0,0.8521138013418472,0.047523586265249884,0.06666666666666667,0.23333333333333334,0.044444444444444446,0.8834759145664419,0,0.832637863002587,0.05169382206950757,0.0,0.0,0.044444444444444446
809407,120,2,1|3,4,0.75,0.25,none,0.03333333333333333,0.40162750981584083,0,0.8390309300454074,0.06050469941164072,0.025,0.11666666666666667,0.03333333333333333,-0.22822908702865563,0,0.7806091728271394,0.05879228906165235,0.0,0.0,0.03333333333333333
809408,120,2,2|1,4,0.75,0.25,none,0.025,0.9576450819689466,0,0.8855761593303385,0.05953276499750482,0.016666666666666666,0.15833333333333333,0.025,0.08470328210611289,0,0.8313646385608267,0.05869041267597075,0.0,0.0,0.025
809409,60,2,3|3,4,0.75,0.25,none,0.1,-0.3712501864482056,0,0.6730708970274653,0.05767745108507194,0.15,0.26666666666666666,0.1,-0.21445106167437133,0,0.7016623602110745,0.05513784003390432,0.0,0.0,0.1
809410,120,2,1|2,4,0.75,0.25,none,0.025,-0.9220330252253917,0,0.6488230107424682,0.04675755102012136,0.16666666666666666,0.36666666666666664,0.025,0.3225521858277134,0,0.7925350956340702,0.05259624733212365,0.0,0.0,0.025
809411,120,2,2|3,4,0.75,0.25,none,0.041666666666666664,0.6040962688337725,0,0.8288479057277965,0.06465016682849356,0.025,0.175,0.041666666666666664,-0.5695025099911031,0,0.7534104565673467,0.0617646886110188,0.0,0.0,0.041666666666666664
809412,120,2,2|3,4,0.75,0.25,bursty-moderate,0.225,-2.2353376313270545,0,0.7541711640935894,0.06094679790957269,0.058333333333333334,0.23333333333333334,0.2,-2.6762900105863277,0,0.7500064407609994,0.05788268145670039,0.0,0.0,0.225
809413,90,2,2|3,5,1.0,0.0,none,0.05555555555555555,-2.0185214370859272,0,0.59498053063695,0.06605586539846664,0.044444444444444446,0.14444444444444443,0.05555555555555555,-1.864894502717352,0,0.6149334326993173,0.06378030935364509,0.0,0.0,0.05555555555555555
809414,90,2,3|1,5,1.0,0.0,bursty-moderate,0.2222222222222222,-3.041534482521973,0,0.46462910006126873,0.061246908487537055,0.03333333333333333,0.13333333333333333,0.18888888888888888,-3.64326825011769,0,0.40181295080998125,0.05821493622285234,0.0,0.0,0.2222222222222222
809415,60,2,1|1,5,1.0,0.0,bursty-moderate,0.21666666666666667,-0.19127351526952596,0,0.7194007762755581,0.06043955213954011,0.03333333333333333,0.18333333333333332,0.18333333333333332,-1.0610470847432716,0,0.6278006194362195,0.05627939061427112,0.0,0.0,0.21666666666666667
809416,120,2,2|3,5,1.0,0.0,bursty-moderate,0.225,-3.2481841341476927,0,0.5830507843721267,0.061649807516894306,0.05,0.225,0.19166666666666668,-4.040606722457522,0,0.5896057979891953,0.060623204089514215,0.0,0.0,0.225
809417,120,2,2|1,5,1.0,0.0,bursty-moderate,0.20833333333333334,-1.4217649570767201,0,0.7361633152272331,0.061452224834799174,0.06666666666666667,0.225,0.16666666666666666,-2.3992611697576978,0,0.6160153268418914,0.06250686723918941,0.0,0.0,0.20833333333333334
809418,60,2,1|2,5,1.0,0.0,none,0.05,-0.6054400148323473,0,0.5839056336531163,0.056405653427625047,0.15,0.4166666666666667,0.05,-0.0647671326275514,0,0.749641469758402,0.06184877014518542,0.0,0.0,0.05
809419,90,2,2|3,5,1.0,0.0,none,0.05555555555555555,0.87646408887158,0,0.7971016882577647,0.039500507377488336,0.022222222222222223,0.2,0.05555555555555555,1.0591691659885796,1,0.8164710536731832,0.03623451194041272,0.0,0.0,0.05555555555555555
809420,60,2,1|3,5,1.0,0.0,bursty-moderate,0.25,-0.8240335413101569,0,0.6029543750575233,0.06212572743381828,0.06666666666666667,0.21666666666666667,0.23333333333333334,-1.0081537469381014,0,0.5602195829467044,0.057460148473819306,0.0,0.0,0.25
