scenario,t,x_true,y,x_mean,x_var,z_mean,h_mean
mpe,31,3.5572013022805424,3.4289692176153497,3.381437913823554,0.09705316815366062,-1.3957422157034958,-1.507653774670152
mpe,32,3.6724070585499864,3.94375857174871,3.9193382630823703,0.0966611215077875,-1.2936323275926669,-1.457348284473099
mpe,33,2.565122077687432,2.495746258108028,2.5350391499662623,0.09679927592552101,-1.3215267780132167,-1.4696133649108767
mpe,34,3.478857389508933,3.040226093432644,3.0181349017130956,0.09650422031531455,-1.2465230503269331,-1.4079619956279956
mpe,35,3.8723969593460237,4.330700061386939,4.284358118984097,0.09683342452614706,-1.3228963175347297,-1.4467610836352869
mpe,36,5.05045478317658,5.320850172976286,5.280695340514027,0.09678943689997158,-1.3165129895109087,-1.4620614200091833
mpe,37,5.362696047053007,5.265786226512101,5.2567200052269705,0.09636078373499933,-1.2101510274824212,-1.3464308644048564
mpe,38,4.643275562267302,4.635966584721537,4.650326284709406,0.09598798516761885,-1.1033226975846,-1.2523933803470988
mpe,39,6.151541659528614,5.558962852688273,5.515058548457494,0.09615263608276706,-1.1232099604897041,-1.2686154835670311
mpe,40,4.919734213984371,4.605544499397456,4.631936735872625,0.09583561762088039,-1.0556693419642869,-1.2197887116363184
mpe,41,3.6854656299296837,3.721579454064013,3.750866952427868,0.09568514951350633,-1.0153488818750491,-1.1802907961272415
mpe,42,3.4505183836068083,3.2916496430952265,3.3043714666579653,0.09531724590659871,-0.935910443356985,-1.0844329604665746
mpe,43,3.083771623668053,3.121430207815753,3.122342874110003,0.09485029346274886,-0.8334192208570931,-0.974054356952081
mpe,44,7.3140712503174505,7.470886985953865,7.383990404444257,0.09807096301852754,-1.7489953888799807,-1.2349810676038289
mpe,45,6.450086338726301,6.627474535471482,6.6445248153750045,0.09559784141347895,-0.9989801368916252,-1.1530177749310788
mpe,46,5.1267922729270445,4.751250460777725,4.809849510408464,0.09624617274050423,-1.129560765759866,-1.2172376464862438
mpe,47,4.8500136187845255,4.805019458260426,4.794345137948765,0.09547050388479035,-0.9712698511555208,-1.1156506493485967
mpe,48,6.029516653437322,6.153704773540985,6.092605048369597,0.0961790627168491,-1.1080454620022313,-1.1858040164969847
mpe,49,5.997026255413495,5.943611333679808,5.936331511383662,0.09532254931754038,-0.9369716835280879,-1.0776827133601863
mpe,50,2.06916737976066,1.804252979084379,1.8869051089069306,0.09784494173396648,-1.6478495096177597,-1.296114442437286
mpe,51,0.9086681784658511,1.3190191604342356,1.3385738773930003,0.09587053082307427,-1.0663436398312884,-1.2233627965109997
mpe,52,0.549031637239043,-0.23452900065580976,-0.18018079407581641,0.09639163868622458,-1.1754644794864375,-1.27770891336939
