seed,length,acute_count,acute_widths,control_level,action_dependence,low_control_fraction,chronic_profile,scheduled_dose,available_formation_margin,available_formed,available_final_persistent_probability,available_max_step_change,available_realized_avoidance_mediator,available_avoidance_rate,available_realized_event_fraction,replay_formation_margin,replay_formed,replay_final_persistent_probability,replay_max_step_change,replay_realized_avoidance_mediator,replay_avoidance_rate,replay_realized_event_fraction
809333,120,0,,5,1.0,0.0,bursty-moderate,0.18333333333333332,-13.397129759173959,0,0.1516448416835324,0.06094563395668229,0.025,0.14166666666666666,0.14166666666666666,-14.517751979589988,0,0.15232378315844863,0.06094563395668229,0.0,0.0,0.18333333333333332
809334,120,0,,5,1.0,0.0,bursty-moderate,0.18333333333333332,-11.483156730509698,0,0.2589870481510633,0.058494813992081285,0.125,0.2833333333333333,0.15833333333333333,-12.7057941185036,0,0.18884550663194913,0.05331504608266516,0.0,0.0,0.18333333333333332
809335,90,0,,5,1.0,0.0,none,0.0,-6.566293721488142,0,0.24627303628805175,0.05673427672372178,0.0,0.0,0.0,-6.566293721488142,0,0.24627303628805175,0.05673427672372178,0.0,0.0,0.0
809336,120,0,,5,1.0,0.0,bursty-moderate,0.18333333333333332,-12.279648618377266,0,0.12408710765907827,0.05278332418406023,0.075,0.325,0.11666666666666667,-15.742814490013814,0,0.0935468690239768,0.045935925527262694,0.0,0.0,0.18333333333333332
809337,120,0,,5,1.0,0.0,none,0.0,-9.048424099020473,0,0.2523696689538605,0.05213374667941101,0.0,0.0,0.0,-9.048424099020473,0,0.2523696689538605,0.05213374667941101,0.0,0.0,0.0
809338,120,0,,5,1.0,0.0,bursty-moderate,0.18333333333333332,-10.588496900965502,0,0.19303635600320163,0.06104434601019282,0.041666666666666664,0.15,0.16666666666666666,-11.625050020382256,0,0.18414332094047534,0.06104434601019282,0.0,0.0,0.18333333333333332
809339,60,0,,5,1.0,0.0,steady-low,0.08333333333333333,-1.6705142368904888,0,0.5001335446712966,0.06361223162600649,0.15,0.4166666666666667,0.05,-3.596533018338005,0,0.33958934343730424,0.05447650705268142,0.0,0.0,0.08333333333333333
809340,60,0,,5,1.0,0.0,none,0.0,-2.213633640327784,0,0.3941824953696458,0.06422920766124013,0.0,0.0,0.0,-2.213633640327784,0,0.3941824953696458,0.06422920766124013,0.0,0.0,0.0
809341,120,1,2,1,0.0,1.0,steady-low,0.1,-9.05595434886767,0,0.20676981461377394,0.06108970768757771,0.06666666666666667,0.24166666666666667,0.075,-8.091020821922239,0,0.2339355373541132,0.061209159156576154,0.0,0.0,0.1
809342,120,1,3,1,0.0,1.0,bursty-moderate,0.20833333333333334,-2.663485985480518,0,0.6849839294409998,0.06950894074531799,0.058333333333333334,0.21666666666666667,0.11666666666666667,1.1044264746347747,1,0.8104938931277199,0.06306315356956815,0.0,0.0,0.20833333333333334
809343,120,1,3,1,0.0,1.0,none,0.025,-9.136076052305189,0,0.26501978996803344,0.05713388287056104,0.041666666666666664,0.15833333333333333,0.025,-9.571128180722797,0,0.25346081204246296,0.05713388287056104,0.0,0.0,0.025
809344,60,1,3,1,0.0,1.0,steady-low,0.13333333333333333,-1.3497489663240276,0,0.6782842483492728,0.06444458368548278,0.15,0.4166666666666667,0.1,0.47296079385569856,0,0.8089207294675114,0.08683416552005874,0.0,0.0,0.13333333333333333
809345,120,1,2,1,0.0,1.0,bursty-moderate,0.2,-0.14007763411612806,0,0.8786678220883946,0.0553480882262139,0.08333333333333333,0.225,0.15,1.8581581087152532,1,0.904929034938041,0.06498852388742637,0.0,0.0,0.2
809346,90,1,3,1,0.0,1.0,bursty-moderate,0.2111111111111111,-5.941836502535489,0,0.3709964479272865,0.050090540849349635,0.07777777777777778,0.16666666666666666,0.17777777777777778,-3.7569256908286803,0,0.6196428985774904,0.07660178187762079,0.0,0.0,0.2111111111111111
809347,90,1,1,1,0.0,1.0,bursty-moderate,0.18888888888888888,1.2520825323767022,1,0.9245575509837006,0.06628839809394821,0.13333333333333333,0.32222222222222224,0.13333333333333333,-5.264639582187387,0,0.2578317325078874,0.05820143681994383,0.0,0.0,0.18888888888888888
809348,120,1,2,1,0.0,1.0,bursty-moderate,0.2,-6.513772815111791,0,0.49307418027839456,0.05375562852071092,0.13333333333333333,0.3,0.11666666666666667,-6.695002001236617,0,0.629992542001028,0.06144426558158983,0.0,0.0,0.2
809349,90,1,1,2,0.25,0.75,none,0.011111111111111112,-4.331154936662137,0,0.33787284136510154,0.07574567097309365,0.06666666666666667,0.2222222222222222,0.011111111111111112,-4.116840501210927,0,0.36899764320395945,0.0673995827089372,0.0,0.0,0.011111111111111112
809350,90,1,2,2,0.25,0.75,none,0.022222222222222223,-1.4117643751450746,0,0.526769027694201,0.0737333016329943,0.05555555555555555,0.23333333333333334,0.022222222222222223,-2.701767725691975,0,0.33794111512310787,0.0716465424113013,0.0,0.0,0.022222222222222223
809351,90,1,3,2,0.25,0.75,steady-low,0.1111111111111111,0.8157789250386618,0,0.86484536165099,0.06954329499868461,0.07777777777777778,0.4,0.07777777777777778,0.25634158444781785,0,0.8232904634664018,0.06819297996712215,0.0,0.0,0.1111111111111111
809352,60,1,2,2,0.25,0.75,none,0.03333333333333333,-1.8631762733412385,0,0.4073907557124678,0.05181510132101408,0.05,0.13333333333333333,0.03333333333333333,-2.2156440231058485,0,0.33587727662256406,0.061502082139111014,0.0,0.0,0.03333333333333333
809353,60,1,2,2,0.25,0.75,none,0.03333333333333333,-2.4419690133637975,0,0.3941129022848636,0.0624762988449597,0.08333333333333333,0.13333333333333333,0.03333333333333333,-2.908865541038489,0,0.2995107564700564,0.05656882729488827,0.0,0.0,0.03333333333333333
809354,120,1,3,2,0.25,0.75,bursty-moderate,0.20833333333333334,-3.5694643631748804,0,0.6760196446410935,0.06055333131239177,0.06666666666666667,0.225,0.14166666666666666,-6.791550636402375,0,0.31990244647526456,0.06055333131239177,0.0,0.0,0.20833333333333334
