bank_seed,maintenance_seed,stratum,q0_P,A_delta_L_PT,A_delta_L_PD,B_delta_L_PT,B_delta_L_PD,M_PT,M_PD,A_root_revision_abs,B_root_revision_abs,A_transfer_abs,B_transfer_abs,root_revision_difference,transfer_difference,B_delivered,B_censored,B_avoidance,dose_M_PT,dose_M_PD,external_danger_selected,identity_danger_selected,external_danger_delta_L_PD
761350,762038,moderate,0.7465326663457764,-38.26842769925792,-37.567202940300376,-21.83115677779885,-20.80693290529763,16.43727092145907,16.760270035002748,0.9592494219154883,0.9592462159941416,0.39610733626281175,0.3961060124267626,3.2059213467272585e-06,1.323836049171856e-06,18,14,17,"[0.0, 12.569758105247278, 20.78839356597681, 31.894768584892237, 38.26842769925792]","[0.0, 13.404044138592148, 21.784179156093526, 32.27395023047787, 37.567202940300376]",D,P,-32.674680174577034
761424,762039,moderate,0.6411452200782941,-38.53583207743852,-38.921912459791976,-26.89464830216189,-25.72272234642444,11.64118377527663,13.199190113367536,0.4999999825679096,0.4999973486394812,0.13605441702528148,0.1360537003100628,2.633928428419363e-06,7.167152186737802e-07,23,9,14,"[0.0, 13.498332435217918, 26.7170881786778, 36.34790779768393, 38.53583207743852]","[0.0, 13.608898163816779, 28.540261065371595, 38.792933332777764, 38.921912459791976]",D,P,-32.750392055856025
760024,762040,strong,0.7926706274804998,-38.15423881740652,-38.749303216320904,-20.5843604294289,-18.794031193675313,17.56987838797762,19.95527202264559,0.7533499935369898,0.7533499935369896,0.5687150672048571,0.568715067204857,2.220446049250313e-16,1.1102230246251565e-16,19,13,18,"[0.0, 7.837042200697532, 21.335374635915457, 29.00702902670634, 38.15423881740652]","[0.0, 8.207525774030309, 21.81642393784708, 30.164314173594907, 38.749303216320904]",D,P,-35.9122413962531
760041,762041,strong,0.8875160202436835,-34.14606410627952,-30.76749091456546,-19.388381721277653,-17.234467648959097,14.757682385001864,13.533023265606364,0.49999999999999806,0.4999999946966396,0.24242424242424115,0.24242423985291583,5.303358474595399e-09,2.571325319333795e-09,18,14,18,"[0.0, 11.653356088854068, 20.41897261952225, 27.339612803826583, 34.14606410627952]","[0.0, 10.522015856137902, 18.934395655392827, 24.25989314696888, 30.76749091456546]",D,P,-26.306298584560864
760042,762042,strong,0.8658059792358528,-39.833827353863725,-41.97654998571729,-22.263948965886105,-22.021277963071704,17.56987838797762,19.955272022645588,0.9134665530588149,0.9134665530588149,0.8030819921289769,0.8030819921289769,0.0,0.0,19,13,15,"[0.0, 4.351122644517744, 12.951351365279272, 33.84176149953004, 39.833827353863725]","[0.0, 5.0239091210907745, 13.57665338206322, 36.85590651936586, 41.97654998571729]",D,P,-37.68771131146331
760048,762043,strong,0.8544170204224123,-39.68061185753452,-39.43974019020518,-27.75985139049984,-27.563014814575688,11.920760467034683,11.87672537562949,0.7533499402936719,0.7533358409029587,0.20499318103229164,0.20498934446339007,1.4099390713173676e-05,3.836568901571802e-06,22,10,14,"[0.0, 6.920640184304332, 20.418972619522258, 28.09062701031315, 39.68061185753452]","[0.0, 5.3254974915760585, 18.93439565539283, 27.282285891140653, 39.43974019020518]",D,P,-26.356676693885916
760058,762044,strong,0.8827152972966106,-35.82565264273672,-33.99473768396185,-24.388502004007997,-23.785695533012536,11.437150638728724,10.209042150949315,0.576725757004105,0.5767257570041006,0.3810813261620041,0.38108132616200113,4.440892098500626e-15,2.942091015256665e-15,21,11,15,"[0.0, 9.210581032332875, 17.594604302969056, 27.39081173188184, 35.82565264273672]","[0.0, 6.949550599799373, 15.189321155583233, 25.301628961271888, 33.99473768396185]",D,P,-20.203930339485456
760072,762045,strong,0.8806262507092795,-36.09305702091732,-35.349447203453444,-21.614951327673502,-20.493959200109042,14.478105693243819,14.855488003344401,0.7533499935369898,0.7533499935369896,0.5687150672048571,0.568715067204857,2.220446049250313e-16,1.1102230246251565e-16,19,13,19,"[0.0, 5.6104725943016795, 21.2333580676415, 28.80299589015843, 36.09305702091732]","[0.0, 4.948034222880363, 20.321349956637974, 27.17416621117669, 35.349447203453444]",D,P,-20.83689267458473
760104,762046,strong,0.8753908533312876,-36.20724590276872,-34.16734692743292,-18.94341721961296,-18.697296848414656,17.263828683155758,15.470050079018261,0.7533499935369898,0.7533499935369259,0.5687150672048571,0.5687150672048088,6.394884621840902e-14,4.829470157119431e-14,16,16,19,"[0.0, 11.98413170866737, 23.637487797521437, 31.041737810131725, 36.20724590276872]","[0.0, 10.241286932702863, 20.763302788840765, 27.756483505096995, 34.16734692743292]",D,P,-22.926081143544312
760124,762047,strong,0.8953086871862527,-40.71120275577912,-41.13966819663891,-27.75985139049984,-27.563014814575684,12.95135136527928,13.576653382063224,0.49594405360668975,0.4959440536066806,0.3103071308278246,0.3103071308278188,9.159339953157541e-15,5.773159728050814e-15,22,10,12,"[0.0, 9.859578670545481, 20.418972619522258, 31.245770946679635, 40.71120275577912]","[0.0, 8.47686936276203, 18.93439565539283, 30.74663146751522, 41.13966819663891]",D,P,-13.415429287388971
760128,762048,strong,0.8544170204224123,-40.86441825210833,-43.67647799215102,-29.872232115044298,-32.00460664174615,10.992186137064031,11.67187135040487,0.6821002332154034,0.575570540337738,0.03922229553080475,0.03309659890531458,0.10652969287766534,0.0061256966254901735,23,9,12,"[0.0, 6.47567568263964, 16.539287489733027, 29.592655423286256, 40.86441825210833]","[0.0, 6.788326691031607, 18.25534401621186, 33.32707137948419, 43.67647799215102]",D,P,-32.71680964536292
760144,762049,strong,0.8850784038231684,-38.65002095928992,-37.73981218377145,-21.551580086040808,-22.129397643035666,17.09844087324911,15.610414540735782,0.999619741489662,0.9996197414819744,0.7546277471796136,0.7546277471738101,7.687628311714434e-12,5.803468816623081e-12,17,15,22,"[0.0, 4.89810371445639, 18.07821413127501, 29.12121790855774, 38.65002095928992]","[0.0, 5.056153902844329, 16.857004380263408, 28.982213897574383, 37.73981218377145]",D,P,-20.14518412954093
760171,762050,strong,0.8829423711014052,-39.83382735386373,-41.9765499857173,-29.388622286738347,-30.33692341706597,10.445205067125386,11.639626568651327,0.79830080817995,0.79830080817995,0.6049657928409021,0.6049657928409021,0.0,0.0,24,8,11,"[0.0, 12.353552655121938, 21.984372274128066, 28.294660146861055, 39.83382735386373]","[0.0, 13.091070433403576, 23.34374270080975, 30.272433853558873, 41.9765499857173]",D,P,-21.354975992718384
760186,762051,strong,0.8850938069255007,-35.82565264273672,-33.99473768396185,-14.21070131506322,-13.500778483852809,21.614951327673502,20.493959200109042,0.9134665530588149,0.9134665416832902,0.6035885188353225,0.6035885113187517,1.1375524633372436e-08,7.516570810217615e-09,13,19,20,"[0.0, 5.3430682161210825, 11.818743898760719, 20.41897261952225, 35.82565264273672]","[0.0, 3.593324703388774, 10.381651394420384, 18.934395655392827, 33.99473768396185]",D,P,-30.196290740684592
760187,762052,strong,0.8894953843806348,-37.23783680101332,-35.86727493386665,-16.818864181491065,-16.93287927847382,20.418972619522258,18.934395655392834,0.5476790569546242,0.547679056953549,0.4150404102287033,0.4150404102278885,1.0751399770470016e-12,8.147926777724024e-13,14,18,20,"[0.0, 8.931004340574834, 17.912826321368364, 30.215180048435037, 37.23783680101332]","[0.0, 8.272015337537415, 16.99736884198093, 29.046703461081492, 35.86727493386665]",D,P,-27.32572901958923
760272,762053,strong,0.8008766134802243,-37.88683443922592,-37.39459369682931,-28.256014820219793,-27.141921429423135,9.630819619006129,10.252672267406176,0.7533499935369898,0.7533499935369898,0.5687150672048571,0.5687150672048571,0.0,0.0,25,7,14,"[0.0, 6.373659114365683, 15.52086890506586, 23.57411655588875, 37.88683443922592]","[0.0, 5.293252709822504, 13.878241752548501, 22.398741231767392, 37.39459369682931]",D,P,-32.87363917344111
760281,762054,strong,0.8874809507815543,-35.44405938270472,-33.822128440490786,-17.531233061336366,-16.824759598509857,17.912826321368357,16.99736884198093,0.634685190693322,0.634685190693322,0.5344717395312184,0.5344717395312184,0.0,0.0,16,16,18,"[0.0, 9.312597600606825, 17.429216493062405, 29.89695803003573, 35.44405938270472]","[0.0, 8.444624581008487, 15.32968561730075, 27.238655774683796, 33.822128440490786]",D,P,-19.741800868699567
