seed,stratum,intact_M_PT,intact_M_PD,action_mask_M_PT,action_mask_M_PD,forced_open_M_PT,forced_open_M_PD,substitution_M_PT,substitution_M_PD,common_A_delta_L_PT,common_A_delta_L_PD,common_M_PT,common_M_PD,fixed_root_difference,fixed_transfer_difference,fixed_M_PT,fixed_M_PD,broadcast_M_PT,broadcast_M_PD,equalized_A_delta_L_PT,equalized_A_delta_L_PD,equalized_M_PT,equalized_M_PD
762089,very_strong,11.818743898760719,10.381651394420388,0.0,0.0,0.0,0.0,0.0,0.0,1.3322676295501878e-15,1.3322676295501878e-15,-8.881784197001252e-16,-8.881784197001252e-16,0.0,0.0,11.818743898760719,10.381651394420388,10.905129862919821,10.371404414031943,1.3322676295501878e-15,1.3322676295501878e-15,-8.881784197001252e-16,-8.881784197001252e-16
762090,very_strong,20.304783737670864,20.116495931413354,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0,0.0,0.0,20.304783737670864,20.116495931413354,16.561216991942988,16.39079431310413,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0
762091,very_strong,15.622885473339814,15.373315733757607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.622885473339814,15.373315733757607,12.575668079788159,12.115888562834147,0.0,0.0,0.0,0.0
762092,very_strong,11.271762828822077,10.349406612666836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,11.271762828822077,10.349406612666836,9.87906412446966,9.412857717895307,0.0,-4.440892098500626e-16,0.0,0.0
762093,very_strong,13.56170367685062,11.973459720890151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.56170367685062,11.973459720890151,12.575668079788159,12.11588856283415,0.0,0.0,0.0,0.0
762094,very_strong,10.788153000516125,8.681723387986658,0.0,0.0,0.0,0.0,0.0,0.0,-8.881784197001252e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,10.788153000516125,8.681723387986658,10.905129862919821,10.371404414031943,-8.881784197001252e-16,-4.440892098500626e-16,0.0,0.0
762095,very_strong,8.282006702362231,6.744696574574753,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,8.282006702362231,6.744696574574753,8.471405125987495,8.281701778287598,-4.440892098500626e-16,0.0,0.0,0.0
762096,very_strong,18.600469286222218,21.655200029079325,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,18.600469286222218,21.655200029079325,11.430888299692164,11.598060832420941,-4.440892098500626e-16,0.0,0.0,0.0
762097,very_strong,18.612641599799666,18.978025771849687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.612641599799666,18.978025771849687,13.983327078270321,13.247044502441856,0.0,0.0,0.0,0.0
762098,very_strong,16.933053063342463,15.7507790024533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.933053063342463,15.7507790024533,14.36492033830232,13.419653745912925,0.0,0.0,0.0,0.0
762099,very_strong,12.251536086847977,11.59599645219446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.251536086847977,11.59599645219446,10.786415821273998,10.812123379755374,0.0,0.0,0.0,0.0
762100,very_strong,18.880045977980263,20.332735291341287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.880045977980263,20.332735291341287,13.220140558206328,12.901826015499719,0.0,0.0,0.0,0.0
762101,very_strong,15.304663454940513,13.565268047359915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,15.304663454940513,13.565268047359915,14.246206296656496,13.86037271163636,0.0,0.0,4.440892098500626e-16,0.0
762102,very_strong,12.263708400425415,8.918822194964825,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,12.263708400425415,8.918822194964825,13.338854599852155,12.461107049776285,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0
762103,very_strong,10.40655974048412,8.509114144515586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.40655974048412,8.509114144515586,10.523536602887827,10.198795170560874,0.0,0.0,0.0,0.0
762104,very_strong,10.890169568790075,10.17679736919576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,10.890169568790075,10.17679736919576,9.497470864437659,9.240248474424238,0.0,4.440892098500626e-16,0.0,0.0
762105,very_strong,15.788273283246468,15.232951272040093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.788273283246468,15.232951272040093,13.220140558206324,12.901826015499719,0.0,0.0,0.0,0.0
762106,very_strong,14.045313505156567,13.641142945570323,0.0,0.0,0.0,0.0,0.0,0.0,-1.3322676295501878e-15,-4.440892098500626e-16,0.0,0.0,0.0,0.0,14.045313505156567,13.641142945570323,11.549602341337994,11.157341866697514,-1.3322676295501878e-15,-4.440892098500626e-16,0.0,0.0
762107,very_strong,14.490278006821264,12.178313746114767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.490278006821264,12.178313746114767,13.983327078270321,13.247044502441852,0.0,0.0,0.0,0.0
762108,very_strong,12.467741536973325,11.908970157383042,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,12.467741536973325,11.908970157383042,10.523536602887827,10.198795170560874,-4.440892098500626e-16,0.0,0.0,0.0
762109,very_strong,15.902462165097859,14.050850996019566,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,15.902462165097859,14.050850996019566,14.36492033830232,13.419653745912925,-4.440892098500626e-16,0.0,0.0,0.0
762110,very_strong,17.84945507973567,18.63280728490755,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,0.0,-8.881784197001252e-16,0.0,0.0,17.84945507973567,18.63280728490755,13.220140558206324,12.901826015499719,8.881784197001252e-16,8.881784197001252e-16,0.0,-8.881784197001252e-16
762111,very_strong,19.70660373967695,19.042515335356793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.70660373967695,19.042515335356793,16.03545855517065,15.16413789471513,0.0,0.0,0.0,0.0
762112,very_strong,18.94341721961296,18.697296848414652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.94341721961296,18.697296848414652,15.272272035106655,14.818919407772992,0.0,0.0,0.0,0.0
762113,very_strong,14.859698953275817,15.028097246815467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.859698953275817,15.028097246815467,11.812481559724162,11.77067007589201,0.0,0.0,0.0,0.0
762114,very_strong,18.676012841432353,17.342587328923063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.676012841432353,17.342587328923063,16.03545855517065,15.164137894715132,0.0,0.0,0.0,0.0
762115,very_strong,14.045313505156567,13.641142945570323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.045313505156567,13.641142945570323,11.549602341337991,11.157341866697514,0.0,0.0,0.0,0.0
762116,very_strong,16.984251991397716,16.792514816756302,0.0,0.0,0.0,0.0,0.0,0.0,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,16.984251991397716,16.792514816756302,13.864613036624494,13.687763468165286,-8.881784197001252e-16,0.0,0.0,0.0
762117,very_strong,17.810809753094407,15.50229486077182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.810809753094407,15.50229486077182,16.679931033588822,15.9500753473807,0.0,0.0,0.0,0.0
762118,very_strong,16.271883111552416,16.900634496720272,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,16.271883111552416,16.900634496720272,12.19407481975616,11.943279319363079,-4.440892098500626e-16,0.0,0.0,0.0
762119,very_strong,13.33294462531127,13.749262625534293,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,13.33294462531127,13.749262625534293,9.87906412446966,9.412857717895307,-4.440892098500626e-16,0.0,0.0,0.0
