seed,seed_position,bank_seed,bank_state_sha256,stratum,q0_P,safe_reliability,action_cost,schedule,labels_permuted,base_censoring,context_shift,A_delta_L_PT,A_delta_L_PD,B_delta_L_PT,B_delta_L_PD,M_PT,M_PD,B_delivered,B_censored,B_avoidance,M_PT_per_withheld,M_PD_per_withheld,complete_delta_L_PT,complete_delta_L_PD,yoke_max_error,no_action_max_error,label_permutation_max_error,dose_M_PT,dose_M_PD,external_selected,identity_selected,generic_selected,generic_delta_L_PT,generic_delta_L_PD,root_revision_difference,transfer_difference,fixed_transfer_difference,fixed_M_PT,fixed_M_PD,withheld_BF_identity_PT,withheld_BF_identity_PD,availability_identity_error_PT,availability_identity_error_PD,direct_action_residual_PT,direct_action_residual_PD,policy_generated_censoring,maximum_slice_log_BF,maximum_update_identity_error,clone_ok,released_seed_authorization
816104,104,820271,4edbac2bde3d1d689af6dd509c80b343aed005cbfdb1ab72dc0108599a1fa984,very_strong,0.9667766026406428,degraded,elevated,distributed,False,0.35,False,-30.55850926966233,-26.677197927813722,-27.17460628175649,-24.988655256083305,3.3839029879058415,1.688542671730417,27,5,15,0.6767805975811683,0.3377085343460834,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.704434734178982, 10.024966480452129, 14.439460366602567, 20.533542789210205, 22.82348363723875, 30.55850926966233]","[0.0, 5.012523786387469, 8.336504901044513, 11.724975579208664, 18.340693026769205, 19.964746134992524, 26.677197927813722]",D,P,T,-14.483792019432967,-11.703186860840763,0.0,0.0,0.0,3.3839029879058415,1.688542671730417,3.3839029879058375,1.688542671730421,3.9968028886505635e-15,3.9968028886505635e-15,0.0,0.0,1,2.670557431416735,4.884981308350689e-15,1,816001:816900
816105,105,820304,cc37671a42fad835e3c6656641dcd59a4dd94b12d48c7a0d7cecd2c0ecb27ac5,very_strong,0.9357531643061467,high,default,front_loaded,True,0.35,True,-34.97887577478361,-33.861434743129784,-27.57462576217333,-26.86825402687355,7.40425001261028,6.993180716256234,26,6,17,1.23404166876838,1.165530119376039,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.147209790700174, 12.849334797005316, 19.706603739676954, 24.455339171895783, 27.15194312721428, 34.97887577478361]","[0.0, 8.584989042725997, 12.081579400854114, 19.04251533535679, 23.66263957256891, 26.365670417507754, 33.861434743129784]",D,P,T,-14.30493690953551,-10.902609584247836,0.0,0.0,0.0,7.40425001261028,6.993180716256234,7.404250012610282,6.993180716256231,1.7763568394002505e-15,2.6645352591003757e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816106,106,820307,d9f0936bf8b463edabb971ff297b8a6728cc88a88102317dd641361569ac707c,very_strong,0.9587831833311913,degraded,default,front_loaded,True,0.35,False,-31.474911286055534,-29.55922621026798,-25.864438691753847,-24.611191987387613,5.610472594301687,4.948034222880366,26,6,18,0.9350787657169478,0.824672370480061,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.353432372391584, 10.673964118664724, 13.408869468357963, 19.5029518909656, 23.472481275451347, 31.474911286055534]","[0.0, 6.53984254935013, 9.863823664007178, 10.025047572774938, 16.64076502033548, 21.49206489795519, 29.55922621026798]",D,P,T,-19.66934213247536,-19.05811737351782,0.0,0.0,0.0,5.610472594301687,4.948034222880366,5.610472594301687,4.948034222880364,0.0,2.6645352591003757e-15,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816107,107,820321,928d39f56e094ec86931a87630682822d2e50ede050cfba1b99e2e5d220ee611,very_strong,0.9548777472308304,high,elevated,front_loaded,False,0.35,False,-30.55850926966233,-26.677197927813726,-25.876611005331288,-21.934017730157983,4.681898264331043,4.743180197655743,27,5,15,0.9363796528662085,0.9486360395311486,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.971839112359586, 9.261779960388132, 15.088458004815166, 20.915136049242204, 23.85407453548335, 30.55850926966233]","[0.0, 6.367233305879061, 7.99128641410238, 13.252294342171329, 18.513302270240278, 21.664674141426257, 26.677197927813726]",D,P,T,-22.3474509609505,-20.857905077242897,0.0,0.0,0.0,4.681898264331043,4.743180197655743,4.681898264331042,4.743180197655743,8.881784197001252e-16,0.0,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816108,108,820337,6995569fec7ea1fc9fcdcbd1c46eec21462317949a0b67bf54fa16a4d47801c8,very_strong,0.9188974824066823,degraded,elevated,front_loaded,False,0.35,False,-30.711724765991537,-29.214007723325842,-26.79301302172449,-24.816046012612233,3.9187117442670463,4.397961710713609,27,5,15,0.7837423488534092,0.8795923421427219,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.002430010604183, 10.559775236813334, 13.562084964687173, 17.594985590805614, 20.915517337078754, 30.711724765991537]","[0.0, 8.067161312312791, 11.045923940027702, 12.561857368287054, 15.777718802980136, 19.101699917637184, 29.214007723325842]",D,P,D,-34.015314905722065,-34.6579942461301,2.652322805829499e-11,1.285982431653565e-11,0.0,3.9187117442670463,4.397961710713609,3.9187117442670467,4.397961710713606,4.440892098500626e-16,3.552713678800501e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816109,109,820347,eb4dde44edffb95655e6c8e3f060532dec8d41560da1ed59c1006b398b385490,very_strong,0.945644368982597,high,default,distributed,True,0.35,True,-32.91769397829441,-30.461578730262325,-27.070471246403855,-25.03558361924601,5.847222731890554,5.425995111016313,26,6,16,0.974537121981759,0.9043325185027188,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.353369030044448, 10.473396908371907, 15.2945539018123, 21.146301793497294, 24.22449900884779, 32.91769397829441]","[0.0, 7.363021924428217, 8.386058184071956, 12.853506598951636, 19.020883020265043, 21.896523108674955, 30.461578730262325]",D,P,T,-21.056411692776447,-18.39479055074517,2.1359580770763387e-12,1.0149103779610869e-12,0.0,5.847222731890554,5.425995111016313,5.84722273189056,5.425995111016315,6.217248937900877e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816110,110,820356,4cdff17003e883fc20c0be4222eee0f85861a808e0f4558689a0543933002986,very_strong,0.972078818555843,degraded,default,distributed,True,0.35,False,-29.68113386774694,-27.514079716892113,-23.905273463538602,-22.706409955729264,5.775860404208338,4.807669761162849,25,7,19,0.8251229148869054,0.686809965880407,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.971839112359586, 9.643373220420127, 14.706864744783168, 19.38876300911421, 21.678703857142754, 29.68113386774694]","[0.0, 6.367233305879061, 8.163895657573448, 13.07968509870026, 17.822865296356007, 19.44691840457932, 27.514079716892113]",D,P,T,-21.884631154166375,-21.41102133670249,0.0,0.0,0.0,5.775860404208338,4.807669761162849,5.775860404208336,4.807669761162847,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816111,111,820377,6199469c842708529b0fd0051292bae84531a033681efcb40817e38376a6cd73,very_strong,0.9727392352756135,high,elevated,distributed,False,0.65,False,-31.589100167906928,-28.377125934247456,-19.337564081058954,-16.781129482052997,12.251536086847974,11.59599645219446,20,12,18,1.0209613405706646,0.9663330376828716,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.765616530668183, 10.406559740484123, 15.85164452487916, 20.9151360492422, 24.617261055547342, 31.589100167906928]","[0.0, 8.412379799254929, 8.509114144515586, 13.597512829113466, 18.51330227024028, 22.009892628368394, 28.377125934247456]",D,P,T,-9.817015359638445,-5.493981851094369,1.1102230246251565e-15,9.992007221626409e-16,0.0,12.251536086847974,11.59599645219446,12.251536086847974,11.595996452194457,0.0,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,4.440892098500626e-15,1,816001:816900
816112,112,820378,f27b7e4b4510ea9bd39b9e429abf3e3ff00f841959b221d76bba404476294b20,very_strong,0.9672609488465712,degraded,elevated,distributed,False,0.65,False,-36.856243540981325,-35.69466569039558,-24.87211183231395,-25.453378757692715,11.984131708667373,10.241286932702867,20,12,18,0.9986776423889477,0.8534405777252388,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.384023270636188, 12.08614827694133, 17.912826321368364, 22.327320207518802, 27.060036112068545, 36.856243540981325]","[0.0, 8.23977055578386, 11.736360913911977, 16.997368841980926, 20.385839520145076, 25.582357884706923, 35.69466569039558]",D,P,T,-21.03985137407038,-21.103193606289285,0.0,0.0,0.0,11.984131708667373,10.241286932702867,11.984131708667368,10.241286932702865,5.329070518200751e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816113,113,820384,87719635d390d62cd65b3015fa363305ae5bb4e18106f6839f66ff2f9adb2ee5,very_strong,0.9621951194614029,high,default,front_loaded,True,0.65,True,-32.68931621459163,-32.82577928230337,-22.325583028276675,-22.5162395119138,10.363733186314953,10.309539770389573,22,10,16,1.0363733186314952,1.0309539770389573,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.353432372391584, 11.704555016909328, 18.180230699548968, 23.310559391799796, 26.007163347118293, 32.68931621459163]","[0.0, 6.53984254935013, 11.563751670440908, 18.35207836147252, 23.144811842155704, 25.84784268709455, 32.82577928230337]",D,P,T,-10.17509229271323,-7.783471150681956,0.0,0.0,0.0,10.363733186314953,10.309539770389573,10.363733186314953,10.309539770389575,0.0,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,4.440892098500626e-15,1,816001:816900
816114,114,820385,d5c99b56a434cb15b76ead0f31e62ef224613a579c2982c4847630cc549c0e9c,very_strong,0.973673192442877,degraded,default,front_loaded,True,0.65,False,-33.38287758621553,-30.422272427623327,-23.637487797521445,-20.763302788840768,9.745389788694084,9.658969638782558,22,10,15,0.9745389788694083,0.9658969638782559,0.0,0.0,0.0,0.0,0.0,"[0.0, 7.086027994210983, 11.437150638728724, 16.500642163091765, 21.182540427422808, 23.85407453548335, 33.38287758621553]","[0.0, 5.185133029858541, 10.209042150949315, 15.12483159207613, 19.868011789731874, 21.66467414142626, 30.422272427623327]",D,P,T,-5.784799305961497,-3.9011461970520807,7.683365055299873e-11,3.725270092402866e-11,0.0,9.745389788694084,9.658969638782558,9.745389788694082,9.658969638782555,1.7763568394002505e-15,3.552713678800501e-15,0.0,0.0,1,2.670557431416735,3.3306690738754696e-15,1,816001:816900
816115,115,820386,29c2b5afba19cc964f7381c0824a3c364584688cee3c66d7951b50a4958c2662,very_strong,0.9303321249458679,high,elevated,front_loaded,False,0.65,False,-33.99284860995031,-28.230681119053344,-27.008837184013288,-24.540622070403916,6.98401142593702,3.6900590486494274,23,9,14,0.7760012695485577,0.4100065609610475,0.0,0.0,0.0,0.0,0.0,"[0.0, 9.528803050732172, 13.230928057037318, 15.965833406730553, 19.73132965466839, 23.43345466097353, 33.99284860995031]","[0.0, 8.757598286197066, 12.254188644325179, 12.41541255309294, 14.276564468294431, 17.773154826422548, 28.230681119053344]",D,P,T,-15.263013842610295,-13.612098883835422,2.220446049250313e-16,1.1102230246251565e-16,0.0,6.98401142593702,3.6900590486494274,6.984011425937023,3.690059048649428,3.552713678800501e-15,4.440892098500626e-16,0.0,0.0,1,2.3196827878973805,5.773159728050814e-15,1,816001:816900
816116,116,820401,bc5300376f542aa16ba15375ad895fc24cdb976f628ca80b90e5d0b254537f35,very_strong,0.9650854771333285,degraded,elevated,front_loaded,False,0.65,False,-34.948277240821334,-34.831619473040234,-27.111235040123795,-26.62409369900993,7.837042200697539,8.207525774030305,25,7,11,1.1195774572425055,1.1725036820043293,0.0,0.0,0.0,0.0,0.0,"[0.0, 8.651427648816789, 11.971959395089932, 18.066041817697574, 23.12953334206061, 27.862249246610354, 34.948277240821334]","[0.0, 9.594480075275449, 12.918461189932497, 19.53417863749304, 24.44996807861985, 29.646486443181697, 34.831619473040234]",D,P,T,-18.459896124333305,-16.557612090491162,0.0,0.0,0.0,7.837042200697539,8.207525774030305,7.837042200697536,8.207525774030307,2.6645352591003757e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816117,117,820411,f60d772ce4aa31c1a928307bfdf3deb117ce23dae3c4fa00ab4bae89a9e12c6f,very_strong,0.9637112364409834,high,default,distributed,True,0.65,True,-30.74232329995382,-28.24382299341539,-18.156545667037452,-15.416172982172963,12.585777632916368,12.827650011242426,20,12,19,1.0488148027430306,1.0689708342702022,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.826995989916462, 9.498530097977003, 14.392108652638957, 20.073943574622866, 22.842969091162928, 30.74232329995382]","[0.0, 6.672584950543943, 8.469247302238326, 12.784019894785565, 18.350379467519396, 20.9007344901258, 28.24382299341539]",D,P,T,-20.95878312963111,-16.86848777122158,0.0,0.0,0.0,12.585777632916368,12.827650011242426,12.585777632916367,12.827650011242426,1.7763568394002505e-15,0.0,0.0,0.0,1,2.670557431416735,4.884981308350689e-15,1,816001:816900
816118,118,820416,2040e7ec221757b1bb882debd002372e323911238c72c4da88302d01b40dd5d4,very_strong,0.9663652805505327,degraded,default,distributed,True,0.65,False,-31.474911286055534,-29.55922621026798,-23.027516773786655,-22.954894097410744,8.447394512268879,6.604332112857236,22,10,15,0.8447394512268879,0.6604332112857236,0.0,0.0,0.0,0.0,0.0,"[0.0, 5.673843835934381, 8.994375582207525, 14.057867106570566, 20.151949529178204, 24.884665433727946, 31.474911286055534]","[0.0, 3.312595779953739, 6.636576894610787, 11.552366335737599, 18.16808378329814, 23.364602147859987, 29.55922621026798]",D,P,T,-19.588115585723237,-19.78384287644848,0.011988604933743874,0.0032622054241479015,0.0,8.447394512268879,6.604332112857236,8.447394512268877,6.604332112857233,1.7763568394002505e-15,2.6645352591003757e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816119,119,820417,cf3c91a6d1979044a0c8ca63b4741be5bf0546ac925baeeba336fb840fe3ab8b,very_strong,0.9015354366424414,high,elevated,distributed,False,0.65,False,-32.73387994800292,-28.89495366466066,-21.143895100781545,-16.737499365596136,11.589984847221377,12.157454299064526,24,8,12,1.4487481059026721,1.5196817873830657,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.322841474146987, 10.024966480452125, 13.027276208325969, 17.441770094476404, 22.174485999026146, 32.73387994800292]","[0.0, 4.8399145429164, 8.336504901044517, 9.852438329303869, 13.240909007468023, 18.437427372029866, 28.89495366466066]",T,P,T,-19.044227534499843,-16.10225330084037,1.6064594099418628e-11,7.788880651560248e-12,0.0,11.589984847221377,12.157454299064526,11.589984847221375,12.157454299064524,1.7763568394002505e-15,1.7763568394002505e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
816120,120,820418,2d47d591d8c9816b0cc8bf7b2033f315c813f3ea01860d7aad7997cf264560a0,very_strong,0.9437891740680882,degraded,elevated,distributed,False,0.65,False,-33.26868870436413,-31.604372703643847,-24.210941880523908,-26.603234251959684,9.057746823840223,5.001138451684163,19,13,20,0.6967497556800171,0.3847029578218587,0.0,0.0,0.0,0.0,0.0,"[0.0, 6.971839112359586, 9.643373220420127, 16.768046541272366, 22.594724585699403, 24.884665433727946, 33.26868870436413]","[0.0, 6.367233305879061, 8.163895657573448, 16.47954111156772, 21.74054903963667, 23.364602147859987, 31.604372703643847]",D,P,T,-11.871241147876496,-8.302314864534234,0.0,0.0,0.0,9.057746823840223,5.001138451684163,9.057746823840219,5.0011384516841595,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,1,2.670557431416735,5.773159728050814e-15,1,816001:816900
