seed,bank_seed,stratum,dose,schedule,M_PT,M_PD,delivered_count,censored_count,mechanistic_error_PT,mechanistic_error_PD,matched_evidence_schedule_error
816021,820834,moderate,1.0,distributed,34.32987813657101,32.33411598016713,0,32,0.0,0.0,0.0
816022,820873,moderate,0.0,distributed,0.0,0.0,32,0,3.552713678800501e-15,3.552713678800501e-15,0.0
816022,820873,moderate,0.25,distributed,8.26983438878479,9.42187083180438,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816022,820873,moderate,0.35,distributed,9.529184338568736,9.345995933593969,21,11,0.0,3.552713678800501e-15,0.0
816022,820873,moderate,0.5,distributed,13.943678224719172,12.734466611758123,16,16,3.552713678800501e-15,0.0,0.0
816022,820873,moderate,0.65,distributed,20.037760647326813,19.35018405931866,11,21,1.7763568394002505e-15,3.552713678800501e-15,0.0
816022,820873,moderate,0.75,distributed,22.327701495355356,20.97423716754198,8,24,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816022,820873,moderate,1.0,distributed,31.74231566423614,30.91393572975957,0,32,0.0,0.0,0.0
816023,820883,moderate,0.0,distributed,0.0,0.0,32,0,7.105427357601002e-15,3.552713678800501e-15,0.0
816023,820883,moderate,0.25,distributed,9.147209790700181,8.584989042725997,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816023,820883,moderate,0.35,distributed,12.849334797005323,12.08157940085411,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
816023,820883,moderate,0.5,distributed,17.645421943187756,15.642659322489333,16,16,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816023,820883,moderate,0.65,distributed,21.678322569306196,18.858520757182415,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816023,820883,moderate,0.75,distributed,24.998854315579344,22.182501871839463,8,24,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816023,820883,moderate,1.0,distributed,33.49706646806692,29.2401721516028,0,32,0.0,0.0,0.0
816024,820928,moderate,0.0,distributed,0.0,0.0,32,0,3.552713678800501e-15,3.552713678800501e-15,0.0
816024,820928,moderate,0.25,distributed,7.353432372391584,6.53984254935013,24,8,3.552713678800501e-15,3.552713678800501e-15,0.0
816024,820928,moderate,0.35,distributed,11.704555016909328,11.563751670440908,21,11,0.0,0.0,0.0
816024,820928,moderate,0.5,distributed,16.768046541272366,16.47954111156772,16,16,3.552713678800501e-15,3.552713678800501e-15,0.0
816024,820928,moderate,0.65,distributed,19.121358630933607,16.468155776864414,11,21,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816024,820928,moderate,0.75,distributed,22.441890377206747,19.79213689152146,8,24,1.7763568394002505e-15,1.7763568394002505e-15,0.0
816024,820928,moderate,1.0,distributed,31.970693427938926,28.549735177718524,0,32,0.0,0.0,0.0
816025,820969,moderate,0.0,front_loaded,0.0,0.0,32,0,7.105427357601002e-15,0.0,0.0
816025,820969,moderate,0.25,front_loaded,7.086027994210987,5.185133029858537,24,8,3.552713678800501e-15,0.0,0.0
816025,820969,moderate,0.35,front_loaded,9.757562102271528,6.981795381552924,21,11,3.552713678800501e-15,3.552713678800501e-15,0.0
